"mainEstMean_1" "mainEstMean_2" "mainEstMean_3" "mainEstMean_4" "mainEstMean_5" "mainEstMean_6" "mainEstMed_1" "mainEstMed_2" "mainEstMed_3" "mainEstMed_4" "mainEstMed_5" "mainEstMed_6" "mainEstVar_1" "mainEstVar_2" "mainEstVar_3" "mainEstVar_4" "mainEstVar_5" "mainEstVar_6" "crossEstMean_1" "crossEstMean_2" "crossEstMean_3" "crossEstMean_4" "crossEstMean_5" "crossEstMean_6" "crossEstMed_1" "crossEstMed_2" "crossEstMed_3" "crossEstMed_4" "crossEstMed_5" "crossEstMed_6" "crossEstVar_1" "crossEstVar_2" "crossEstVar_3" "crossEstVar_4" "crossEstVar_5" "crossEstVar_6" "thetaEstMean_1" "thetaEstMean_2" "thetaEstMean_3" "thetaEstMean_4" "thetaEstMean_5" "thetaEstMean_6" "thetaEstMed_1" "thetaEstMed_2" "thetaEstMed_3" "thetaEstMed_4" "thetaEstMed_5" "thetaEstMed_6" "thetaEstVar_1" "thetaEstVar_2" "thetaEstVar_3" "thetaEstVar_4" "thetaEstVar_5" "thetaEstVar_6" "2.5%_1" "2.5%_2" "2.5%_3" "2.5%_4" "2.5%_5" "2.5%_6" "97.5%_1" "97.5%_2" "97.5%_3" "97.5%_4" "97.5%_5" "97.5%_6" "5%_1" "5%_2" "5%_3" "5%_4" "5%_5" "5%_6" "95%_1" "95%_2" "95%_3" "95%_4" "95%_5" "95%_6" "10%_1" "10%_2" "10%_3" "10%_4" "10%_5" "10%_6" "90%_1" "90%_2" "90%_3" "90%_4" "90%_5" "90%_6" "corrEstMean" "corrEstMed" "corrEstVar" "prior" "sigma" "N" "cross" "iteration" "pos"
0.4175956315 0.50707866175 0.688639413 0.6633921655 0.368785127175 0.152387194025725 0.416807 0.505267 0.6861565 0.661265 0.366739 0.152026 0.0067098552003598 0.00873932907284555 0.00887095784840003 0.00868092568221066 0.00861768664828619 0.0052832118373756 0.0025333609492 0.00099563160365 0.00120706754152 0.0007689023601075 0.001887561497325 0.00183701347092 0.00253765 0.001833145 0.001246605 2.12422e-05 0.00219536 0.00229069 0.000958152773742631 0.000990540332203466 0.000975799114945415 0.00102831003774714 0.000999158967099147 0.000977764524526433 0.32755119525 0.47627862275 0.32690978865 0.261808825125 0.479998047 0.28097122925 0.3223475 0.4676615 0.3220605 0.2597085 0.4715735 0.27667 0.00309305820292686 0.00669845649639953 0.00666573484369374 0.00623756696861819 0.00606200741142715 0.00183703723095143 -0.058670025 -0.0619753725 -0.0599989875 -0.0627394175 -0.0600219575 -0.0591180425 0.06362023 0.0612865725 0.0634922775 0.0645834275 0.0613918875 0.063176145 -0.04807266 -0.05159713 -0.049658225 -0.051794555 -0.05037758 -0.05005612 0.05285769 0.052728615 0.052575325 0.054228705 0.05264526 0.052977075 -0.03635794 -0.04056088 -0.03878229 -0.03981522 -0.03824176 -0.03877734 0.04250508 0.04090914 0.04180077 0.04169661 0.04265763 0.04193582 0.93450579675 0.9486625 0.00306926172122375 "SVNP" 0.0316227766016838 100 0.5 1 9
0.42638179825 0.653828547 0.47465996345 0.44792352655 0.3371003181 0.16379016267875 0.427384 0.65292 0.474059 0.446512 0.3372745 0.163796 0.00591563968115884 0.0113253184652726 0.0121461306531404 0.00900172575057854 0.00828270041505507 0.00537110099541634 0.00197431360584 0.0032493331362475 0.003088945442 -0.001352921021385 -0.0018963790405975 0.00605923093969 0.001767455 0.003952145 0.00298998 -0.001287885 -0.00205208 0.00551247 0.000914830832543216 0.00099031683719704 0.00100044475517879 0.000968098932938986 0.000963723416620857 0.000999277775171401 0.225365602425 0.409134925925 0.553023722 0.308387613125 0.36570682175 0.283849447 0.2224055 0.401924 0.5465935 0.307909 0.3611475 0.279678 0.00236924773906679 0.0101232210313905 0.010721444565212 0.00513403729252259 0.00449376899606999 0.00200516317431077 -0.05704781 -0.0606390325 -0.0596765325 -0.0634192425 -0.0643319675 -0.05487669 0.0615427125 0.063109095 0.0657216025 0.0588756625 0.0605202075 0.069378555 -0.046226535 -0.048411035 -0.04860007 -0.052855955 -0.051751955 -0.04560283 0.05186929 0.05473525 0.055937355 0.050384045 0.050274465 0.0578682799999998 -0.03655545 -0.03691454 -0.03750796 -0.04165144 -0.04106664 -0.03336466 0.04111901 0.0430193 0.0435034 0.038427 0.03682896 0.04672899 0.876795819 0.899422 0.0096796562658327 "SVNP" 0.0316227766016838 100 0.5 2 9
0.3375991753475 0.68647916375 0.7062655305 0.53627095725 0.3189271931175 0.333667511925 0.3369595 0.686421 0.707218 0.536322 0.3188955 0.3343135 0.00701751458991275 0.0114648197624586 0.00953080509867474 0.00811583625130575 0.00837081295844515 0.00533342776320029 0.0026535872275125 0.0004427898598 0.000628900832225 -0.001992674996945 0.00115546779375 0.00321540306100405 0.00277061 0.000319512 0.0009407255 -0.00225578 0.001239635 0.003509445 0.00100511071759718 0.00100080115617501 0.000979792890890005 0.000981133684077947 0.0010109780722063 0.000981417529149634 0.40436034175 0.44204845725 0.263730869435 0.2939406505 0.47264572675 0.220485185 0.398523 0.433187 0.260519 0.288866 0.4653105 0.216597 0.00400140731266012 0.0103983983312625 0.00723722439140228 0.00454540430348472 0.00558707424878378 0.00166490975033511 -0.059019875 -0.0611795675 -0.0609453925 -0.0624751825 -0.06086588 -0.0573172425 0.0665951125 0.06349246 0.059908375 0.0576971375 0.064465215 0.0628444475 -0.04960786 -0.051861965 -0.051567665 -0.052665635 -0.051626185 -0.049098105 0.056616865 0.05326037 0.050463475 0.04988134 0.0530322249999999 0.05464887 -0.03745506 -0.04049675 -0.03937144 -0.0426141 -0.03901561 -0.0364829 0.04352324 0.04111128 0.04070843 0.03827831 0.04112354 0.04418281 0.94237672325 0.9539305 0.00246205524038976 "SVNP" 0.0316227766016838 100 0.5 3 9
0.50118501375 0.7691202665 0.7237922655 0.47473977525 0.48148523825 0.24405212665225 0.5008425 0.764247 0.7209775 0.474568 0.4813785 0.2446505 0.00727374882260921 0.0143110845166962 0.00867879644640611 0.00935030179378368 0.00758458234633857 0.00603002952542908 0.00588976900499 0.0005818507547375 -0.001890702478825 -0.001818294341105 0.0006181164530325 0.0036394809953 0.00551159 0.000695135 -0.002275035 -0.001975645 0.0008133835 0.00325907 0.0010781493414234 0.000996651351366954 0.000995362352493684 0.000987021874827843 0.000989832585937729 0.000973894961473677 0.331850289 0.620153644 0.30338806965 0.38816483 0.2877830292 0.3175489015 0.3262155 0.6086745 0.2977825 0.381172 0.284777 0.312186 0.00387278510124329 0.0149639544755306 0.00679521291009728 0.00588292552207762 0.00441851315033018 0.00254631123753218 -0.05834255 -0.059023255 -0.06401145 -0.0627189175 -0.06161454 -0.05555856 0.0698412225 0.0625115775 0.0605465775 0.061689065 0.06300542 0.0654333025 -0.04851797 -0.05020661 -0.053447115 -0.053189715 -0.05098235 -0.04671063 0.05942596 0.05273098 0.0495212699999999 0.0503674 0.05201057 0.05547011 -0.03569993 -0.0395889 -0.04144032 -0.0414152 -0.03914763 -0.03672976 0.0484435 0.04149647 0.03810587 0.03717951 0.04040296 0.04400124 0.93582064525 0.9530975 0.00368142390192338 "SVNP" 0.0316227766016838 100 0.5 4 9
0.48256324405 0.72886747825 0.58836042325 0.66624836 0.304005863185 0.1983524316025 0.4813055 0.72811 0.5861625 0.6652325 0.3037255 0.1977605 0.00926673101478905 0.00965242196250415 0.0109509595951649 0.00872866721869557 0.00705224177826054 0.00591305207452577 0.0021612814351975 -0.0003359205955025 0.0041506716753 -0.0007234569946325 -0.0012128409023975 0.0054543918723 0.002307295 -0.0002084215 0.00370156 -0.0005776945 -0.00169018 0.004970815 0.000954700921175522 0.0010009858462898 0.00106090669732278 0.00103848571540406 0.000962267121883108 0.00104038115367866 0.47962376425 0.2762822374 0.46110996625 0.2815997658825 0.37726934325 0.2860243895 0.471646 0.271746 0.4555315 0.2799675 0.372105 0.2823095 0.00675153033873986 0.00722924791132581 0.00831304786150599 0.006123799027763 0.00350497009844254 0.00192849323094953 -0.05755339 -0.06321631 -0.0592962075 -0.0641698275 -0.0625858525 -0.0587620175 0.06303398 0.0608228625 0.0661377825 0.0624716625 0.058884615 0.0697087125 -0.04795694 -0.052754295 -0.049958615 -0.05452527 -0.05197399 -0.04670284 0.0520221 0.05094991 0.05789423 0.05213732 0.0494107149999999 0.05793476 -0.03689918 -0.04178557 -0.03739645 -0.04241268 -0.04095202 -0.03578049 0.04152306 0.03965876 0.04659766 0.04088724 0.0381185 0.0468972 0.93055665325 0.9492225 0.00389196206189549 "SVNP" 0.0316227766016838 100 0.5 5 9
0.58065570825 0.7610070425 0.5751537345 0.6752673885 0.4802737375 0.20659576886175 0.577869 0.7582935 0.5721 0.671743 0.4792665 0.2056755 0.0080325263390549 0.00900429100930102 0.00899650747448013 0.00842493153883828 0.0081302945344082 0.00514615321683 0.002595898114015 0.0017186377445 -0.0024909722989975 -0.001168979128985 0.00076360822094675 0.0041708427467 0.00212406 0.001371965 -0.002490125 -0.001283465 0.0003625135 0.0039369 0.00102079943422 0.000977315510383975 0.000965054724447123 0.000980465093511338 0.00096567961682646 0.000978208134691411 0.391822926 0.31817254525 0.42245365175 0.289048259875 0.3976569905 0.305514099 0.3850625 0.313073 0.416353 0.2852995 0.392044 0.3017465 0.00499084490383998 0.00616515476465562 0.00589733743236756 0.00492448196862553 0.0051149355071767 0.0020722782196121 -0.0599437925 -0.0583098375 -0.06222872 -0.061340295 -0.059671935 -0.0578035225 0.063324215 0.062229305 0.0590726725 0.06060118 0.06188274 0.0657989975 -0.050544905 -0.049219365 -0.05336529 -0.052731515 -0.050428085 -0.04675927 0.0550298 0.05337753 0.048860245 0.0501977649999999 0.05127674 0.05568103 -0.03877222 -0.0384965 -0.04232232 -0.04047787 -0.03910449 -0.03447035 0.04480798 0.0423706 0.03690998 0.0384227 0.04042811 0.04439265 0.9458092325 0.95675 0.00213878964112723 "SVNP" 0.0316227766016838 100 0.5 6 9
0.60452956225 0.83599502775 0.63680100225 0.6736235475 0.295797506 0.263759222699 0.604457 0.833236 0.6344565 0.6712575 0.295266 0.263563 0.00773480727314691 0.0104178440738094 0.00979259866639885 0.00794929661081895 0.00710037672291371 0.00468400587566066 0.00292599160605 2.99069082499998e-06 0.0013264767282075 -0.00366068256345 6.8418279225e-05 0.0065100753736675 0.0024646 4.88865e-05 0.00151999 -0.003555595 -2.683375e-05 0.00706443 0.000994040157882525 0.0010490954613007 0.000956903978317524 0.00105468627551777 0.000999328437891226 0.000971260621685416 0.36736266775 0.318062518925 0.46625825875 0.22556212131025 0.40466858325 0.25045020675 0.3609215 0.3130365 0.459717 0.225144 0.398602 0.246621 0.00448839465693109 0.00680876796799319 0.00728188465707507 0.00482621565112631 0.00385140941713585 0.00150048391963941 -0.05662009 -0.06269548 -0.059508095 -0.0686617575 -0.062960645 -0.0548033225 0.0658557975 0.063894855 0.0605797825 0.05929823 0.06248544 0.0677557875 -0.04757838 -0.05363043 -0.048642585 -0.05775817 -0.05290332 -0.04523394 0.05489714 0.0534531149999999 0.052336325 0.048806095 0.05155261 0.059000275 -0.03786402 -0.04101212 -0.0385767 -0.04592064 -0.04058827 -0.03395476 0.04290966 0.04150329 0.04150178 0.03697003 0.03993846 0.04599847 0.9133683225 0.9256425 0.00409265245934783 "SVNP" 0.0316227766016838 100 0.5 7 9
0.63241125425 0.81414506 0.694959572 0.58614781325 0.45703021025 0.332846386025 0.629228 0.813584 0.6940375 0.5852945 0.456484 0.3326065 0.0071436364223742 0.0095350747311907 0.00877227903019787 0.00685503943982833 0.00839211284547541 0.00662586685038732 0.0040280232182625 0.0016354641706 -0.00137359535134925 -0.00232147437185 -0.00049487797365 0.005987564774975 0.00425109 0.001474545 -0.00182353 -0.001956815 -0.00126786 0.00613786 0.000958935417701273 0.00106051235218439 0.000970679159996298 0.00104902074765516 0.000938571663888297 0.00103137640239528 0.25685726075 0.36167291825 0.38147423875 0.2625099534 0.4348490905 0.34179635625 0.2526435 0.3556615 0.3768445 0.258559 0.4282945 0.336529 0.00264675157560066 0.00657369447020312 0.00603212675348112 0.00289822346404898 0.00535413536670249 0.00299693145470601 -0.055413235 -0.05993309 -0.0613179325 -0.06496599 -0.05980774 -0.0575791325 0.0640878325 0.0672293400000001 0.0591892725 0.060755545 0.0603864475 0.0682917225 -0.047751515 -0.05111186 -0.05231491 -0.056095515 -0.050548335 -0.04722104 0.055594145 0.05574447 0.0508068399999999 0.050341155 0.050676735 0.0577239 -0.03623771 -0.03977505 -0.04079404 -0.04386616 -0.03877494 -0.03623215 0.04389616 0.04447593 0.03890015 0.03839279 0.03959223 0.04658148 0.94047918 0.951421 0.00225165191930743 "SVNP" 0.0316227766016838 100 0.5 8 9
0.6191671215 0.69568279175 0.62831809675 0.65502813575 0.39146821675 0.14136426134025 0.6180955 0.692982 0.6275645 0.653609 0.391892 0.1391855 0.00657711368352562 0.010093739972397 0.00875153561431397 0.00815164182459547 0.00904735931935939 0.00409440113388566 0.0015798826154525 0.0021587316020075 0.000299542043575 -0.0003169992469675 0.00103958304022975 0.001901892798405 0.0013863 0.00173517 0.000181777 0.000297043 0.001082355 0.001845055 0.000983705526879944 0.0010187380268739 0.00104325316442188 0.000991317994543555 0.000969002970634324 0.00102787716075877 0.25727386535 0.48743085475 0.38824851525 0.284227839 0.48482474325 0.220155314 0.252949 0.477706 0.3833635 0.2823795 0.476527 0.217186 0.00327187685686687 0.00868436741413819 0.00578619011900352 0.00540714560310546 0.00622629277379528 0.00109792525182636 -0.058147115 -0.059640895 -0.06304019 -0.0627794875 -0.058424275 -0.061168475 0.062775985 0.065747785 0.0634094 0.060907195 0.0628413625 0.06500588 -0.050018505 -0.051020835 -0.05256664 -0.05343542 -0.05025151 -0.051251045 0.053523525 0.05647552 0.0530180999999999 0.05039026 0.05339196 0.055012475 -0.03851449 -0.03926658 -0.04110285 -0.04100075 -0.03852684 -0.03846212 0.04197917 0.04268666 0.04055566 0.0391161 0.04126122 0.04260077 0.944784997 0.958036 0.00242837644427556 "SVNP" 0.0316227766016838 100 0.5 9 9
0.56494453125 0.99630093325 0.5467927425 0.7658042075 0.34570203515 0.094486253205225 0.563018 0.993249 0.547053 0.762967 0.3439305 0.09500055 0.00571018400946939 0.00985465078566671 0.00816698935490642 0.00988134538411247 0.00825064403501054 0.00606937287759788 0.001471434248325 0.003317532101015 -0.002995590601245 0.000990699229075 -0.00132155142565 0.00555273445981 0.00103498 0.002505475 -0.003145245 0.000231448 -0.00110957 0.006191285 0.00100815697272938 0.000997400894829052 0.000954590574107324 0.00100305454011785 0.00102095561506096 0.00101864664881955 0.259343867 0.1876127613675 0.447370656 0.29002429971 0.497578529 0.39245326575 0.255507 0.1832515 0.440921 0.291016 0.4904175 0.387116 0.00203479101339916 0.00622897492972363 0.00578267065405218 0.0083851814800688 0.00587555569254429 0.00335464924972256 -0.06101832 -0.058046395 -0.06416764 -0.0602364025 -0.0622161325 -0.0590158875 0.0649280675 0.0663368175 0.0575761525 0.06166108 0.059942945 0.068962155 -0.050956005 -0.04855672 -0.05413126 -0.051044795 -0.053036835 -0.04736143 0.05434714 0.05591501 0.04794322 0.052985135 0.05126318 0.058139185 -0.03891004 -0.03644211 -0.04309567 -0.03989612 -0.04229535 -0.03511667 0.04183412 0.04465275 0.03550577 0.04258295 0.03983639 0.04476495 0.9134261045 0.925287 0.004173907271689 "SVNP" 0.0316227766016838 100 0.5 10 9
