"lambdaMainC[1]" "lambdaMainC[2]" "lambdaMainC[3]" "lambdaMainC[4]" "lambdaMainC[5]" "lambdaMainC[6]" "lambdaCrossC[1]" "lambdaCrossC[2]" "lambdaCrossC[3]" "lambdaCrossC[4]" "lambdaCrossC[5]" "lambdaCrossC[6]" "PsiC[1,2]" "theta[1]" "theta[2]" "theta[3]" "theta[4]" "theta[5]" "theta[6]" "parameter" "maxTree" "sumDiv" "warmupT1" "warmupT2" "sampleT1" "sampleT2" "prior" "sigma" "N" "cross" "iteration" "pos"
3802.36020018642 4042.41936559447 3610.19956596232 2851.72038295514 3830.23556699333 4134.28575505357 4306.99132194303 4293.05925981536 3647.62992514002 4230.05716656046 5057.23277303456 4277.98152105917 3840.27303907956 4440.98511246334 3967.88793544159 3345.70918857103 3091.61059672936 4483.15288605477 4175.82128106761 "n_eff" 4 0 4.568 4.593 4.383 5.253 "SVNP" 0.0316227766016838 100 0.5 1 9
0.999781839213959 0.999848375331285 0.999951381632278 1.0000924074143 1.00039120730479 1.00029330725387 0.999887390005673 0.999825574851327 0.999757629847718 1.00010561678103 1.00010933327169 0.999577272879669 1.00020830957111 0.999968512310805 1.00005789146505 1.00035873318322 0.999899884204263 0.999811911181144 0.999736439689279 "Rhat" 4 0 4.568 4.593 4.383 5.253 "SVNP" 0.0316227766016838 100 0.5 1 9
3619.25802886558 2642.89601447394 3270.63116513516 2784.16825372761 3392.88258256461 4441.80801379953 4655.80448687921 5104.51058053479 4461.47081042596 5301.57912174317 4241.83727150276 5411.98490099427 2309.20673741642 3374.0342318921 2851.96175625402 2772.85635726501 2455.88555190545 3663.15716433581 4836.55463008959 "n_eff" 4 0 5.432 5.331 6.685 5.186 "SVNP" 0.0316227766016838 100 0.5 2 9
0.999718818122306 0.999647711083534 1.00025011998442 1.00046953052372 0.999913582076669 1.00002578678123 0.999618530803565 0.999770263631656 0.999500688549444 0.999600663327777 0.999841153179805 0.99989362525027 1.00021369143385 1.00032977504561 0.999521949183181 0.999749990842786 1.00055479187365 0.999692916748617 1.00005699403154 "Rhat" 4 0 5.432 5.331 6.685 5.186 "SVNP" 0.0316227766016838 100 0.5 2 9
4166.47479191386 3452.6763766211 3158.2795419622 3417.89081507016 3794.74825077193 3518.99038313879 5256.05107597018 4654.0121861672 4387.89188101308 4689.23849861835 4833.69988966006 5529.67613867128 4319.35278489546 4408.72066956929 3267.57650515905 2809.82197980543 3315.59225649293 4460.92327798238 3773.76103753721 "n_eff" 5 0 5.076 5.369 5.626 6.602 "SVNP" 0.0316227766016838 100 0.5 3 9
0.99953935023843 0.999606672416468 0.999691503081624 0.99975531101181 0.999636917009131 0.999642450890831 0.999708582702262 1.0001308454166 0.999585839243171 0.999696018978121 0.999561383563822 0.999710816615649 1.00055415979128 0.999621509862129 0.999747014363383 0.999729462330686 0.999728226612095 0.99986227336774 1.0001287750925 "Rhat" 5 0 5.076 5.369 5.626 6.602 "SVNP" 0.0316227766016838 100 0.5 3 9
3490.57418532926 3466.69603135832 3374.40838022372 2863.4185315632 3070.31894812866 3795.40703955605 4137.6617238856 4328.65087445444 4613.68781079122 4744.95324059454 4510.90057437412 3582.34662804043 2540.84918767857 4561.3694021045 3624.07718275115 2886.8645074366 3223.41668923922 2869.81858625765 4301.10901562611 "n_eff" 5 0 5.396 3.81 6.439 3.757 "SVNP" 0.0316227766016838 100 0.5 4 9
1.00016760206039 0.999763619523695 1.00049452619644 1.00058366234517 1.00067656111115 1.000774079137 0.999541391531163 0.999909303145215 0.999933425993248 0.999858193691808 0.99985868195841 1.00022579863026 1.00012151530765 1.00006344398909 1.0010132648897 1.00012971826005 1.00047475901781 1.00106044921458 1.00006283259157 "Rhat" 5 0 5.396 3.81 6.439 3.757 "SVNP" 0.0316227766016838 100 0.5 4 9
3382.71341477842 3445.67072309902 3068.372029695 3090.12721215571 3811.67353148054 3596.4967891506 5488.95363289564 4066.53368850895 4924.72257514461 4738.68236171028 5156.32618252536 4618.91076033326 1978.67635883627 4256.73237535797 2790.86034902648 3509.94548054935 1982.7842216205 4042.58643272837 5449.03686427546 "n_eff" 5 1 4.418 6.797 4.289 7.014 "SVNP" 0.0316227766016838 100 0.5 5 9
0.999880038393826 0.999829721046015 0.999612640217055 0.99991756246421 0.999718496336354 1.00052148283884 0.999929365680112 0.999805395642736 0.999625475445832 1.00063539556142 1.00017812181524 0.999514560160368 1.00152502851536 0.999705460648578 0.99969101720358 0.999683388782438 1.00052397360107 0.999911901842002 0.999649133872737 "Rhat" 5 1 4.418 6.797 4.289 7.014 "SVNP" 0.0316227766016838 100 0.5 5 9
3425.39450469083 3044.60497052232 2497.8231985672 3089.95299667973 2807.49146723866 3468.69578098568 4414.92074811781 4322.10709941835 4090.70041899745 4318.32469277725 4003.46394326448 4245.58382630058 3381.56315718796 4000.91029833741 3512.75475027077 3321.4923339302 3441.56537870358 3698.06743059487 4005.8929944528 "n_eff" 4 0 5.212 5.503 4.875 5.147 "SVNP" 0.0316227766016838 100 0.5 6 9
1.00143420568157 1.00315585844751 1.00057834650627 1.00241493501565 1.00028356036682 1.00033285995378 1.00026366975357 0.999938306549453 0.999848220210995 0.999786573810265 1.00129552903711 0.999803976379971 0.999548357249071 1.00074330507552 1.00000829035424 1.00053844813308 1.00088789716491 1.00062821509037 1.00023256710148 "Rhat" 4 0 5.212 5.503 4.875 5.147 "SVNP" 0.0316227766016838 100 0.5 6 9
3952.64723152656 3853.53066876586 3537.80125034793 2605.020841739 3784.36627886114 3924.94362578779 4734.29603840815 5734.76372443779 4741.33340445042 4709.8217724751 4667.82210311096 4635.10206612378 2160.86840067422 4727.56940127106 3969.3149573781 4231.60535109377 1575.25675152008 4622.44664736495 5369.13819550589 "n_eff" 4 0 4.466 3.887 4.258 4.073 "SVNP" 0.0316227766016838 100 0.5 7 9
0.999689290904866 1.00000473263581 0.999712836918383 1.00046156523535 0.999711407036929 0.999932404332102 0.999606959436298 1.00020280865252 0.99973795720485 0.999578181484098 0.999731784841776 0.999579305652684 1.0008272159858 1.00025628693396 0.999791188336336 0.999705903824789 1.00087396103752 0.999785355973894 0.999722547853625 "Rhat" 4 0 4.466 3.887 4.258 4.073 "SVNP" 0.0316227766016838 100 0.5 7 9
2969.82494600581 2976.74854389216 3102.56993225898 3079.06649475363 3803.99220172724 3211.86691383155 4123.3096045064 4621.08855333641 3831.94349883312 4043.95375582369 4533.05787045044 4477.32796814932 3744.96961097921 3727.74828587832 2991.30912513587 3184.75158870631 4135.18223000162 3958.07113166378 4145.41730199254 "n_eff" 4 0 3.935 5.36 3.484 4.609 "SVNP" 0.0316227766016838 100 0.5 8 9
0.999912085313377 0.999771984930242 0.999650087757916 0.999809969587665 0.999824072522374 0.999743108681484 0.999641454198202 0.999835192588259 1.00011691407704 0.999827769183446 0.99967950513738 0.999891696303962 0.999715536771665 1.00021640662797 0.999513071242726 0.999501700807386 0.999833135049471 0.999969477908016 0.999740750065661 "Rhat" 4 0 3.935 5.36 3.484 4.609 "SVNP" 0.0316227766016838 100 0.5 8 9
3631.03321235363 3559.45437124857 3472.1628484079 3121.80836416221 3491.61532853376 3574.21990648637 4241.42040054677 4526.3633379044 3658.61557121505 4755.21943960522 4368.29820434787 4413.09332436546 3365.40798860343 3933.90932345698 4050.09516315105 3429.90037165483 2527.74943314094 4438.33984812649 4128.98875158689 "n_eff" 4 0 5.727 5.54 6.121 5.305 "SVNP" 0.0316227766016838 100 0.5 9 9
