"lambdaMainC[1]" "lambdaMainC[2]" "lambdaMainC[3]" "lambdaMainC[4]" "lambdaMainC[5]" "lambdaMainC[6]" "lambdaCrossC[1]" "lambdaCrossC[2]" "lambdaCrossC[3]" "lambdaCrossC[4]" "lambdaCrossC[5]" "lambdaCrossC[6]" "PsiC[1,2]" "theta[1]" "theta[2]" "theta[3]" "theta[4]" "theta[5]" "theta[6]" "parameter" "maxTree" "sumDiv" "warmupT1" "warmupT2" "sampleT1" "sampleT2" "prior" "sigma" "N" "cross" "iteration" "pos"
57.2719598050854 73.9120114013839 87.7210842258234 30.6887967176566 54.4306764943504 50.5613795623344 56.9584704231792 25.9598291211571 37.0955191133983 49.3837862412971 84.5665126012361 52.7568852265153 59.3033141653262 53.9862538459409 69.2592345092369 123.926797492553 200 50.7935498782269 28.2515553872106 "n_eff" 6 0 0.409 0.241 0.328 0.316 "SVNP" 0.316227766016838 100 0.2 2 2
1.00763719342584 0.996984101371997 1.00301365704221 0.988494100368397 1.00555949149514 1.02145690114161 0.99081942687015 0.98686580430017 1.00719927052353 0.993945038032158 1.00334154463424 1.02747608197085 1.01821596361597 1.03939670909731 1.0187259611928 0.99066796666587 0.980970280938354 1.01150693292798 1.06278451250455 "Rhat" 6 0 0.409 0.241 0.328 0.316 "SVNP" 0.316227766016838 100 0.2 2 2
56.0282798482349 27.1570594885623 73.919566450358 53.5959650388717 97.7091038317195 88.3003590505165 57.7386064124072 46.9055298373425 9.97125656441341 49.9921207163711 91.5444637875199 77.0694892840032 72.6664250863632 43.0202225837261 70.5347282820744 87.5596485972895 72.2310381384604 52.9562322179923 27.8708269824254 "n_eff" 6 0 0.347 0.414 0.301 0.38 "SVNP" 0.316227766016838 100 0.2 1 1
1.01840570059029 1.06636281945901 0.997098366284567 0.99289502886485 0.983030044786264 0.984247423717496 0.982179049976991 1.02167537202125 1.13540585844821 1.00954782479077 0.988569934554677 1.00215628247899 1.00309983188011 1.03909327390169 0.992242952308748 0.994504011439774 0.98667519416705 1.02301553461563 1.07484302984327 "Rhat" 6 0 0.347 0.414 0.301 0.38 "SVNP" 0.316227766016838 100 0.2 1 1
41.1047309606537 62.2467326556294 44.4054732536605 74.5820220317293 51.5711974440614 87.7004932062348 47.3903861461681 38.2924790064134 79.8468479597953 76.0186352057839 100.808938844119 57.3117049529219 68.1950917166531 88.1419007664847 22.6736667263256 144.904008337324 85.331918031955 53.3993577800947 54.3332714537327 "n_eff" 7 0 0.425 0.423 0.39 0.374 "SVNP" 0.316227766016838 100 0.5 1 5
1.01768878267878 0.989389612197984 1.01641765969039 1.00780831755193 0.985520124196102 0.991871035947641 1.00804522773103 1.02962636963836 0.991658226522203 0.991146680012043 0.994436925928042 0.98255088978559 0.983075124225029 0.998397096655959 1.04760652443665 0.999579921742955 0.996290303699483 1.02242626482971 1.01258073219372 "Rhat" 7 0 0.425 0.423 0.39 0.374 "SVNP" 0.316227766016838 100 0.5 1 5
12.1645759145499 29.787758792972 38.9222499532293 36.8584639299523 63.810378508071 55.8905758718984 66.4374691753942 26.0416347809789 31.8727101288736 58.4234029044663 65.2461891243818 53.828815513898 34.1745319311674 12.8012208576716 33.3903690657674 32.7623972595429 120.03302208427 6.53754362989759 167.907997776013 "n_eff" 7 0 0.816 0.924 0.779 0.841 "SVNP" 0.316227766016838 200 0.2 2 4
1.13712144804745 1.03792582132559 1.02093505496736 1.05597894350275 0.999013880439856 1.04089925965102 1.00595274437207 0.991382486434637 1.01885409317343 1.03847585284892 1.00291134182932 1.05685562551729 1.0169797187702 1.15986905837689 1.03890195228671 1.05547665101986 0.99856555970791 1.53656873129161 0.98086449305268 "Rhat" 7 0 0.816 0.924 0.779 0.841 "SVNP" 0.316227766016838 200 0.2 2 4
29.8371282387814 47.480229220041 52.2934579665596 45.6191228159286 20.9643107561492 38.3158674831391 63.8339899482709 35.3895121837874 41.4090480966787 31.2746018635974 9.18313817989216 31.3835685634959 52.4537751735508 93.6048180972679 10.1729948292626 105.618809624642 88.5945343774451 24.2711715536801 106.636469513236 "n_eff" 7 0 0.919 0.794 0.74 0.937 "SVNP" 0.316227766016838 200 0.2 1 3
1.06342582188453 0.988877911416397 0.997929527530293 1.01692683252668 1.08524906409959 1.05375189545874 1.01965166508482 1.05394643260471 1.05376567001012 1.02465903872609 1.07132005612193 1.03688715239543 1.00124895696796 0.998766203990955 1.14487206819818 1.03807355148674 0.989823082932232 1.11929925209015 1.02116189605908 "Rhat" 7 0 0.919 0.794 0.74 0.937 "SVNP" 0.316227766016838 200 0.2 1 3
66.9093204807427 20.7631703175202 64.6258649885169 7.68043226890167 27.9136649634479 162.579675895308 9.31626103567326 37.1050315038319 154.396445673717 34.1409046930338 19.6079080695111 21.5568618565081 24.3827975306492 115.186984594142 21.9356560885211 67.9299396102601 7.06989740531821 43.8300237057257 151.984709571615 "n_eff" 7 0 0.486 0.714 0.502 0.575 "SVNP" 0.316227766016838 100 0.5 2 6
1.07222802170895 1.03990137827049 1.01810698905706 1.33132846231105 1.13824151151669 0.982592321555096 1.23590227426152 1.02811070619128 0.985558530926958 1.10796442635016 1.08036914135807 1.15887272525173 1.12109307360608 0.99243710115564 0.995045146144546 1.01842776465114 1.26995768399961 1.03398049951355 0.989810060103531 "Rhat" 7 0 0.486 0.714 0.502 0.575 "SVNP" 0.316227766016838 100 0.5 2 6
107.17526321571 50.7853572118985 125.273519965311 105.411284401802 66.2381565322565 100.781646941584 93.3012428530307 90.5578801646219 114.779872791391 144.573575351726 180.671052425621 92.9741706395321 100.856468516671 65.3180282547014 25.1190101416932 82.6866622594657 55.8517089738032 32.8070168561059 127.867251570577 "n_eff" 7 0 0.425 0.422 0.319 0.331 "SVNP" 0.1 100 0.2 1 9
0.998684354620249 0.990604019097451 1.00411181740795 1.00351904570482 1.03704047997136 1.00575583189952 1.0101050658645 0.990274271715001 0.987377784922727 0.988772237783276 0.98908844846918 1.00382715265069 1.02145034800437 0.983107575718042 0.995409330505384 0.98831674125775 1.03335806570349 1.02397701281324 0.983626108678034 "Rhat" 7 0 0.425 0.422 0.319 0.331 "SVNP" 0.1 100 0.2 1 9
60.0369312010534 20.7349765716612 120.697285687058 46.0652406506883 114.568082955854 122.318897183498 68.4597800854797 43.9605657634694 58.7018088526395 27.264933052573 65.6445119547504 69.6553060122492 42.2553870930614 92.3508751149992 17.7116725420975 45.4495867457603 134.354523108461 23.3849054366983 54.9106977530706 "n_eff" 6 0 0.273 0.28 0.241 0.325 "SVNP" 0.1 100 0.2 2 10
1.03454467002637 1.04284882290761 0.981189806791595 1.00704182588559 0.989874718418702 0.991222540332468 1.00543723023796 1.08937301465384 1.00822597709362 1.10953399731312 1.00981772960291 0.986484604447952 1.07836447436895 1.00195994708062 1.04861695412312 1.03038491696267 0.982719604969716 1.07858530887361 1.03517070595407 "Rhat" 6 0 0.273 0.28 0.241 0.325 "SVNP" 0.1 100 0.2 2 10
53.7040050868838 48.12939161092 19.9571363413231 55.0025134212618 44.4823490989237 40.3012282030191 39.6840923983251 21.9357186966096 20.5557359635658 36.9292808516699 58.1195330580254 51.323998127245 28.1394013042221 74.4443055759563 31.0370978506301 150.67883352006 72.717089982588 44.2026385097288 82.3142708966635 "n_eff" 6 0 1.103 0.765 0.6 0.66 "SVNP" 0.316227766016838 200 0.5 1 7
1.02655176160044 1.00326244278518 1.14070757694562 1.02958351602649 1.05584808418917 1.07783415229407 1.04562195800998 1.0990483121433 1.15667201644324 1.0889810230097 1.01097834352842 1.03907143642587 1.08094692498602 1.00451767969666 1.04167500340435 1.00130267822167 1.05579001781852 1.02911220489858 1.01226149044673 "Rhat" 6 0 1.103 0.765 0.6 0.66 "SVNP" 0.316227766016838 200 0.5 1 7
20.1531594337772 30.6709931371376 46.6042052161235 17.812823970984 47.4170345873074 49.7727990508977 17.8926894176965 41.4160125655759 31.8696541624808 26.9427087208048 19.660049891432 45.5922729819305 58.8460852181839 53.4428200913716 85.4976392746679 35.6290685639341 74.5530222591386 56.131741570593 112.876684922047 "n_eff" 7 0 0.749 1.098 0.725 0.88 "SVNP" 0.316227766016838 200 0.5 2 8
1.09781469097063 1.06124126351223 0.992539346009461 1.05077801707506 1.02162284164947 1.01994788618774 1.09037499863332 1.00720734521102 1.02270873739117 0.988845205534188 1.02317689162638 1.02812737088637 1.02513594624983 1.01084087411952 0.988171574491533 1.0209364419099 1.0107811389188 1.04690064829819 1.02033438052309 "Rhat" 7 0 0.749 1.098 0.725 0.88 "SVNP" 0.316227766016838 200 0.5 2 8
73.6797229422853 90.2865460895121 38.7998636800683 40.7179201585483 118.274152507052 104.865170762573 35.7792122820367 106.942914175572 160.676278359275 64.7974059518358 128.014183059316 38.918527833285 4.87434127382888 64.5134862297699 73.9612988533543 75.8168213498902 61.5777891613537 70.3803892178954 80.1277301671829 "n_eff" 6 0 0.266 0.263 0.241 0.241 "SVNP" 0.1 100 0.5 1 13
0.986620594528729 1.00877205307967 1.03356789788264 1.03881669197089 1.00243294437137 0.983454452619396 1.0483255936347 0.999082196428829 0.98953811735917 0.99141577854609 0.990664778379001 1.0476029747545 1.33914139709591 1.00151589910462 0.986172404644623 0.985300333639214 0.983984320556267 0.983244147264934 0.986342212176709 "Rhat" 6 0 0.266 0.263 0.241 0.241 "SVNP" 0.1 100 0.5 1 13
28.7423022941231 10.805127128111 186.72605275294 40.2195794127969 7.7409881835121 176.006753283832 31.0394618367468 135.442629363798 144.438912766654 62.4892985536031 39.768302352452 161.547395345294 32.1838204739992 17.8360656058902 5.10126113200724 191.845900679173 98.0207310725232 7.45300788369497 109.19973460915 "n_eff" 7 0 0.671 0.688 0.796 0.683 "SVNP" 0.1 200 0.2 1 11
