"lambdaMainC[1]" "lambdaMainC[2]" "lambdaMainC[3]" "lambdaMainC[4]" "lambdaMainC[5]" "lambdaMainC[6]" "lambdaCrossC[1]" "lambdaCrossC[2]" "lambdaCrossC[3]" "lambdaCrossC[4]" "lambdaCrossC[5]" "lambdaCrossC[6]" "PsiC[1,2]" "theta[1]" "theta[2]" "theta[3]" "theta[4]" "theta[5]" "theta[6]" "parameter" "maxTree" "sumDiv" "warmupT1" "warmupT2" "sampleT1" "sampleT2" "prior" "scaleGlobal" "scaleLocal" "dfGlobal" "dfLocal" "nu" "scaleSlab" "N" "cross" "iteration"
1.00897122644437 1.00771967979008 1.01136729401162 1.00384990715329 1.00255390506643 1.00483409940477 1.00847309500308 1.00155130118614 1.01614532550588 1.00278159097065 1.00505693777629 1.00725248108397 1.00389631796627 1.00009231816753 0.999822117504126 1.00115515790792 1.0000431871499 1.0049487164756 1.00030024453587 "Rhat" 8 1 85.299 80.306 79.761 70.252 "RHSP" 1 0.1 1 1 1 5 200 0.5 1
414.039174173606 495.483486574069 267.8781470488 265.716487346263 207.179512505783 623.612718254618 231.107612286646 155.455824815001 477.109130665366 409.262951832908 392.131116722897 334.054726989766 380.562805812778 1921.7941178956 1669.0450837928 1092.36062608627 1027.03496676905 733.238502101976 1510.89672107823 "n_eff" 8 1 87.325 74.406 44.85 47.697 "RHSP" 1 0.1 1 1 1 5 200 0.5 2
1.0097087117596 1.00885521263032 1.00844393603492 1.01428014795224 1.01575141603226 1.00146635401784 1.01438561230233 1.01315539847452 1.00150070798149 1.00797593399345 1.00472236101178 1.0071530460821 1.00353397943161 1.00075723997854 0.999719518596016 1.00572278347491 1.0018599142408 1.00667840896845 0.99973032599039 "Rhat" 8 1 87.325 74.406 44.85 47.697 "RHSP" 1 0.1 1 1 1 5 200 0.5 2
721.177664424594 567.649847620157 289.448837061196 354.002375644278 1353.12449977514 1569.83890888396 423.966410377944 323.667569191417 458.279366868998 421.203175347652 367.892922051276 1150.68119629385 1221.56407379408 2911.25555639149 1761.12274028681 635.807386815639 1672.2788199467 469.076696566479 2118.39870950107 "n_eff" 9 4 66.341 87.293 67.45 86.951 "RHSP" 0.1 0.1 1 1 1 5 200 0.5 1
1.00053440961378 1.00077657104652 1.01295754771397 1.00955240109209 1.00275351427238 1.00295935156775 1.00452009285187 1.00418823899624 1.00320885400522 1.00737249708362 1.01130454553128 1.00124339404182 1.00369620746306 1.0002555972216 1.00055152551069 1.00733204067553 1.00144578448462 1.00335167886401 1.00232125806818 "Rhat" 9 4 66.341 87.293 67.45 86.951 "RHSP" 0.1 0.1 1 1 1 5 200 0.5 1
137.880289405269 124.336519387178 582.747212816338 159.744843176877 883.704114836739 891.057237984501 227.87365381754 344.752759908421 560.034112946594 97.9211582065011 92.1438240029183 1219.63028536138 1171.52920155807 2824.98777550832 2313.19236147238 1023.71670289557 3458.67987779307 916.192900130405 3015.47253529494 "n_eff" 9 0 74.726 77.514 70.147 91.553 "RHSP" 0.1 0.1 1 1 1 5 200 0.5 2
1.01158000513854 1.01664178554248 1.00035426065582 1.01327115274196 1.00127642039703 1.00158194066716 1.01144614487 0.999935893122736 1.00139431416277 1.01832490316779 1.01914752973288 1.00077240335292 1.00111439382313 0.999716570659072 1.00119017746788 1.00104982022225 1.00020610182398 1.00139390850617 1.0004139260433 "Rhat" 9 0 74.726 77.514 70.147 91.553 "RHSP" 0.1 0.1 1 1 1 5 200 0.5 2
361.676476256831 274.696168498621 498.755583838429 291.528701492537 1409.11084568214 1312.86971894392 439.594602807162 512.6041703892 549.920110787434 254.711532957623 227.179925120434 1309.29081351774 1243.67584133491 2653.30417623501 1863.85618100628 902.87409041173 2072.12898968837 1338.3903278378 2358.61187078917 "n_eff" 9 9 83.272 70.616 94.075 99.044 "RHSP" 0.1 1 1 1 1 5 200 0.5 1
1.00639199198261 1.00677404048372 1.00275015434214 1.00620322830323 1.00145547240012 1.0019893139545 1.00324728083914 1.00169578672067 1.00295188920857 1.00840561246396 1.00794304816513 1.00124910179262 1.00079896212959 1.00035867577482 0.999681529263981 1.00347303196339 1.00069224390525 1.00206062438597 0.999830900069291 "Rhat" 9 9 83.272 70.616 94.075 99.044 "RHSP" 0.1 1 1 1 1 5 200 0.5 1
82.1294220627222 123.169781179608 553.824513588289 114.188067483298 255.643016324452 393.848480305479 144.674204695549 849.565653340092 1026.12487892088 90.367048679417 93.4731854676905 694.903394812913 206.385845742729 3608.43189250116 1588.60399285709 2246.90710833924 212.29841670062 272.616921788937 1243.0783011152 "n_eff" 9 5 82.732 60.757 91.482 55.929 "RHSP" 0.1 1 1 1 1 5 200 0.5 2
0.999896966597115 1.00168372194536 1.00157142848293 1.00838094171623 1.00075890962223 0.999957421004877 1.00118288950244 1.00038449947962 1.00120728374224 1.01174930330548 1.00541192911331 1.00069862174927 1.00279554386121 0.999965209423868 1.00025255105115 1.00010865075798 1.00413891378073 1.00288891183197 1.00146199458921 "Rhat" 9 5 82.732 60.757 91.482 55.929 "RHSP" 0.1 1 1 1 1 5 200 0.5 2
863.763140296017 646.667053071796 761.160421792719 680.890599684748 1204.85857166128 1358.12763471027 616.577625438715 958.319207767308 960.801541810161 517.929308617177 396.703800050433 870.677937772739 1019.88356510049 2231.56470717276 824.496048676451 752.581916460992 2007.83352619998 452.152513305692 2095.66775615157 "n_eff" 8 9 63.433 88.886 73.912 77.656 "RHSP" 0.1 1 1 1 1 1 200 0.5 1
1.00199406720618 1.00152591143037 0.999651334477137 1.00210588899774 1.00223284190863 1.00260092265464 1.00053994701106 1.00114806075518 1.0040388314978 1.00405124158971 1.00716139537669 1.00151216711627 1.00318003783755 1.00130478998476 1.0018845978415 1.00158475196466 0.999935090174491 1.00056197763251 1.00054537929939 "Rhat" 8 9 63.433 88.886 73.912 77.656 "RHSP" 0.1 1 1 1 1 1 200 0.5 1
514.943407110374 394.815422086071 501.803998938537 358.725945817604 989.059753052138 1162.31650155173 472.487987910255 766.850008526587 764.143435412385 331.134764052315 336.822106254809 1176.74129647102 1634.39291742953 2487.70452154645 1194.23438701145 616.708495628466 2222.42665124867 838.7800425967 2764.31842104936 "n_eff" 9 8 72.59 88.901 88.922 80.836 "RHSP" 0.1 1 1 1 1 1 200 0.5 2
1.00307560918456 1.0059025005872 1.00654127041785 1.00176898952145 1.00104210979714 1.00166058486735 1.00107448176672 1.00432516919275 1.00201483160109 1.00063277457916 1.00074906229232 1.00174846669098 0.999926640601304 1.00026259941847 1.00220342125753 1.00686261253811 0.99989571060127 1.00351419249796 0.999594654894838 "Rhat" 9 8 72.59 88.901 88.922 80.836 "RHSP" 0.1 1 1 1 1 1 200 0.5 2
704.893098813444 642.649479046142 480.306850904462 297.936749769468 2125.89482702676 2020.76596420692 309.886268541679 868.302042334134 1052.10504090276 576.831996673913 500.910427984026 2476.8106177025 1324.2130977923 1657.72787570658 2163.71612645622 601.106185214274 1892.33168183687 1018.61956922759 2877.27283521784 "n_eff" 8 12 92.114 83.841 77.867 112.269 "RHSP" 0.1 0.1 1 1 1 1 200 0.5 1
1.0011095970897 1.00200589035316 1.00139122808895 1.00915986505273 1.00005940843264 0.999918144018051 1.00890215592848 1.00480576249174 1.00042456719986 1.01174940103872 1.01430868775118 0.999710682501063 1.00162086427084 1.00071782006537 0.999712324425681 1.00664029507533 1.00011831043018 1.00123242928776 1.00082705064726 "Rhat" 8 12 92.114 83.841 77.867 112.269 "RHSP" 0.1 0.1 1 1 1 1 200 0.5 1
512.511930269634 591.583418830111 522.771139022812 565.016957258972 756.786171936693 1572.65725553962 715.871297015263 475.762954197477 335.432584772282 696.004763005482 554.246190915879 1563.75310316289 1426.3707551326 1982.58588228316 2670.02082972616 1001.18909982686 1847.349446001 267.080371277851 1589.46861614036 "n_eff" 8 32 91.586 64.846 54.785 62.806 "RHSP" 0.1 0.1 1 1 1 1 200 0.5 2
1.00271158473718 1.00170728773309 1.00011974282931 1.00105307021348 1.00911318824444 1.0035562093585 1.00289147429751 1.00366007050795 1.00058171194128 1.00044753878854 1.00100805173269 1.00210161289461 1.00417825798381 1.00037366350583 0.999592779783582 1.00073090213635 1.00339975586313 1.01831177164234 1.00441627319967 "Rhat" 8 32 91.586 64.846 54.785 62.806 "RHSP" 0.1 0.1 1 1 1 1 200 0.5 2
699.022123993864 659.591646678918 681.316974167567 572.807040252276 1158.38232912059 1207.26631144169 665.813379843174 642.110120256848 755.801501977722 596.140381246243 565.140857001406 1300.58343798876 873.583518650616 2470.79518219912 2486.16034177391 1440.44895918209 2535.20455314089 930.565246591532 3624.60331697095 "n_eff" 8 15 93.134 99.394 123.748 85.686 "RHSP" 1 0.1 1 1 1 1 200 0.5 1
1.00099366424424 1.00202815683007 1.00078272360923 1.0077104266921 1.00534378967336 1.00608804232369 1.00098782718269 1.00024241826132 1.00170685177728 1.0109497744039 1.01013803110755 1.00397644764886 1.00798974893999 1.00117194702213 1.00238257161435 1.00258060689984 1.00001476928964 1.00674951246863 1.00015231739 "Rhat" 8 15 93.134 99.394 123.748 85.686 "RHSP" 1 0.1 1 1 1 1 200 0.5 1
666.415877770604 497.120763538623 625.148491701049 500.663931077043 1146.8979824055 1216.73184380707 592.01211183175 796.159913325103 1065.64180581354 500.137832363308 468.796443897383 975.710082278918 849.093195953447 2127.12297926981 1105.21780595789 1021.69697411322 2654.71544694871 1489.65293188383 3600.25653835855 "n_eff" 8 3 90.804 69.425 73.67 65.561 "RHSP" 1 0.1 1 1 1 1 200 0.5 2
1.00177520869293 1.0014245310421 1.0014805258745 1.00350845232155 1.00281704998705 1.00348845520584 1.00246164411591 1.0000450212012 1.00160715197083 1.00814826038137 1.00388909104804 1.00228978632949 1.00458315958363 0.999730383725464 0.999922652187804 1.00110578159519 0.999768118901009 1.00102782558709 0.999789976716504 "Rhat" 8 3 90.804 69.425 73.67 65.561 "RHSP" 1 0.1 1 1 1 1 200 0.5 2
792.404265218548 754.648012820472 454.200073686431 709.721061738673 762.431422452533 1192.99274757185 821.222212363468 813.788948234448 939.020581885 301.459294758559 467.614616863952 388.239040573052 477.76695585565 1604.00700143496 1140.21450703695 1043.15993234519 3090.39728593054 669.952275856952 2832.53782686454 "n_eff" 9 1 114.347 89.374 106.5 126.847 "RHSP" 1 1 1 1 1 1 200 0.5 1
1.00084833940097 1.00474932702071 1.0021060668354 1.00069989158224 1.0052428167277 1.00297801074913 0.999925147866977 1.00275539915307 1.00059514467419 1.00741858605188 1.00835808843347 1.0078594806668 1.00812314555887 1.00119470000146 1.006004097725 1.00585616709921 1.00022141774641 1.00503668160893 1.00006463045202 "Rhat" 9 1 114.347 89.374 106.5 126.847 "RHSP" 1 1 1 1 1 1 200 0.5 1
852.591839028965 832.226866375781 1179.56532438861 985.802692109512 1095.48515750844 954.779492883994 980.087785426849 1103.12463509281 1039.27094271594 885.672387347769 838.327562986643 1162.21724129526 1455.00670614442 2080.80670867327 1984.90979154992 2726.69299933985 3762.80743042259 2249.33514649778 3671.55318403691 "n_eff" 9 0 85.112 66.125 75.915 68.53 "RHSP" 1 1 1 1 1 1 200 0.5 2
1.00034577390904 1.00018226420753 1.00049321588456 1.00135670749242 1.00234350128863 1.00340422453624 1.00066255369068 1.00004797348644 1.00019849831357 1.00305815013455 1.00356492630856 1.00271468354369 1.00082093432954 0.999673864448157 1.0001586615684 0.999515871733645 0.999625415515701 1.00014706197751 0.999700457628735 "Rhat" 9 0 85.112 66.125 75.915 68.53 "RHSP" 1 1 1 1 1 1 200 0.5 2
734.700602940756 667.199231275782 368.700207090013 300.61915737416 586.361334348407 775.336302077608 346.540316459888 343.321751831837 498.734355326702 360.582614635615 289.039738693534 466.702930213854 680.949265740917 2323.11048294425 691.788049486723 776.648840620268 988.924838476446 545.801861523087 712.889829997903 "n_eff" 9 17 143.88 133.383 171.373 107.007 "RHSP" 1 1 1 1 1 5 200 0.5 1
1.00212351868512 1.00292424273601 1.00123603562305 1.00122222080505 1.0008817212226 0.999879475186788 1.00222198839452 1.0016009839922 1.00216945911531 1.00165430623481 1.00124179299224 1.00015277499433 1.00037916542661 0.999634524211325 1.00014915623887 1.00133986054284 1.00027784596087 1.00100781948802 1.00034836712962 "Rhat" 9 17 143.88 133.383 171.373 107.007 "RHSP" 1 1 1 1 1 5 200 0.5 1
253.209345002067 238.599105233552 364.592367820734 148.777055032489 738.62594569392 659.146325954731 248.471098075315 365.642337569246 401.516136052762 148.04104393474 152.757483202085 736.076654151875 431.462668590517 325.99940301452 991.251991349374 338.302313764846 1001.96904739058 1496.0004144638 680.910726863214 "n_eff" 10 93 96.59 101.817 115.298 73.947 "RHSP" 1 1 1 1 1 5 200 0.5 2
1.00611087805908 1.00275535292374 1.00747622759367 1.01022013180404 1.00259818394268 1.00827515579567 1.00585260660742 1.00655479533692 1.00352366345984 1.01052758614753 1.00657840367625 1.00400511395609 1.00531777855476 1.00585188337599 1.00719812247274 1.00463844293274 1.00186088414754 1.00066399853988 1.00249859920587 "Rhat" 10 93 96.59 101.817 115.298 73.947 "RHSP" 1 1 1 1 1 5 200 0.5 2
