"lambdaMainC[1]" "lambdaMainC[2]" "lambdaMainC[3]" "lambdaMainC[4]" "lambdaMainC[5]" "lambdaMainC[6]" "lambdaCrossC[1]" "lambdaCrossC[2]" "lambdaCrossC[3]" "lambdaCrossC[4]" "lambdaCrossC[5]" "lambdaCrossC[6]" "PsiC[1,2]" "theta[1]" "theta[2]" "theta[3]" "theta[4]" "theta[5]" "theta[6]" "parameter" "maxTree" "sumDiv" "warmupT1" "warmupT2" "sampleT1" "sampleT2" "prior" "sigma" "N" "cross" "iteration" "pos"
3147.2197442044 3722.67370951804 3357.39507365358 3630.02811274027 4005.21280996257 4913.75521814206 3293.49587143977 2856.30467407592 2657.83780657727 4189.30597081201 4013.50136330205 3876.52251314832 3581.98414303619 3615.94442989558 4188.28141024141 8996.96258541905 8595.42833403472 3044.09381196107 2980.56050501519 "n_eff" 7 0 30.33 30.491 66.505 73.381 "SVNP" 0.316227766016838 100 0.2 23 23
0.999905113859219 1.00001998520833 1.00016655829405 1.0000838847836 0.999945360281115 1.00017374052673 1.00001325481783 0.999753836241171 1.00053176086737 0.99984846050469 0.999840056697721 1.00009556509996 1.00024292589805 1.00031276991475 1.00030904027685 1.00004109324204 0.999898561716526 1.00032534759954 1.00013263008626 "Rhat" 7 0 30.33 30.491 66.505 73.381 "SVNP" 0.316227766016838 100 0.2 23 23
3006.68793781432 3298.50410101267 2767.2479247795 3562.72527475178 4198.27828903783 3972.77617305339 3853.00703234559 2213.78111532993 2408.67128820079 4089.91659158431 4045.86921023791 3871.31362134944 4235.48365406569 3138.55252612476 3547.45314968642 4210.50513398993 7167.22961262957 3112.90668242539 4926.95101518413 "n_eff" 7 0 34.472 32.599 80.134 56.324 "SVNP" 0.316227766016838 100 0.2 5 5
1.0004658766272 0.999829919202638 1.0007263418149 1.00046293974988 1.000279488161 1.00054968833483 1.00026244418254 1.001700537869 1.00223093612002 1.00002163439865 0.999981222255467 1.00016953060549 1.00043838567949 1.000147172752 1.00019338786902 1.00028064454134 1.00005420143446 1.00139478527619 1.00033221508477 "Rhat" 7 0 34.472 32.599 80.134 56.324 "SVNP" 0.316227766016838 100 0.2 5 5
2798.49643557044 2514.53143632361 3887.40245707573 2250.59923462227 3652.27769969817 4722.27702947387 2635.22221100815 2817.27231985397 3453.44258708594 4488.46358354404 4310.79518556689 4353.53282099478 2888.39202848438 1818.21515909855 3155.3429818177 1979.35418559882 3650.58895308678 2401.34698844375 6427.99516930174 "n_eff" 7 0 23.846 39.407 67.112 72.254 "SVNP" 0.316227766016838 100 0.2 21 21
1.00048915792579 0.999911735640709 1.00127730200904 1.00113542549541 1.00030554573339 1.00031386609431 1.00175972383149 1.00122605424248 0.99996716513577 1.00003441319585 1.00021255894732 1.00044083917588 1.00145086595826 1.00161116086907 1.00061866734022 1.00008009835427 1.00058590273581 1.00037973277603 1.00034620668817 "Rhat" 7 0 23.846 39.407 67.112 72.254 "SVNP" 0.316227766016838 100 0.2 21 21
3149.62001203144 2774.93350524944 4126.94123039385 3181.81883447182 4536.264473654 4600.13157639924 2835.28681533799 2618.11998069285 2512.50755834279 3454.46471594021 3503.37989851894 3963.35803980374 3269.64461902283 3347.65770124445 3283.97175965963 7087.65967025543 7204.83891562182 3276.64099906647 3767.63942872608 "n_eff" 7 0 29.833 27.722 63.792 81.325 "SVNP" 0.316227766016838 100 0.2 32 32
1.00042012765964 0.99981197530481 1.000601782627 0.999836335807546 1.000140014915 0.999834535152386 0.999862177431449 1.00051394578273 1.00035685000278 1.00098974039218 1.00033957256339 1.00102162443083 1.00012914646087 1.00088096120392 0.999932599786785 0.999880084915636 0.999998938146366 1.00065922916786 1.00012656984745 "Rhat" 7 0 29.833 27.722 63.792 81.325 "SVNP" 0.316227766016838 100 0.2 32 32
3275.32269268971 3645.70165432628 3782.87905134954 2042.94772436687 5420.04253613983 5346.63918199389 3406.2204645181 2458.00484087293 2380.34245883707 5088.56058962815 4741.38833562888 5025.812895809 4654.5390067166 2716.30526120927 3301.49024746249 4120.03670746494 7144.19184777638 1768.33883111824 1895.12315889391 "n_eff" 7 0 36.551 31.522 82.99 54.02 "SVNP" 0.316227766016838 100 0.2 31 31
1.00007788723615 1.0000988917131 1.00029594875798 1.00186138191175 0.999818406636377 0.999803328069892 1.00029830407232 1.00020537082467 1.00078135869714 0.999825255857803 0.999810518216714 0.999948499410622 1.00004596707147 1.0003229462504 1.00038112110663 1.00019464332056 1.0004462724513 1.00050671710504 1.00211502937639 "Rhat" 7 0 36.551 31.522 82.99 54.02 "SVNP" 0.316227766016838 100 0.2 31 31
4182.21292485359 3653.68526337969 4060.65546972688 3578.31437280747 5231.60660731556 4692.19231424996 3306.26949418012 2591.25714006228 2603.75695622688 3918.1820578692 4355.83319032098 4651.73329458025 2901.39651239778 4798.07584933957 3697.401639885 6854.96744126956 8543.33762634816 2815.52615668209 4473.16742982897 "n_eff" 6 0 36.614 37.398 68.002 63.468 "SVNP" 0.316227766016838 100 0.2 38 38
1.0000240107612 1.00023518656644 1.00049719332465 1.00046969735272 0.999936634689957 1.00052996459359 1.00049060128531 1.00079017099596 1.00003483106056 0.999891678038306 0.999965125322692 1.00026048988856 0.999875561449744 1.00025967520462 1.00067342248195 0.999879766431228 0.999998851285273 1.00060254398284 1.00082812420757 "Rhat" 6 0 36.614 37.398 68.002 63.468 "SVNP" 0.316227766016838 100 0.2 38 38
4059.99777676134 4343.85291494512 4307.24976340303 2133.96868262351 5398.90842838559 5525.84027461332 2998.38979880361 2513.13815682503 2649.64090938391 5092.22923587862 4835.95508344355 5359.18504246228 3901.5672762485 3440.84192687738 2221.42922264947 5364.00922531588 4090.94122724396 1894.61053951007 3016.61264326936 "n_eff" 6 0 32.545 32.486 72.365 73.947 "SVNP" 0.316227766016838 100 0.2 11 11
1.00163751119427 0.999906009327605 1.00032963085182 1.00275602181649 0.99984559923868 0.999893720905153 1.00062071809442 1.00052831285997 1.00059723882513 1.00067014615345 1.00090741783078 0.999896871859725 0.999955036479491 1.00189434332262 1.0026070879424 0.999943775698873 1.00062173537899 1.00149475226302 1.00086098875185 "Rhat" 6 0 32.545 32.486 72.365 73.947 "SVNP" 0.316227766016838 100 0.2 11 11
2455.00406786932 2689.37084913028 2644.9990465646 2424.70029434397 3963.23240337584 3683.3336648123 2117.66616745128 2269.46983796525 2101.60819983543 3357.72818824982 2836.86837421166 3779.91851479193 2173.60539574182 3476.31483754196 3302.02568420565 3135.68260371107 4415.50662791382 3996.17293543318 2280.71303230927 "n_eff" 7 0 32.628 31.723 76.141 72.649 "SVNP" 0.316227766016838 100 0.2 10 10
0.999920646105896 1.00034856044367 1.00053903731153 0.999891788747063 0.999794978220249 0.999779016603299 1.00016861236863 1.00086340755568 1.00024222073713 1.00008169601667 1.00029251995729 1.0001942989901 1.00039361408641 1.00063873116277 1.00004635579606 1.00019327002803 0.999862646083805 0.999988386698993 1.00071122280201 "Rhat" 7 0 32.628 31.723 76.141 72.649 "SVNP" 0.316227766016838 100 0.2 10 10
3297.20432433374 3206.29334948659 3125.13564995627 1785.97762167176 4327.4012220385 4649.55782985426 2174.62343463897 2354.8455131338 2702.06424190944 4141.42396935933 4957.42609147923 4195.45163571304 3597.07385182632 4938.77440981995 4251.69582702082 4543.33668583819 2120.01690851289 1050.22295188611 1723.4164292689 "n_eff" 6 1 34.499 28.736 79.791 69.702 "SVNP" 0.316227766016838 100 0.2 24 24
1.00027295246165 1.00020440582202 1.00020542834389 1.00030698319842 1.00053310625355 1.00003885324845 1.0002575835854 1.00000509502467 1.00077214542933 1.00037145042547 1.00008316027595 1.00009803115652 1.00048107759803 1.00010533929628 1.00000122070974 1.00060500369988 1.00011300489653 1.00190790730501 0.999962228510355 "Rhat" 6 1 34.499 28.736 79.791 69.702 "SVNP" 0.316227766016838 100 0.2 24 24
2919.61224577299 3200.5811630881 3591.6239651388 3457.26371055103 4345.5777207764 4095.51067924583 3096.09280837603 2598.66285368421 2551.10347247285 4405.69835557431 3677.65526655343 3339.55243699097 3016.82394085565 3276.70155537672 3581.62938651437 6776.45062861668 5185.28279833697 3027.18196665396 5355.89872131872 "n_eff" 7 0 29.162 33.461 69.948 82.766 "SVNP" 0.316227766016838 100 0.2 30 30
1.00030219330556 1.00152585640227 1.00059877175441 1.0010592430887 0.999897095195692 1.00023304317233 1.00055393835163 1.0000618497508 1.00038680041916 1.00013591258598 1.00032965060851 1.0002082233816 0.999805667175046 1.00039583228539 0.999844810132157 1.00005279293022 0.999992230496568 1.00140112097013 1.00018531461941 "Rhat" 7 0 29.162 33.461 69.948 82.766 "SVNP" 0.316227766016838 100 0.2 30 30
2595.30667341367 3273.70514560031 3238.19126087939 2554.74098382303 4060.09924309193 3996.50951265457 2995.06041561552 2463.50651787651 2481.45722275323 4193.89379479417 3239.77862094953 3952.03112693861 3773.43207624469 2529.58035210445 2370.13918722424 6789.64284777624 6152.5434216729 1916.90222185156 2823.77561074066 "n_eff" 7 0 36.887 35.037 47.868 93.252 "SVNP" 0.316227766016838 100 0.2 46 46
1.00149312655867 0.999822633659061 0.999830339772934 1.00069167187685 1.00024090826438 1.00077193213363 1.00018395860797 1.00059726443643 1.00081018117447 1.0004148306422 0.999960298808441 1.00095483197117 0.9998610838966 1.00165245917853 1.00184922454119 1.0001711227893 1.00038973624903 1.0029725606172 1.00023877208279 "Rhat" 7 0 36.887 35.037 47.868 93.252 "SVNP" 0.316227766016838 100 0.2 46 46
3266.08508006375 3484.58909670302 3885.63538203564 2709.17290778974 4806.57000495383 4872.54750806292 3220.1414867659 2428.58229264302 2480.32516648596 4452.67096856189 4288.14174076967 3999.0925681603 3965.94914243595 5190.99861954714 3521.77998141024 6196.80073298697 5386.42342109538 2039.25662437041 2456.59893207729 "n_eff" 7 0 31.176 34.025 84.556 67.127 "SVNP" 0.316227766016838 100 0.2 2 2
1.0009122665623 0.999861352214208 0.999764060093335 1.00163376914392 0.999850236146424 0.999838640551233 1.00074003055145 0.999795698060861 1.00011399638302 1.00017070843415 1.00071997990297 1.00110812518705 1.00088625138174 1.00069401097495 1.00013781043573 1.00055630410419 0.999930062266684 1.00111350995614 0.999930051123663 "Rhat" 7 0 31.176 34.025 84.556 67.127 "SVNP" 0.316227766016838 100 0.2 2 2
3406.33574687036 3987.56757883793 3814.15851374602 4130.85865709277 4153.33073784879 4235.92416189143 2845.08119536509 2324.74304553117 2508.63307934496 3595.89729123454 3655.34540248669 4309.68937534723 2169.59855127589 3389.61839593977 2649.08066809458 6080.68871959024 6266.01983271012 2803.1990049885 2645.99312569709 "n_eff" 7 0 26.442 28.773 80.278 84.082 "SVNP" 0.316227766016838 100 0.2 29 29
1.00028930561478 0.999807397565592 1.00051582955649 1.00024982570613 1.00055541129533 0.999793770230366 1.00028670435441 0.999828882624304 1.00023110499495 1.00024421964357 0.999901387256813 1.00016675599559 0.999803821292782 1.00009731036789 1.00036474095889 1.00015515272357 0.999873598426803 1.00062663116774 0.999974395792 "Rhat" 7 0 26.442 28.773 80.278 84.082 "SVNP" 0.316227766016838 100 0.2 29 29
