"lambdaMainC[1]" "lambdaMainC[2]" "lambdaMainC[3]" "lambdaMainC[4]" "lambdaMainC[5]" "lambdaMainC[6]" "lambdaCrossC[1]" "lambdaCrossC[2]" "lambdaCrossC[3]" "lambdaCrossC[4]" "lambdaCrossC[5]" "lambdaCrossC[6]" "PsiC[1,2]" "theta[1]" "theta[2]" "theta[3]" "theta[4]" "theta[5]" "theta[6]" "parameter" "maxTree" "sumDiv" "warmupT1" "warmupT2" "sampleT1" "sampleT2" "prior" "scaleGlobal" "scaleLocal" "dfGlobal" "dfLocal" "nu" "scaleSlab" "N" "cross" "iteration" "pos"
1486.21326856209 1628.21456120368 522.318196798001 124.347071346524 927.977656463371 803.779006920867 107.890530131182 474.696903746633 379.877000797581 1892.01666818121 2182.68033763795 1097.54265224267 290.436741339691 5124.13833799044 4351.8544348717 1742.57484122949 1199.36636720952 299.877907946059 1710.17548894404 "n_eff" 8 0 66.233 67.221 127.363 175.674 "RHSP" 0.1 0.1 1 1 1 0.1 200 0.5 1 1
1.00015014979094 0.999774089753293 1.00793563977563 1.01433940244706 1.00604105005862 1.00511033897721 1.01600498637934 1.00123159724764 1.00065353206739 1.00326894425407 1.00163534513328 1.00590171318392 1.0084099274626 0.999881871659484 1.0001794341642 1.00092855114707 1.00128424940082 1.01064884678899 1.0017566474973 "Rhat" 8 0 66.233 67.221 127.363 175.674 "RHSP" 0.1 0.1 1 1 1 0.1 200 0.5 1 1
636.634298009644 1255.53613115161 154.756459129124 64.7190188099203 249.235146268554 18.384848979056 51.0928914354429 647.034655918522 16.6386585639894 413.117467684291 833.638256428112 297.363858197703 85.1298572527472 1436.19190323451 184.956455664867 841.796855444395 277.563091863353 143.858900057805 461.935556834404 "n_eff" 6 791 26.928 32.142 36.343 38.742 "RHSP" 0.1 0.1 1 1 1 0.1 200 0.5 2 1
1.00052337281757 1.00153689436996 1.01855051760625 1.03564215985099 1.0106167993492 1.13523905133555 1.04885779911553 1.00117017964038 1.15594792207757 1.00083726521977 1.00041767743403 1.00608913466424 1.02732075355618 1.00368725505487 1.01384365927731 1.00292435841627 1.01069911644898 1.01759064074241 1.006094611119 "Rhat" 6 791 26.928 32.142 36.343 38.742 "RHSP" 0.1 0.1 1 1 1 0.1 200 0.5 2 1
951.037517163995 705.982414037854 1681.04127099843 908.408685100149 2174.02514519535 3307.67369471436 975.100199140043 1572.98365680017 2004.08933179888 900.015699902182 890.694755068682 2355.17146276873 2174.8619976804 920.130531063978 1207.35848292034 1157.31028215442 4395.43985743035 1359.56251193687 5833.14248587107 "n_eff" 8 1 43.7 74.956 90.063 96.582 "RHSP" 1 0.1 1 1 1 0.1 200 0.5 1 2
1.00057627572403 1.00253381193811 1.00067214092011 1.00225100205776 1.00008439721168 1.00002979004067 1.00126327959731 0.999861894565014 0.999944406226167 1.00078959256733 1.00376467945597 1.00014671833538 1.00045534012576 1.00606353578354 1.00320126645904 1.00132379426548 1.00024340730054 0.999880904911076 0.999871815777538 "Rhat" 8 1 43.7 74.956 90.063 96.582 "RHSP" 1 0.1 1 1 1 0.1 200 0.5 1 2
8.98295702047787 329.66064497777 4.24041888975624 75.9330414497231 15.8423008313982 10.4640532456626 12.9120087424097 7.30795415787779 6.15213816721135 23.1664741588821 829.102738668627 4.68724551888195 11.329255460976 107.329230171899 202.205510071083 4.95105689212437 47.1581921562032 8.52314534112334 183.182888378469 "n_eff" 8 358 61.63 61.187 89.294 110.675 "RHSP" 1 0.1 1 1 1 0.1 200 0.5 2 2
1.24437627356635 1.01814351983198 1.85365037036677 1.03677042791864 1.12081991450521 1.18758066713411 1.1404147785369 1.30189468513312 1.39506682753305 1.10597527001934 1.00418787027664 1.65058456927021 1.16720642420031 1.02774062378375 1.02159959234472 1.57990000679344 1.04397787719373 1.28483974190424 1.00069105399243 "Rhat" 8 358 61.63 61.187 89.294 110.675 "RHSP" 1 0.1 1 1 1 0.1 200 0.5 2 2
1586.0350973502 1609.32647142591 2616.86758134691 1481.39946046232 3041.64050490882 3032.81461671858 1625.57239466938 2223.59221581931 2286.87337144022 1547.51166627045 1525.79583927496 2745.63300601046 3840.41415195123 6365.46390458404 6722.28273110356 1955.98945965266 6142.87067560735 4815.63494621996 5243.2610264352 "n_eff" 8 6 69.289 51.119 213.48 82.877 "RHSP" 1 1 1 1 1 0.1 200 0.5 1 4
1.00011199473893 1.00025815182475 1.00131719461507 1.00132085590005 1.00051869654448 1.00044032609014 1.00027302227332 1.00082390100371 1.00073654438002 1.00144108535762 1.00162287175396 1.00042970656815 1.00050266028736 1.00000295133825 0.999775922124232 1.00205046046426 1.00005118771887 1.00056780485542 1.00047178821524 "Rhat" 8 6 69.289 51.119 213.48 82.877 "RHSP" 1 1 1 1 1 0.1 200 0.5 1 4
1017.91608825788 1022.32073552269 1643.16073748922 721.555240034545 1439.48318708818 993.827769568359 1196.14439630503 1489.31899335777 1369.52360647646 939.880582277268 1002.5753370106 1187.76197178237 1653.72913207931 1897.50560437682 2436.63172038568 2586.38025008682 4446.2540287103 2459.38132595108 842.785452922553 "n_eff" 8 15 49.669 51.511 79.409 100.98 "RHSP" 1 1 1 1 1 0.1 200 0.5 2 4
1.00131806273532 1.00048797651852 0.999866181817426 1.00056518419071 1.0032335760547 1.00399285757989 1.00112401445571 0.999856742242102 0.999844368563907 1.00092680065315 1.0008563102201 1.00404755060367 1.00131236374328 1.00012038398777 0.999894538088548 1.0022699092321 1.00091154240298 1.00043976323942 1.00298274922557 "Rhat" 8 15 49.669 51.511 79.409 100.98 "RHSP" 1 1 1 1 1 0.1 200 0.5 2 4
22.9732575332827 18.0368971794015 142.390916607097 160.176084218388 37.810257024767 31.0817813966742 45.2558796117535 47.6046914551685 35.5703227507913 29.8965246440826 20.5116332329741 39.319782127106 63.890692944756 663.396942198512 848.666220985313 1134.71429637173 1402.04009937608 2320.96109375338 539.755811549324 "n_eff" 8 28 79.263 95.222 177.151 160.375 "RHSP" 1 0.1 1 1 1 1 200 0.5 1 6
1.03252285467992 1.03793416796641 1.00642531161468 1.00813771526061 1.01835403605081 1.02029405758136 1.01452045334682 1.01809724904854 1.02314971672754 1.02315797832707 1.03245560535101 1.01681335099447 1.00963176109131 1.00098166016724 1.00057705795438 1.00468011395764 1.00122853658587 0.999904488135151 1.00395573993766 "Rhat" 8 28 79.263 95.222 177.151 160.375 "RHSP" 1 0.1 1 1 1 1 200 0.5 1 6
707.536137049546 292.735028633525 1049.8105577593 477.100713194835 1948.8079289591 1758.9547753148 521.988949349499 768.777550930471 882.740711155382 675.284229711656 291.266454982781 2318.98154829274 1233.04728416949 4664.50750207905 668.054586504782 1890.79072228312 2554.23057970249 1313.005346161 2145.92304495302 "n_eff" 8 6 92.665 62.144 134.672 125.034 "RHSP" 1 0.1 1 1 1 1 200 0.5 2 6
1.00482928141746 1.00794575961998 1.00395656467205 1.00066309709684 0.999943964066303 1.00021934342305 1.00525574899115 1.00452607462564 1.00446237006934 1.00021436033294 1.00427486351309 0.99990674869128 1.00139670121965 1.00016430278976 1.00596735679028 1.00039191630983 1.00048903373055 1.00043287185241 1.00034893932569 "Rhat" 8 6 92.665 62.144 134.672 125.034 "RHSP" 1 0.1 1 1 1 1 200 0.5 2 6
1309.83205703347 1107.40242149466 1638.28803790735 1065.36797257984 2495.01935477132 2747.27816238657 1165.44721715516 1979.59475611758 2184.654294554 1259.76342839503 1390.7556790893 2519.22651976406 2542.32552573656 5692.91848674937 5356.0526262727 2575.41361693472 4198.53487724334 2436.2451581548 6776.77419145179 "n_eff" 10 1 74.604 71.679 191.04 182.02 "RHSP" 0.1 1 1 1 1 1 200 0.5 1 7
1.00425668125847 1.00327760420687 1.00070379146368 1.00048825637353 1.00007299876267 1.00007891940276 1.0033177864011 1.0000304450182 0.999902171190448 1.00069965507957 1.0003443294776 0.999927581392873 1.00003462369317 0.999944435190411 0.999841770621572 1.00184307374369 1.00001485056204 1.00113065999956 0.999968000989068 "Rhat" 10 1 74.604 71.679 191.04 182.02 "RHSP" 0.1 1 1 1 1 1 200 0.5 1 7
1854.7828966696 1200.2327233267 1645.90351482769 1109.94885071725 2061.49294689055 1985.23897909171 1074.04147198489 1257.96303643881 1558.01108346257 2218.88352104572 2006.66474630224 1965.61518962683 2147.49662485997 7621.85387939118 2960.8061212901 5676.83892395304 6211.68771147643 1835.02687028673 3141.48645036713 "n_eff" 8 1 71.208 58.473 157.544 152.165 "RHSP" 0.1 1 1 1 1 1 200 0.5 2 7
1.00007312496569 1.00123824438113 1.00002569972533 1.00167939041551 0.999953910254104 0.999914000893757 1.0005695231935 1.00257688504128 1.00187348081837 1.0005168762574 1.00030573185611 0.99988391305287 1.00000512898648 1.0001131973071 0.999995988865427 0.999933633497011 1.00049701308155 1.00079076287124 0.999963958627196 "Rhat" 8 1 71.208 58.473 157.544 152.165 "RHSP" 0.1 1 1 1 1 1 200 0.5 2 7
461.497841455301 305.07924136928 356.044598413444 604.813874882418 1400.56116176621 2449.12346219868 436.98226919936 302.939980349622 1960.80998136784 273.868712654046 436.490484524965 1064.80602149013 704.861480973991 4250.20557330473 1201.59994700118 2104.06363896221 3923.88731524909 379.206712105374 6966.23860750765 "n_eff" 8 59 71.446 62.687 172.173 153.038 "RHSP" 0.1 1 1 1 1 0.1 200 0.5 1 3
