"mainEstMean_1" "mainEstMean_2" "mainEstMean_3" "mainEstMean_4" "mainEstMean_5" "mainEstMean_6" "mainEstMed_1" "mainEstMed_2" "mainEstMed_3" "mainEstMed_4" "mainEstMed_5" "mainEstMed_6" "mainEstVar_1" "mainEstVar_2" "mainEstVar_3" "mainEstVar_4" "mainEstVar_5" "mainEstVar_6" "crossEstMean_1" "crossEstMean_2" "crossEstMean_3" "crossEstMean_4" "crossEstMean_5" "crossEstMean_6" "crossEstMed_1" "crossEstMed_2" "crossEstMed_3" "crossEstMed_4" "crossEstMed_5" "crossEstMed_6" "crossEstVar_1" "crossEstVar_2" "crossEstVar_3" "crossEstVar_4" "crossEstVar_5" "crossEstVar_6" "thetaEstMean_1" "thetaEstMean_2" "thetaEstMean_3" "thetaEstMean_4" "thetaEstMean_5" "thetaEstMean_6" "thetaEstMed_1" "thetaEstMed_2" "thetaEstMed_3" "thetaEstMed_4" "thetaEstMed_5" "thetaEstMed_6" "thetaEstVar_1" "thetaEstVar_2" "thetaEstVar_3" "thetaEstVar_4" "thetaEstVar_5" "thetaEstVar_6" "2.5%_1" "2.5%_2" "2.5%_3" "2.5%_4" "2.5%_5" "2.5%_6" "97.5%_1" "97.5%_2" "97.5%_3" "97.5%_4" "97.5%_5" "97.5%_6" "5%_1" "5%_2" "5%_3" "5%_4" "5%_5" "5%_6" "95%_1" "95%_2" "95%_3" "95%_4" "95%_5" "95%_6" "10%_1" "10%_2" "10%_3" "10%_4" "10%_5" "10%_6" "90%_1" "90%_2" "90%_3" "90%_4" "90%_5" "90%_6" "corrEstMean" "corrEstMed" "corrEstVar" "prior" "scaleGlobal" "scaleLocal" "dfGlobal" "dfLocal" "nu" "scaleSlab" "N" "cross" "iteration" "pos"
0.59336506819625 0.8238797264875 0.46189453259075 0.153167184669612 -0.046138266751625 -0.034817335045 0.5844705 0.8229115 0.4892015 0.09935715 -0.312266 -0.1330655 0.0105118574722736 0.0128360739268422 0.037469361660024 0.0269550652164745 0.291543019635615 0.065056078882466 0.53755016571408 0.0154925109932963 -0.000192725252852113 0.0367902278833094 0.043429399881827 0.0491296379858642 0.5693245 0.00104397 -0.0002042935 0.00764416 0.008355815 -0.001053405 0.0396247475309841 0.0371203429707532 0.0164028458489711 0.0138207333550757 0.0138154757757219 0.0861690241565792 0.30610286045 0.3432482463625 0.3993691401625 0.3390792434375 0.211553885004962 0.2750841972375 0.304857 0.342648 0.397699 0.33942 0.215502 0.2745275 0.00207237966920605 0.00411387201801622 0.00346228123186379 0.00263570853210846 0.00868394920229357 0.00127364090209339 -0.00231162875 -0.35339955 -0.234408525 -0.1653312 -0.128301325 -0.3919519 0.841744 0.419019674999999 0.202853775 0.323334075 0.342455325 0.635738475 0.0022269595 -0.23096545 -0.1595303 -0.10880325 -0.084449835 -0.33430825 0.78371275 0.278421999999999 0.1185035 0.2543849 0.27047065 0.49982805 0.3174804 -0.1241094 -0.09194628 -0.06078999 -0.04678545 -0.2718246 0.7261295 0.1643337 0.07098053 0.1816828 0.1861611 0.4038738 -0.016274006088375 -0.2564615 0.412223431164264 "RHSP" 0.1 0.1 1 1 1 0.1 200 0.5 1 1
0.48760064525 0.713249991875 0.65339434125 0.590008521775 0.36749481748625 0.25165813606525 0.486718 0.710013 0.654985 0.611097 0.3657545 0.217477 0.00447438215189089 0.00495027943479366 0.00587845727942673 0.0146952591141593 0.00654607260982493 0.0214638436199907 0.0293758972823754 0.00586718982584321 -0.0449561915640124 0.0026153002721206 0.000985538472295575 0.00993602663789464 0.000177444 5.309445e-05 -0.000790896 4.547825e-05 -6.332885e-05 0.000406536 0.0116760571903036 0.00295992318883483 0.0191573124286759 0.00226211588315993 0.00204146244163419 0.00335242923483629 0.290202158875 0.276389957625 0.31263450325 0.2701183132125 0.352392717625 0.35589611225 0.2877415 0.2738295 0.311067 0.272259 0.352349 0.352725 0.00122644521806114 0.00210614476667841 0.00220898676548067 0.0030554706119481 0.00247545390484049 0.00148176265014467 -0.0840517 -0.0793929575 -0.557392 -0.0965763475 -0.0874726475 -0.075395865 0.412918 0.14026565 0.0519813574999999 0.118259549999999 0.105329075 0.194891675 -0.0557382 -0.047922615 -0.5060736 -0.057364145 -0.05740375 -0.044892865 0.3329971 0.0825313999999999 0.03171363 0.0716453799999998 0.06262287 0.10090245 -0.03321728 -0.02161237 -0.1170937 -0.02511782 -0.02898568 -0.02189906 0.122085 0.04021751 0.01593716 0.03220738 0.02988565 0.04966797 0.88609598675 0.903461 0.00730894951808183 "RHSP" 0.1 0.1 1 1 1 0.1 200 0.5 2 1
0.530985386395 0.6243207991065 0.1788505891268 0.162584349580075 0.29721173761925 0.115144436543975 0.5213985 0.6543395 0.205316 0.130201 0.5124585 0.186237 0.0337727165225694 0.048394719690303 0.105246220549743 0.0186391669145954 0.278007429490138 0.0409680337729891 0.345184367839775 -0.0192658484455006 0.0603077629521 0.0652932349346087 0.125690684459375 0.245921404090375 0.3582555 -0.003171325 0.0471508 0.0080198 0.0693869 0.410236 0.0256564489077543 0.0830642124462346 0.015095745685385 0.0617134055525594 0.0460807949347311 0.22018977040158 0.3052627742775 0.2674732802375 0.3771781671625 0.341683122375 0.293405657212862 0.26771317165 0.307864 0.271174 0.38469 0.340093 0.304277 0.266232 0.00403594012597077 0.00484698646949277 0.00750586458312913 0.00183173916344333 0.00861131993120191 0.000905610062332108 -0.0152069825 -0.696441675 -0.192977825 -0.34885155 -0.18605645 -0.780968025 0.639933125 0.570493349999999 0.306105825 0.669669624999999 0.677929025 0.896781975 0.038205515 -0.502339 -0.13074045 -0.2615845 -0.1251899 -0.63329475 0.57271795 0.46748995 0.26210485 0.546328099999999 0.56855795 0.805912 0.1501373 -0.3348541 -0.06186255 -0.1782875 -0.06591589 -0.487427 0.5109138 0.309803600000001 0.2152235 0.4090549 0.4142559 0.7104892 0.22041521151075 0.500234 0.369276972892356 "RHSP" 1 0.1 1 1 1 0.1 200 0.5 1 2
0.5053368086695 0.69650942524625 0.163484273371625 0.148199543501087 -0.30525373532 -0.169970606245375 0.487003 0.7133935 0.355087 0.120548 -0.5248165 -0.240161 0.0171709300701011 0.0191022256064691 0.230023315104491 0.0154461270655206 0.297857622393125 0.0781797700399601 0.5618109341325 -0.030421111038875 -0.0672044895365653 0.115452827381181 0.0830285100861475 -0.30982225480925 0.5531715 0.00030338 -0.0228643 0.09193225 0.046603 -0.233191 0.0210871820692793 0.079937699928893 0.0284949285610457 0.0168663126746658 0.0215850463996343 0.375489541705912 0.28861320475 0.3063679986375 0.327482621525 0.278507015625 0.20142931231277 0.288071654875 0.28212 0.3113595 0.3472345 0.285008 0.199783 0.286399 0.00135682242936825 0.00287550859281298 0.00739909518022894 0.00174745930632792 0.00849752409046586 0.00112062349538769 0.262230925 -0.512983 -0.388388 -0.0758400125 -0.12826415 -1.48204 0.835126 0.588022875 0.25956755 0.40781855 0.49422645 0.55194655 0.3575851 -0.477333 -0.362333 -0.047627355 -0.088469845 -1.46038 0.798517 0.467881 0.192267099999999 0.3329497 0.38085545 0.486722349999999 0.4143784 -0.445896 -0.333945 -0.02213317 -0.04670304 -1.41451 0.75657 0.3001248 0.1058684 0.279824 0.2736156 0.4018427 -0.344833840598625 -0.5460125 0.308670349349295 "RHSP" 1 0.1 1 1 1 0.1 200 0.5 2 2
0.475063316799375 0.672342301502875 0.320823382766275 0.226810189469573 -0.048949213882625 -0.03915593545655 0.494842 0.706965 0.346893 0.16364 -0.205909 -0.148259 0.0314540163619561 0.0641616095707813 0.189150638706645 0.0410831101911443 0.176062629802414 0.104070146174022 0.5189959182305 0.0445914012360887 0.04526043285225 0.178759878932414 0.2458281166288 0.0189365839486125 0.5465825 0.0291511 0.0369163 0.1376155 0.180132 -0.141564 0.0417953936508255 0.0870935022737353 0.0546780208404668 0.0408329399953894 0.0735825705546246 0.318600320684654 0.2942108865 0.456784110875 0.252805967249125 0.282643735675 0.375897221625 0.335197655875 0.292974 0.4557915 0.259083 0.281916 0.3769785 0.3344625 0.00202115512324277 0.00577478728895345 0.00713401559905838 0.0023212837238542 0.00328035278933167 0.00187533163218948 0.021765805 -0.608315075 -0.485268175 -0.1121629 -0.11885965 -0.8807879 0.886549875 0.595346149999999 0.465947875 0.644574625 0.87957065 0.96535825 0.11699435 -0.4711868 -0.3458792 -0.07111784 -0.072095165 -0.72383825 0.7908896 0.49211265 0.39999205 0.5479649 0.75684225 0.827975599999999 0.2344652 -0.3051492 -0.2262819 -0.03094774 -0.02469803 -0.5975936 0.7097585 0.4016068 0.3196393 0.4583014 0.6318503 0.7113563 -0.0467952146146 -0.033933 0.280255180390838 "RHSP" 1 1 1 1 1 0.1 200 0.5 1 4
0.4989322543405 0.74478500431375 0.412069442808375 0.152685768884925 -0.047516615808 -0.033375419497625 0.500444 0.7511135 0.4294075 0.108476 -0.373943 -0.1880775 0.017509633220653 0.0346098905980891 0.0558776323491638 0.022232828039895 0.352313225386191 0.101705183522174 0.5239542639875 0.0400985287353125 -0.00459961422524138 0.126559409709875 0.18020848452036 0.0698068615886875 0.530707 0.01456765 0.000179328 0.09258735 0.128804 -0.0182991 0.0177552253133952 0.10233981512275 0.0316385339328928 0.0289734736335315 0.0502401430269765 0.147865441128166 0.325852208 0.45034282725 0.3854815215 0.293661491 0.211845887584387 0.322691415625 0.322098 0.447966 0.384168 0.291908 0.2174295 0.3223675 0.00210533335304512 0.00583009146093627 0.00338444954670388 0.00197947737329608 0.00664521863755833 0.00171528738043694 0.20047995 -0.627345925 -0.3714167 -0.1154419 -0.117947225 -0.512955175 0.78003175 0.722230274999999 0.3715761 0.555072775 0.767420499999999 0.684342425 0.3115807 -0.4707014 -0.2906098 -0.08393535 -0.074754715 -0.43586095 0.7083854 0.589226599999999 0.291926899999999 0.453539499999999 0.6403644 0.613210849999999 0.3969021 -0.3137219 -0.2048811 -0.04517455 -0.03370775 -0.3741834 0.6527312 0.4245527 0.2021999 0.3532355 0.4792252 0.5382013 -0.0827950161118125 -0.1033805 0.20576349322414 "RHSP" 1 1 1 1 1 0.1 200 0.5 2 4
0.46148096254375 0.9319895636375 0.264349772922625 0.20702957301525 0.232044412815 0.14563794062 0.4150345 0.8178065 0.302129 0.179847 0.5303335 0.3114325 0.0374225455051703 0.224813371030638 0.0861738424238648 0.0238722762104548 0.414469589469362 0.176942797874268 0.5005850232335 -0.0500144371719662 -0.0778326421968375 0.081184359017703 0.197166937348745 0.254700223480169 0.4835425 -0.0011141 -0.0157173 0.01030275 0.0258813 0.4073985 0.0443778115947877 0.0991047505696743 0.0542910430966263 0.0513104722230803 0.248066557895132 0.21370520257647 0.31172543 0.3416306624375 0.381879622875 0.2524621148375 0.315635784875 0.2893713874125 0.3110655 0.3431435 0.3818635 0.253339 0.320411 0.291647 0.00157405529219187 0.0081219670683087 0.00339275159576262 0.00150907257312971 0.00602369114440736 0.001822346642976 0.069313345 -0.917423 -0.725785 -0.2111822 -0.310311825 -0.936617 1.02377925 0.536985274999999 0.2904299 0.720807925 1.91268075 0.8895909 0.19205185 -0.765588 -0.6553726 -0.14469835 -0.20837745 -0.73729 0.8989916 0.33937135 0.1762659 0.65798825 1.58954 0.76074805 0.2823081 -0.4181027 -0.3750437 -0.09015164 -0.1119617 -0.4265054 0.7734628 0.2001382 0.0956667900000001 0.4038757 0.723694900000001 0.6664627 0.224203520960625 0.539526 0.426509070816471 "RHSP" 1 0.1 1 1 1 1 200 0.5 1 6
0.43493039586375 0.717282814495375 0.335565115090375 0.177583272931087 0.14873851531125 0.05207212538625 0.437607 0.6976765 0.3347505 0.1244245 0.4466425 0.1798885 0.0132118873488133 0.0597088296626427 0.0614269807808732 0.0299676213871401 0.289382066318085 0.0693781713053795 0.590487296862 0.0343504707837629 0.00120590470900067 0.0863039223309997 0.140546279020696 0.155123401924962 0.5856495 0.00568727 -0.002185035 0.04724235 0.03126305 0.3370835 0.0319992986875486 0.0674250364808684 0.0183901585648962 0.0176381379709465 0.0927912674140634 0.184665834689286 0.3383251755 0.28516582511875 0.31522642206125 0.293434310175 0.274038035325 0.311095389125 0.335453 0.290112 0.319405 0.29453 0.2822605 0.3096835 0.00171893904795894 0.00589232125562306 0.00492712409794781 0.00278226835533529 0.00771841192104595 0.00136865025921111 0.1487352 -0.496658175 -0.281095325 -0.086511355 -0.2533163 -0.68003645 0.99110195 0.705823825 0.35836695 0.437575875 1.00872675 0.7725008 0.3210001 -0.3419448 -0.18864345 -0.055769265 -0.183503 -0.5688741 0.8968043 0.498335699999998 0.22737675 0.37155905 0.749341349999999 0.6745742 0.4288339 -0.1767562 -0.1215529 -0.02846172 -0.1191377 -0.4484639 0.7774699 0.288746 0.1141236 0.2710766 0.5490193 0.5886242 0.02556984328985 0.224363 0.308606619640177 "RHSP" 1 0.1 1 1 1 1 200 0.5 2 6
0.487099681679125 0.586014352326775 0.180579880359463 0.2174043026763 -0.01552669505425 0.01318021102325 0.477722 0.6184325 0.247964 0.1404365 -0.228164 0.0219439 0.0364736856034576 0.0704207286966449 0.12817222122305 0.0494923307766425 0.437596445611315 0.0309241914599838 0.555806848351075 -0.0868841021627325 0.0237657650481998 0.162556159344579 0.187309559496613 0.0738703034898375 0.570308 -0.02068295 0.0224664 0.1065285 0.1165165 0.034066 0.0531244487158305 0.159436991823278 0.0122048807272159 0.0649392225042004 0.0600960968136486 0.216271862791061 0.309693343875 0.393995465375 0.392170271725 0.25004264491 0.271920078944125 0.318029106625 0.309214 0.390957 0.3967695 0.2497735 0.2811495 0.3159705 0.00208327856228991 0.0039731990400203 0.00589046586406535 0.00233558758174987 0.0123578500097783 0.00114865775503639 -0.0173787275 -1.069163 -0.245593 -0.18692805 -0.10920605 -0.719298075 1.021202 0.67024705 0.237045125 0.785998275 0.80763815 0.858889675 0.0754725250000001 -0.80921535 -0.17043835 -0.13816725 -0.067345865 -0.58710475 0.881165 0.5137082 0.18152825 0.63369725 0.6602478 0.71961705 0.3154326 -0.5699377 -0.08843368 -0.08192327 -0.02873946 -0.469052 0.7574549 0.2841429 0.1391571 0.492759 0.5233764 0.6007743 -0.127481105691575 -0.210539 0.289382981500389 "RHSP" 0.1 1 1 1 1 1 200 0.5 1 7
0.407586194680625 0.89866627312625 0.399040174701037 0.194640546608856 0.06320978873625 0.030533488228625 0.415742 0.8659135 0.4224485 0.1517565 0.4243505 0.09971065 0.0158559995733091 0.156975103512061 0.043888966496855 0.0279957494492416 0.46008043388795 0.057648849552415 0.53291223955351 0.0390506252927744 -0.00507240117755375 0.0878790808779636 0.199496322430351 0.132488135899875 0.543092 0.006576135 -0.0004220235 0.05498015 0.08369895 0.1136095 0.0484325758028362 0.111013081050041 0.0196324786079236 0.019253234832068 0.189534838132981 0.079876261501983 0.304470774375 0.30735619283125 0.422668588 0.294839554875 0.224018892481725 0.3671364193625 0.302756 0.3135215 0.4201105 0.2930295 0.228731 0.3654235 0.00133680869305035 0.0103286984573947 0.00304958334980023 0.00189292191622577 0.010352525039289 0.00177983557100645 -0.00130832275 -0.606137875 -0.28648945 -0.126107 -0.492225875 -0.356849375 0.962500925 0.879986849999998 0.271416675 0.421688425 1.2457115 0.6620545 0.10781055 -0.41433605 -0.19880545 -0.08143469 -0.3588825 -0.2841014 0.86633435 0.57847705 0.1811887 0.3461992 0.9846085 0.5586457 0.2937929 -0.2363018 -0.1322641 -0.04353404 -0.2210928 -0.2009466 0.7697163 0.3400014 0.110398 0.2679279 0.7422806 0.4684891 0.009609020441625 0.2674 0.471814453573168 "RHSP" 0.1 1 1 1 1 1 200 0.5 2 7
