"","biasMain_1","biasMain_2","biasMain_3","biasMain_4","biasMain_5","biasMain_6","biasCross_1","biasCross_2","biasCross_3","biasCross_4","biasCross_5","biasCross_6","biasFactCorr_1","biasFactCorr_2","biasFactCorr_3","biasFactCorr_4","biasFactCorr_5","biasFactCorr_6","biasTheta_1","biasTheta_2","biasTheta_3","biasTheta_4","biasTheta_5","biasTheta_6","prior","sigma","N","iteration"
"1",0.0707373905,0.0829784335,0.38017940575,0.75946171475,0.220132461,0.148126675852175,0.800078122895018,1.84338293225e-05,0.0002383975293125,5.818739574e-05,2.1162424825e-06,0.799893707990873,0.50068768675,0.50068768675,0.50068768675,0.50068768675,0.50068768675,0.50068768675,0.05244344125,0.00859414800000002,0.39080379725,0.00483806910000001,0.18002612375,0.05519553525,"SVNP",0.01,200,1
"2",0.0613252685,0.0654120005,0.3945673075,0.79017449425,0.238804527075,0.122473050535,0.800367358162673,0.0003737002793,2.69825005375e-05,0.00015060094456,4.709569842e-05,0.80008776705695,1.4659364185,1.4659364185,1.4659364185,1.4659364185,1.4659364185,1.4659364185,0.00512470600000003,0.05791134075,0.3736475775,0.0567611725,0.2074852555,0.11981782575,"SVNP",0.01,200,2
"3",0.05833870925,0.1276816465,0.478662349,0.67531586275,0.14637799775,0.081531989455,0.799979956581595,4.1458903455e-05,5.88039107874999e-06,1.99954458475e-05,5.53590968e-06,0.799766394465053,0.50041592275,0.50041592275,0.50041592275,0.50041592275,0.50041592275,0.50041592275,0.00651763299999997,0.0462240405,0.27788029525,0.04912304125,0.19921225375,0.06309480625,"SVNP",0.01,200,3
"4",0.040853667,0.0424501935,0.4784255175,0.86826214525,0.2003942578,0.08760531101125,0.799893762985675,0.0002236778783825,9.480295762e-05,0.0002335859880575,3.31697610005e-05,0.800063290697258,0.499711815,0.499711815,0.499711815,0.499711815,0.499711815,0.499711815,0.05505671475,0.03005605075,0.398919116,0.074045139875,0.1291532425,0.01071743475,"SVNP",0.01,200,4
"5",0.065427778,0.0344766025,0.5285481785,0.90024090275,0.1908723725,0.079143010825,0.80021787012761,0.0001654573553325,2.78665306875e-05,0.00014610675420525,0.000192959824105,0.800161750790375,1.478877663,1.478877663,1.478877663,1.478877663,1.478877663,1.478877663,0.027169938,0.03337520175,0.60342720625,0.13317571498,0.161888307,0.01542596175,"SVNP",0.01,200,5
"6",0.0147826945,0.0840350135,0.45411594975,0.7794599775,0.14154688,0.102241053737975,0.799977739831873,0.0004246423736475,2.42293996125e-05,0.00011689404901,0.000103303508165,0.799837702409793,0.476164258,0.476164258,0.476164258,0.476164258,0.476164258,0.476164258,0.02099961575,0.09218334075,0.34323339,0.0754153872925,0.16327577575,0.02663192325,"SVNP",0.01,200,6
"7",0.01368131325,0.04577272175,0.534521321,0.72398156525,0.10838236525,0.00853111207500001,0.800214774799817,8.72555826975e-05,6.418667460225e-05,0.0001120400200375,0.000106667166401,0.7998421921336,0.50004268525,0.50004268525,0.50004268525,0.50004268525,0.50004268525,0.50004268525,0.00172563149999999,0.04203810725,0.35002182775,0.0467350245,0.07456011675,0.05115843475,"SVNP",0.01,200,7
"8",0.00056587575,0.031272716,0.39066250725,0.89239087625,0.27556420755,0.072565675325,0.79997957803934,8.81509722950002e-06,1.9043192525e-05,0.00013721782078975,3.666807809e-05,0.800181688787711,0.5003046515,0.5003046515,0.5003046515,0.5003046515,0.5003046515,0.5003046515,0.010235876,0.025655967,0.43333629575,0.1314744214335,0.20283725675,0.0447386765,"SVNP",0.01,200,8
"9",0.04546220375,0.0948959942499999,0.350931901,0.72021558075,0.233759262,0.1661693219425,0.799997284414933,9.3217570337e-05,0.000253092425805,5.627800487925e-05,4.702892691e-05,0.799752774427558,0.50017604975,0.50017604975,0.50017604975,0.50017604975,0.50017604975,0.50017604975,0.05047143275,0.0025115355,0.46977042425,0.049817293675,0.2677388085,0.0816944275,"SVNP",0.01,200,9
"10",0.01300783225,0.01203505525,0.510806738,0.79483129625,0.21006050175,0.056826418375,0.800140804132038,4.4537521925e-06,3.238032818675e-05,0.0001384140214465,0.000215806799428725,0.799941254700248,0.49974447775,0.49974447775,0.49974447775,0.49974447775,0.49974447775,0.49974447775,0.02393419875,0.03882500475,0.46628456375,0.00198264662499997,0.1471171345,0.08596252175,"SVNP",0.01,200,10
