"mainEstMean_1" "mainEstMean_2" "mainEstMean_3" "mainEstMean_4" "mainEstMean_5" "mainEstMean_6" "crossEstMean_1" "crossEstMean_2" "crossEstMean_3" "crossEstMean_4" "crossEstMean_5" "crossEstMean_6" "thetaEstMean_1" "thetaEstMean_2" "thetaEstMean_3" "thetaEstMean_4" "thetaEstMean_5" "thetaEstMean_6" "25%_1" "25%_2" "25%_3" "25%_4" "25%_5" "25%_6" "75%_1" "75%_2" "75%_3" "75%_4" "75%_5" "75%_6" "2.5%_1" "2.5%_2" "2.5%_3" "2.5%_4" "2.5%_5" "2.5%_6" "97.5%_1" "97.5%_2" "97.5%_3" "97.5%_4" "97.5%_5" "97.5%_6" "corrEstMean" "prior" "sigma" "N" "cross" "iteration"
0.53208861 0.71813735 0.65614605 0.60538854 0.36155298 0.21288003 -0.00216757331 0.00133273603 -0.00340173772 -0.00320229404 -0.0034696713 0.00752728552 0.33382543 0.32089982 0.3611864 0.30892901 0.38360063 0.28284142 -0.0233088 -0.0217261 -0.029589375 -0.0244479 -0.0248252 -0.018849725 0.01462035 0.0231678 0.020065025 0.015468925 0.019379325 0.0334041 -0.0635975825 -0.05163925 -0.0644626525 -0.05944097 -0.06140049 -0.0602593225 0.0626701175 0.05472439 0.059368275 0.05424822 0.0541390725 0.0740816775 0.903256 "SVNP" 0.0316227766016838 200 0.5 3
0.37086904 0.71527683 0.60789493 0.60769766 0.32512941 0.156629383 0.005063335692 0.004064955132 -0.0046735299 -0.000996045905 0.00526555562 0.005116562333 0.36321728 0.44938535 0.46460341 0.30103447 0.55094455 0.27876648 -0.01805755 -0.0116948 -0.033633075 -0.02731495 -0.013978075 -0.014528 0.027398975 0.021801525 0.0209109 0.022803025 0.0215318 0.023331075 -0.05344336 -0.0490693425 -0.0643091075 -0.0655692875 -0.046466995 -0.0538207475 0.06068387 0.047607275 0.056296005 0.0545932475 0.0666611875 0.063216885 0.93151323 "SVNP" 0.0316227766016838 200 0.5 4
0.47413419 0.60630567 0.56793286 0.51804057 0.35969565 0.145641278 -0.000832854652 0.003037820663 -0.00510347184 -0.002861114929 7.3764475e-05 0.0023687822 0.27500156 0.40978753 0.31875002 0.26944957 0.33750365 0.32099957 -0.01785005 -0.019138 -0.027077025 -0.024021775 -0.0174393 -0.02080495 0.019286875 0.01869235 0.016126425 0.02049685 0.0212981 0.0295547 -0.0613497675 -0.0523362175 -0.0764152725 -0.05699401 -0.0636393575 -0.074658115 0.0510762125 0.0648853925 0.0530113725 0.062250215 0.0454427775 0.0615296699999999 0.93790584 "SVNP" 0.0316227766016838 200 0.5 5
0.53486783 0.72107276 0.28351646 0.33827142 0.37336965 0.28003596 0.01565586727 0.004654616 -0.01014021256 -0.00587974985 0.000882922725 0.02526604329 0.2785637 0.28240027 0.33696012 0.23837643 0.42287909 0.3189775 -0.0021767225 -0.020683125 -0.0305307 -0.0256428 -0.01486575 -0.00035296525 0.031054875 0.027121875 0.0099262725 0.01094585 0.0183923 0.0458058 -0.03871593 -0.07638615 -0.0549633525 -0.056650055 -0.05501728 -0.0186435075 0.0741830225 0.07108353 0.0480681174999999 0.0473615925 0.0655815375 0.0783819849999999 0.76813527 "SVNP" 0.0316227766016838 200 0.2 1
0.57496063 0.64265446 0.30636584 0.256178685 0.4635242 0.1707576539 0.02083861157 -0.00033118953 -0.0146219025 0.002798223 -0.00856927895 0.014146519129 0.28704739 0.45530621 0.3497753 0.3291971 0.37316076 0.37488343 -0.003678685 -0.022976875 -0.033509125 -0.02323645 -0.0235679 -0.008884185 0.042497125 0.022813725 0.0038275125 0.028952775 0.00956742 0.03443615 -0.04409429 -0.07195444 -0.073344825 -0.063610055 -0.0594515975 -0.0430328025 0.0794949725 0.0750063749999999 0.041430495 0.05865406 0.0482823599999998 0.076280995 0.77642482 "SVNP" 0.0316227766016838 200 0.2 2
0.45612216 0.62269723 0.29406361 0.241300074 0.49074277 0.35141006 0.03199689313 -0.00755703195 -0.00980590194 0.00318412859 -0.0011257893 0.01865382455 0.32572777 0.35895157 0.28913511 0.3626752 0.34800689 0.27626319 0.013290625 -0.02878025 -0.026631475 -0.017796375 -0.018754425 -0.00535124 0.05152305 0.013006475 0.009389875 0.02281045 0.01608855 0.0393713 -0.035198585 -0.0747997475 -0.07225821 -0.0635058475 -0.0567188325 -0.03355331 0.089287585 0.0602411299999999 0.039821755 0.0752939724999999 0.05460731 0.0822193424999999 0.60110568 "SVNP" 0.0316227766016838 200 0.2 3
0.58293569 0.90737116 0.35777339 0.21307493 0.50181504 0.27611275 0.02945822002 -0.00312519382 -0.0124668358 -0.00046177529 -0.01236356313 0.02883835218 0.33929036 0.233340226 0.33710149 0.31283264 0.29760211 0.347106 0.00689876 -0.02428885 -0.040391025 -0.019592875 -0.029862675 0.0082365775 0.051570625 0.01478865 0.01298795 0.01879445 0.0052210325 0.047466375 -0.0390770475 -0.051198505 -0.07295088 -0.0571247825 -0.0627039775 -0.013059475 0.1005749475 0.0550369225 0.039636435 0.05795575 0.041312085 0.0795346474999999 0.5888127 "SVNP" 0.0316227766016838 200 0.2 4
0.41395237 0.83531796 0.38891925 0.220162328 0.48523077 0.29562578 0.02856667325 -0.00572813507 -0.003561780205 -0.01073099667 -0.00166995234 0.02794462854 0.33354639 0.198259337 0.33637664 0.32423891 0.319719402 0.26907568 0.004085215 -0.031024525 -0.0251456 -0.038066375 -0.02273575 0.00717616 0.05275275 0.0182581 0.01566475 0.011067675 0.01878205 0.05189725 -0.0358117225 -0.06686488 -0.0566030475 -0.0675837775 -0.056210185 -0.0338800425 0.0969010375 0.0501980724999999 0.0588079175 0.0530953449999999 0.0522529149999999 0.0953740649999998 0.57499173 "SVNP" 0.0316227766016838 200 0.2 5
0.72072849 0.691375625 0.3333379136 0.227914625 0.331626383 0.282989038 0.370267405 -0.0091644208 -0.00311366674 -0.080437783 0.0537017911 0.398207075 0.210693355 0.41278957 0.32605035 0.29408929 0.37548562 0.29415347 0.29272975 -0.13453475 -0.11389625 -0.242757 -0.09001175 0.30842175 0.468321 0.13807375 0.114115 0.0399746 0.17229725 0.52768425 0.0623029425 -0.4312637 -0.29777095 -0.542196225 -0.301209575 -0.140027125 0.5708764 0.254844525 0.2165669 0.6519555 0.559177424999999 0.68951745 0.3765795064 "SVNP" 0.316227766016838 200 0.5 1
0.44695572 0.82964916 0.343055528 0.1435779744 0.1389612 0.05101489677 0.43836302 0.0100522939 0.0880923235 0.09899778865 0.1214072876 0.1815984866 0.34466824 0.25456743 0.26846708 0.29691855 0.2128413428 0.29603319 0.37006775 -0.1523205 0.0444344 -0.0036839975 -0.2361165 -0.22314575 0.51735425 0.19671575 0.14684825 0.19444 0.484904 0.515253 0.225736675 -0.45259195 -0.117168275 -0.18676435 -0.618892225 -0.45773435 0.652218775 0.461471925 0.223286625 0.3427085 0.6800097 0.737643725 -0.029092653 "SVNP" 0.316227766016838 200 0.5 2
0.455485982 0.696927358 0.321899546 0.1959639059 -0.018913841 0.005049568 0.5450859213 0.00384249935 -0.00872106729 0.159252869663 0.2177138911 0.102677209 0.29806461 0.36888461 0.2816703 0.28980751 0.235361724 0.41453013 0.507693 -0.25605075 -0.1283025 0.06636825 0.075513625 -0.36716075 0.65482925 0.24341225 0.102472 0.2375975 0.352237 0.5620585 0.03791172825 -0.54879355 -0.250402575 -0.0812881375 -0.13270725 -0.514386925 0.798453625 0.6617853 0.261851074999999 0.4855011 0.673857874999999 0.8078327 -0.02057609104 "SVNP" 0.316227766016838 200 0.5 3
0.486295053 0.761204182 0.3481798017 0.2637858566 -0.186231756 -0.1909092027 0.466896526 0.14941436904 0.01818378584 0.1617943242 0.2226242344 -0.173187539 0.29769306 0.40558347 0.37849213 0.286177831 0.3431057773 0.30387024 0.385215 -0.02674675 -0.129339 0.0818746 0.0830185 -0.44578275 0.6065555 0.39886725 0.19972675 0.24170675 0.37172175 -0.051850325 -0.212960215 -0.448296575 -0.3225354 -0.1016298625 -0.15156155 -0.726911275 0.7915034 0.662120125 0.4146621 0.477155475 0.633223224999999 0.7706054 -0.095306797 "SVNP" 0.316227766016838 200 0.5 4
0.489914372 0.691380258 0.406300044 0.213850904 0.126074442 0.0608756756 0.548681377 0.0794804507 0.0422504444 0.1562619505 0.21881627528 0.194882561 0.37510086 0.29416829 0.30241626 0.32198979 0.232965424 0.38039371 0.48444475 -0.147763 -0.04684285 0.0357892 0.0194368 -0.166169 0.619015 0.390485 0.1435815 0.278237 0.40138325 0.51813375 0.189 -0.740427875 -0.285009125 -0.103127025 -0.162246 -0.415347025 0.7546751 0.73634635 0.262822675 0.45044485 0.6367116 0.7354512 0.150803944 "SVNP" 0.316227766016838 200 0.5 5
0.55727694 0.71646963 0.304610222 0.11881902447 0.177952832 0.159427454 0.26817643 0.1028946283 0.0235643306 0.06464532584 0.1827307431 0.1563687695 0.30111649 0.41740232 0.32946549 0.2786227 0.48618369 0.25915042 0.218324 -0.061987925 -0.0937682 -0.086338225 0.036222975 0.034005625 0.32957375 0.25154125 0.155377 0.20895625 0.33640675 0.29363825 0.0950178025 -0.366306925 -0.365036875 -0.326125575 -0.18722255 -0.240263775 0.418212725 0.461156875 0.39468835 0.44286475 0.572535425 0.4396779 0.1372324473 "SVNP" 0.316227766016838 200 0.2 1
0.36955379 0.90143946 0.290114698 0.1303153517 0.47209969 0.219222349 0.177494125 -0.0098552836 0.05997499446 0.1173613454 0.0301462518 0.21305513223 0.38658292 0.168578872 0.28740909 0.29669915 0.239313135 0.3037584 0.12924125 -0.1738125 -0.022971225 0.02418605 -0.224337 0.13149975 0.228706 0.15889225 0.1470165 0.194275 0.26671375 0.3233955 0.03935824 -0.42247425 -0.172413475 -0.115076125 -0.526034125 -0.11967365 0.3158825 0.4622021 0.298221025 0.35365995 0.631483574999999 0.473638575 0.1835512833 "SVNP" 0.316227766016838 200 0.2 2
0.479690973 0.83827637 0.2770413223 0.1125481495 0.094446493 0.0337612976 0.225554568 0.0319631414 -0.024030812 0.0579020271 0.0989259509 0.079810257 0.27667237 0.234156922 0.40483507 0.29885121 0.371743484 0.28404616 0.191379 -0.13252975 -0.20734575 -0.0376631 -0.0422 -0.10340125 0.30422575 0.21763975 0.1791615 0.176988 0.26705525 0.262898 -0.165411675 -0.49106545 -0.5869958 -0.28899055 -0.319428975 -0.391249025 0.42558515 0.50588035 0.543259474999999 0.338104425 0.48816045 0.531416 0.0495177972 "SVNP" 0.316227766016838 200 0.2 3
0.58494536 0.740974544 0.1929351179 0.18452711514 0.1434894375 0.095883216 0.226453869 -0.0812288114 -0.05277687368 0.0408717424 0.0776455482 0.0980697262 0.33071693 0.37914902 0.31574917 0.32964642 0.343676857 0.28888483 0.11575925 -0.311372 -0.16357625 -0.1288815 -0.09774265 -0.05180435 0.3692455 0.12623575 0.07573435 0.17928975 0.207784 0.28056225 -0.227135575 -0.60464375 -0.399704125 -0.39715815 -0.400716325 -0.40993155 0.606111275 0.327126775 0.213745575 0.537711125 0.637810075 0.49644045 0.194060662 "SVNP" 0.316227766016838 200 0.2 4
0.5893487 0.753650102 0.295788161 0.2155987198 0.150222425 -0.1245346998 0.2571268527 -0.0516144615 -0.0838130707 0.0220735549 0.0412039554 -0.003067172 0.29868075 0.35773177 0.26274581 0.3168022 0.42670585 0.290409702 0.1249795 -0.2493785 -0.27113775 -0.13864975 -0.09560385 -0.17765975 0.40833475 0.18856575 0.113222 0.1661805 0.19491525 0.22110875 -0.373511825 -0.830153875 -0.6518787 -0.303691575 -0.292746025 -0.515128025 0.707048375 0.456706424999999 0.462906799999998 0.37487815 0.383226875 0.494942475 0.020134603 "SVNP" 0.316227766016838 200 0.2 5
0.42286345 0.62688839 0.63563136 0.422778181 0.17478118934 0.059717943 0.0529352831 0.058874377019 0.0169100259 0.0103864593 0.0234520891 0.01419756678 0.26596612 0.52140869 0.38203227 0.32271559 0.36380641 0.33105093 -0.04516345 -0.008552205 -0.05496945 -0.058758725 -0.04020555 -0.06807615 0.1284665 0.12514525 0.0951936 0.06306475 0.0915493 0.0870604 -0.1343524 -0.1171574 -0.1789002 -0.155606525 -0.15347875 -0.173587375 0.2578102 0.2870249 0.2409457 0.20786825 0.16383415 0.225589775 0.78178613 "SVNP" 0.1 100 0.5 1
0.53593005 0.58555606 0.57464964 0.151154004 0.39499405 0.49197882 0.2691995 0.0401711492 -0.07740463547 -0.1107497275 0.0296008323 0.1283882742 0.161441988 0.32506692 0.36845622 0.38088794 0.36849275 0.1348620345 0.2264055 -0.01347785 -0.12728825 -0.16074225 -0.02057935 0.0712928 0.30256425 0.099781025 -0.023805025 -0.074861825 0.067966925 0.18673925 0.153288925 -0.095172735 -0.214728675 -0.246275425 -0.1047016175 -0.03627222 0.386061175 0.17066575 0.0551382949999997 0.103118375 0.195838525 0.26867555 0.342787947 "SVNP" 0.1 100 0.5 2
0.58742994 0.76681036 0.398366108 0.2344088583 0.38030669 0.2832004218 0.2535999028 0.00988140646 -0.03680558902 0.0122956623 -0.03305308223 0.19563544443 0.31640667 0.35368746 0.38710255 0.32626156 0.339309798 0.25702381 0.21547725 -0.0404937 -0.1049745 -0.043640875 -0.10302375 0.127247 0.33917675 0.059072675 0.020972875 0.063762925 0.047895425 0.28179225 -0.0548777875 -0.184044525 -0.2245213 -0.1281693 -0.224660475 -0.230279925 0.4283377 0.1844312 0.129533675 0.163832375 0.155258225 0.42027335 0.476118552 "SVNP" 0.1 100 0.5 3
0.57210066 0.67920194 0.47035508 0.66678868 0.301806788 0.1983843695 0.0180587183 -0.02649362441 -0.0120490977 0.0063405508 -0.0198648846 0.0286810008 0.31573092 0.4843452 0.37609429 0.1613394917 0.43041507 0.39911933 -0.050139575 -0.0781175 -0.07233085 -0.073751375 -0.06668625 -0.03597895 0.086097375 0.02826955 0.048447975 0.091311725 0.02542975 0.07353665 -0.17976275 -0.2222081 -0.1851328 -0.2213131 -0.18567715 -0.1358873 0.166698825 0.1705637 0.1658282 0.190273425 0.159500725 0.22762595 0.89190107 "SVNP" 0.1 100 0.5 4
0.58459114 0.8851467 0.59275563 0.500695244 0.3728172354 0.22867801352 0.120187283 -0.0319413457 -0.027876926925 0.020143073222 -0.03569909486 0.08396852396 0.30321981 0.258425966 0.37852839 0.40353334 0.379991452 0.41851096 0.017025025 -0.083672725 -0.0751156 -0.0565372 -0.092028625 0.00803444 0.23324675 0.03004295 0.027170625 0.09270525 0.026768475 0.167617 -0.12446555 -0.237124325 -0.19714665 -0.134512 -0.225672575 -0.149577975 0.35801875 0.154740475 0.12645535 0.196133775 0.120694125 0.268827225 0.76839712 "SVNP" 0.1 100 0.5 5
0.46597 0.75924859 0.320959853 0.1922035372 0.512773324 0.151089921 0.1140941025 -0.0126102221 0.0097473352 -0.0231776839 -0.01991718089 0.1227299792 0.34028586 0.174732584 0.27723259 0.27691492 0.3702981991 0.34588413 0.072818775 -0.07811695 -0.049611675 -0.0765303 -0.08309175 0.082274075 0.1697865 0.034495575 0.067893275 0.0226841 0.050975275 0.186309 -0.04162904 -0.156229075 -0.118842525 -0.1583575 -0.18362765 -0.0937951425 0.222284175 0.170741975 0.126034 0.138419225 0.169059225 0.2480932 0.3588450241 "SVNP" 0.1 100 0.2 1
0.64412153 0.81242711 0.235624083 0.298023754 0.41819884 0.272965936 0.07159363993 -0.007974644633 -0.0201504431 -0.03938513264 -0.01631923948 0.1188190406 0.22328877 0.258481767 0.31304942 0.2611139 0.226943935 0.31781333 0.00063840875 -0.072183925 -0.075975425 -0.089630275 -0.078381725 0.06458625 0.131859 0.04916175 0.05047515 0.028703325 0.034792275 0.1809595 -0.120548525 -0.1571437 -0.21537205 -0.210586725 -0.167084975 -0.05457955 0.2558584 0.168628525 0.143026225 0.1033964825 0.174869025 0.2963899 0.64024988 "SVNP" 0.1 100 0.2 2
0.65666174 0.73569975 0.53530613 0.1725128123 0.49911166 0.39562342 0.05728065386 0.020049731 -0.0023632128 -0.052571838 -0.02228306298 0.095116121 0.29745904 0.38266551 0.2096244 0.21100494 0.224151588 0.21043959 0.01140375 -0.038420075 -0.068177175 -0.0984906 -0.0877437 0.051598475 0.11159075 0.0806208 0.057506325 -0.00262125 0.04253885 0.14505375 -0.08508823 -0.137073375 -0.16890425 -0.235849075 -0.216012375 -0.0492465125 0.1740201 0.1589053 0.13772145 0.0928825225 0.179834625 0.214781475 0.61866803 "SVNP" 0.1 100 0.2 3
0.52559334 0.83096975 0.38798863 0.248281459 0.50874192 0.1725364124 0.1123239123 -0.0059366307 -0.01751362125 -0.0160666675 -0.006757278026 0.0685820784 0.32830923 0.162733643 0.35458275 0.21892465 0.2431856684 0.33611299 0.074105325 -0.063128875 -0.062253775 -0.0763361 -0.06289055 0.00050625125 0.170712 0.0422151 0.024386475 0.046815725 0.0479471 0.1294 -0.0921295875 -0.16834635 -0.163283525 -0.1891502 -0.1535451 -0.08298181 0.246024275 0.238697675 0.104110265 0.09482772 0.166857375 0.22980385 0.542116144 "SVNP" 0.1 100 0.2 4
0.52373612 0.68618326 0.411429888 0.2968568 0.601411164 0.08929854206 0.05201329467 0.0166800477 0.05619183736 -0.01682710254 0.02963438569 0.03525032199 0.34752171 0.4602703 0.30974586 0.28854566 0.325017603 0.25301787 0.00660119 -0.05949905 0.004599214 -0.072731425 -0.031281725 -0.020839675 0.10928375 0.096307675 0.1097525 0.030083475 0.086530075 0.084411325 -0.119067225 -0.176272575 -0.08522813 -0.175306825 -0.135380025 -0.1182429 0.204716875 0.232600225 0.2067188 0.167519975 0.183200875 0.176373425 0.58313479 "SVNP" 0.1 100 0.2 5
0.542034078 0.53230736 0.306879651 0.094810321 0.074619781 -0.019789079 0.2519341133 0.02593893642 -0.0320203758 0.0976152692 0.0307992266 0.0685383476 0.290302005 0.43794702 0.234733961 0.29821173 0.2246387852 0.242508626 0.186724 -0.1349905 -0.167401 0.002755035 -0.1268005 -0.07024785 0.3045765 0.17537925 0.078624375 0.183993 0.19548825 0.190645 0.0542058525 -0.431923025 -0.4796986 -0.16298635 -0.520869375 -0.251197475 0.459483625 0.43377475 0.502118625 0.42701505 0.4836427 0.380515575 -0.1050611502 "SVNP" 0.316227766016838 100 0.2 1
0.68034819 0.73608212 0.2617541493 0.1329773494 0.3776451332 0.312003985 0.11940235042 -0.02582608825 -0.1297710072 -0.0630672615 -0.0641926192 0.258914422 0.283374727 0.387446465 0.251935543 0.30532453 0.32802675 0.306022768 0.0665393 -0.1925705 -0.26228975 -0.181523 -0.24917975 0.175983 0.18886825 0.13722575 0.0509265 0.087733225 0.05736 0.4036225 -0.190934925 -0.513828075 -0.6091606 -0.602177075 -0.491545025 -0.274135 0.3150548 0.40069475 0.222439725 0.36683645 0.504762699999999 0.673121425 0.409021796 "SVNP" 0.316227766016838 100 0.2 2
0.500106526 0.83337264 0.246062578 0.1353995601 0.244521466 0.218533284 0.204297241 0.08353154993 0.0202231239 0.112730567 0.0782173585 0.1598750694 0.264280602 0.434457052 0.25877889 0.39568112 0.330068414 0.33156782 0.1334605 -0.05686035 -0.10937175 -0.01763225 -0.1199835 0.061842075 0.25464125 0.230433 0.116659 0.235875 0.25864375 0.31100825 0.0473711675 -0.35414715 -0.280072925 -0.125296375 -0.3786086 -0.3034611 0.38952725 0.464960825 0.419125875 0.467675425 0.789029475 0.450152425 -0.025650603 "SVNP" 0.316227766016838 100 0.2 3
0.488197514 0.61730678 0.479245993 0.1103929312 0.0920456118 0.0541901271 0.1949729218 0.1871198507 0.0060574431 0.0479687688 0.0399975383 0.07146217767 0.31080024 0.45280354 0.247322742 0.27665463 0.29251938 0.28021965 0.13234325 0.0447504 -0.12376175 -0.10937175 -0.1093255 -0.1004575 0.25918525 0.363 0.16026225 0.18346775 0.21604 0.2378695 -0.0787651275 -0.325989575 -0.4792219 -0.367033775 -0.509880025 -0.2892997 0.404545925 0.561726025 0.460475825 0.364390325 0.4350998 0.4229119 0.043021042 "SVNP" 0.316227766016838 100 0.2 4
0.48016086 0.6785232574 0.1779099758 0.2416345066 0.4062905196 0.18365006957 0.2237819515 -0.063585948324 0.03319398152 -0.0601036983 0.0810302061 0.1340289587 0.308690958 0.276153866 0.41059804 0.29515449 0.40594018 0.28167894 0.113075175 -0.246781 -0.0743971 -0.211622 -0.133334 0.0083873425 0.369681 0.11525825 0.172731 0.0791748 0.2468775 0.2332705 -0.459895025 -0.67856325 -0.5086746 -0.55372105 -0.4137442 -0.2201751 0.653220599999999 0.436357025 0.3306661 0.488109625 0.71547995 0.522666624999999 0.288497954 "SVNP" 0.316227766016838 100 0.2 5
0.57799301 0.76813489 0.37086287 0.32250137 0.319373022 0.1111548423 0.00452780762 0.00416953652 0.00177598741 0.003446267526 -0.000251570455 0.00531073598 0.32046212 0.314956277 0.36825419 0.41407571 0.40155553 0.28127625 -0.015235375 -0.01698365 -0.0153561 -0.0158682 -0.018154075 -0.01580675 0.02696915 0.025420375 0.0193415 0.027829825 0.021953125 0.02704665 -0.05429421 -0.051750815 -0.0596530475 -0.0559930225 -0.070726405 -0.055104385 0.0448327375 0.0590416625 0.06158645 0.0600070475 0.0662638075 0.0598455825 0.8569462 "SVNP" 0.0316227766016838 100 0.2 1
0.5875274 0.7365596 0.37389823 0.239465055 0.39624776 0.1906220943 0.00179639807 0.01086385468 -0.00799325489 0.00136167838 -0.00313268661 0.0025805083 0.273117 0.51228538 0.31889561 0.2797465 0.34877766 0.31904046 -0.01816245 -0.01910445 -0.029605925 -0.022125675 -0.025150775 -0.02203175 0.020930275 0.03796375 0.012945125 0.014248025 0.017518 0.023034725 -0.05924774 -0.0532753975 -0.072253205 -0.0463288075 -0.070219335 -0.04621855 0.06337965 0.0697867775 0.05850935 0.0725594449999999 0.0595672375 0.062235725 0.77152867 "SVNP" 0.0316227766016838 100 0.2 2
0.51677721 0.86004448 0.39095129 0.37773424 0.233648214 0.1233690768 0.01132767893 -0.000934476928 -0.00280489927 -0.0020925246 0.0040143328 0.00519253714 0.39342136 0.279457868 0.32592496 0.27881127 0.34484896 0.34812528 -0.013340025 -0.0205024 -0.02582085 -0.02216325 -0.013274625 -0.01111025 0.031404675 0.0188752 0.020135975 0.0218654 0.0240564 0.024520775 -0.0598219725 -0.0642458625 -0.0775181475 -0.0664178825 -0.04926337 -0.05163185 0.0817648199999999 0.0633172675 0.0579266224999999 0.0540764 0.0580067 0.05657456 0.77592847 "SVNP" 0.0316227766016838 100 0.2 3
0.62461075 0.75592064 0.42814181 0.34390058 0.34507275 0.109597032 0.00236758837 0.00096281059 -0.0045945721 0.002740563 0.000681438288 0.00480506313 0.23257571 0.46234828 0.35177399 0.28493789 0.39304158 0.43296276 -0.01530755 -0.02163395 -0.0238868 -0.01675805 -0.019081425 -0.012059825 0.020069775 0.02132045 0.014623025 0.024310325 0.018318225 0.0262201 -0.0577806175 -0.0622339125 -0.0559774125 -0.0606377675 -0.05449963 -0.0492375375 0.05564965 0.0699796099999999 0.05082429 0.0628054325 0.053397 0.05956774 0.8280564 "SVNP" 0.0316227766016838 100 0.2 4
0.44654017 0.76918109 0.35829652 0.0811821186 0.1150224 0.056332266 0.020303385956 0.007550171402 -0.00348819374 0.00081297992 0.00271655857 -0.0003714286 0.37466788 0.219024764 0.37773984 0.37566273 0.242527629 0.349259 0.0038959675 -0.013201225 -0.020101375 -0.01838585 -0.014353525 -0.024693225 0.0350787 0.028302775 0.01416835 0.01895215 0.021461 0.0231742 -0.03422684 -0.0499425175 -0.06449428 -0.06014032 -0.0595761375 -0.059565235 0.0790963375 0.0583222125 0.0617132724999998 0.0601738575 0.0601099149999999 0.059473765 0.095865824 "SVNP" 0.0316227766016838 100 0.2 5
0.48043654 0.73802694 0.55791067 0.50443977 0.2834102135 0.187671209 0.000137411363 -0.00091930208 -0.00061154541 0.00356930566 0.00600317296 0.00092364979 0.2390732 0.36481516 0.55480348 0.29372906 0.42189919 0.29717512 -0.019220725 -0.022423025 -0.02393555 -0.01570395 -0.014827675 -0.024705525 0.0207938 0.0208373 0.0221484 0.018473225 0.02465455 0.0253522 -0.0639880875 -0.0688875925 -0.085953725 -0.0396614575 -0.0506891525 -0.0548961675 0.06109716 0.067363155 0.0630977425 0.0535893849999999 0.057381365 0.0639760724999999 0.92969771 "SVNP" 0.0316227766016838 100 0.5 1
0.51055811 0.85456037 0.54911951 0.6045265 0.32238497 0.180502051 0.00554821592 -0.00241999567 0.000607341 0.0018492448 0.0032696467 0.00364390722 0.33576803 0.277668015 0.54289193 0.29768559 0.32656854 0.4150236 -0.016292175 -0.02516835 -0.019281125 -0.022685525 -0.016506525 -0.012310025 0.031577225 0.01817685 0.023106725 0.024207675 0.021061625 0.0237341 -0.068472185 -0.063048095 -0.0651988925 -0.05997973 -0.0430094125 -0.0593371975 0.06472085 0.0733753049999999 0.055883535 0.0645883025 0.066709595 0.0459073475 0.92859663 "SVNP" 0.0316227766016838 100 0.5 2
0.44730812 0.77793227 0.74970093 0.60139827 0.49184009 0.158506976 0.00252660265 -0.000347735092 0.00498653513 -0.00262756946 -0.003810413492 0.001822137619 0.33340532 0.33473404 0.270842194 0.42503038 0.39010698 0.44953997 -0.01519095 -0.0176541 -0.0148563 -0.02311415 -0.023021725 -0.0181685 0.01793665 0.023032275 0.024006 0.017983075 0.013771875 0.02425415 -0.043621915 -0.0559327275 -0.04871324 -0.0555667975 -0.061347815 -0.054938575 0.0586229899999999 0.04789663 0.0555204625 0.0533382149999999 0.056754075 0.0592716225 0.96227927 "SVNP" 0.0316227766016838 100 0.5 3
0.44999651 0.7506992 0.68810551 0.79593565 0.34650387 0.305143102 0.0010996984 0.00271011037 -0.001526251398 0.00153111296 -0.0036866991 0.00401483556 0.37449844 0.57553544 0.27700315 0.27843008 0.43489916 0.40087964 -0.01622315 -0.02371135 -0.026361125 -0.022198075 -0.0246735 -0.01572415 0.017077525 0.02746155 0.02164705 0.020538575 0.016430225 0.02184435 -0.04448022 -0.0483727175 -0.0534404425 -0.04906087 -0.084022595 -0.0396061425 0.0612589949999999 0.0587759175 0.048002905 0.06417698 0.0673665575 0.0579551825 0.97598674 "SVNP" 0.0316227766016838 100 0.5 4
0.59768138 0.87324215 0.46623728 0.61589059 0.35377142 0.090770338 0.00155621123 0.000164133781 -0.00104697354 -0.00015322204 0.000405716005 0.009678476176 0.3466138 0.215152348 0.57773494 0.24679281 0.48390901 0.24819831 -0.01828895 -0.01986815 -0.0196078 -0.023835425 -0.014088825 -0.0062380425 0.02234295 0.019168925 0.021158125 0.023681725 0.016704475 0.0294679 -0.0421928925 -0.05038609 -0.0586748475 -0.068755285 -0.0648781275 -0.0508514025 0.0636934775 0.0731108175 0.0572927575 0.0555005599999999 0.05702912 0.067867735 0.86671399 "SVNP" 0.0316227766016838 100 0.5 5
0.48564819 0.91411262 0.2882408056 0.16849412053 0.25627888 0.19764564 0.50646747 0.00861532148 -0.0795743408 0.0625280568 0.0510303496 0.25588526 0.32347402 0.248496657 0.37246626 0.38272677 0.2968457 0.22980407 0.4263055 -0.124591 -0.2052695 -0.050014675 -0.157813 -0.205785 0.60325375 0.1226025 0.037093775 0.146004 0.236531 0.553259 0.2871244 -0.373321 -0.371145425 -0.2045889 -0.445138825 -0.538875375 0.757315075 0.557259449999999 0.35196025 0.3334702 0.6771784 0.75760805 0.270161726 "SVNP" 0.316227766016838 100 0.5 1
