"mainEstMean_1" "mainEstMean_2" "mainEstMean_3" "mainEstMean_4" "mainEstMean_5" "mainEstMean_6" "crossEstMean_1" "crossEstMean_2" "crossEstMean_3" "crossEstMean_4" "crossEstMean_5" "crossEstMean_6" "thetaEstMean_1" "thetaEstMean_2" "thetaEstMean_3" "thetaEstMean_4" "thetaEstMean_5" "thetaEstMean_6" "25%_1" "25%_2" "25%_3" "25%_4" "25%_5" "25%_6" "75%_1" "75%_2" "75%_3" "75%_4" "75%_5" "75%_6" "2.5%_1" "2.5%_2" "2.5%_3" "2.5%_4" "2.5%_5" "2.5%_6" "97.5%_1" "97.5%_2" "97.5%_3" "97.5%_4" "97.5%_5" "97.5%_6" "corrEstMean" "prior" "sigma" "N" "cross" "iteration"
0.4633176992 0.552828254 0.439461311 0.3168531075 0.1955646983 0.145620631 0.3243695868 0.0143019057 -0.02019378646 0.0915517926 0.0765597885 0.0995130887 0.25315527 0.33025138 0.35476622 0.198348543 0.3913985 0.280411189 0.12296275 -0.161764 -0.221599 -0.07310885 -0.081915925 -0.114652 0.5508265 0.21311675 0.151346 0.22898825 0.22093 0.3079205 -0.171793725 -0.5643526 -0.49980225 -0.328770025 -0.37037635 -0.4242454 0.756647525 0.494505699999999 0.576613324999999 0.499114475 0.6164451 0.48886505 0.383398938 "SVNP" 0.316227766016838 100 0.5 1
0.61682448 0.70748001 0.2090092442 0.2224597629 0.34585157 0.245248815 0.5006142 -0.0318145988 -0.135223492 0.13370910149 0.0607877197 0.2488889227 0.34477986 0.269668693 0.44266245 0.36749475 0.33528719 0.30088453 0.41800075 -0.20087075 -0.25098125 0.024437175 -0.071402025 -0.0156346225 0.621031 0.13387975 0.0094758875 0.2368785 0.22845625 0.47783975 0.1764683 -0.56045685 -0.60685695 -0.23514125 -0.406112375 -0.57118275 0.7569855 0.553701324999999 0.336488175 0.476394125 0.501750375 0.747605924999999 0.245448347 "SVNP" 0.316227766016838 100 0.5 2
0.51707655 0.77578236 0.355628887 0.1585961322 0.28581357 0.07152907859 0.3768662689 0.0354831566 -0.0706319152 0.0366675749 0.026561780868 0.307519945 0.29966595 0.217513669 0.311683216 0.41064372 0.282066704 0.31733311 0.3239565 -0.1038575 -0.143098 -0.07811555 -0.1525865 -0.17484025 0.457552 0.20011075 0.0091970725 0.1852305 0.200906 0.604693 0.0646882975 -0.437078225 -0.29571315 -0.322199475 -0.5245356 -0.554199525 0.60841095 0.422688499999999 0.1061197325 0.362617125 0.471555575 0.7726925 0.0424974383 "SVNP" 0.316227766016838 100 0.5 3
0.60130149 0.81827016 0.433824352 0.3588290956 0.04157203789 0.0371232415 0.35545267626 0.0824106171 0.10392651599 0.0355182853 0.1566091786 -0.0061005692 0.27038128 0.293302528 0.37787562 0.276763274 0.3421205 0.33683011 0.14664925 -0.14138975 -0.021515725 -0.09300815 0.017544175 -0.2710575 0.59598825 0.283528 0.24662425 0.17015675 0.31168575 0.3026675 -0.332263975 -0.4889773 -0.330037525 -0.3798115 -0.267493375 -0.66295785 0.815717175 0.660931349999999 0.46946895 0.375561125 0.5581103 0.759352674999999 0.3606023779 "SVNP" 0.316227766016838 100 0.5 4
0.5785251303 0.8535362 0.463675235 0.2754144008 0.25825345577 0.0900593961 0.530358862 0.145638936 0.0746892702 0.10823557085 0.052767423 0.3001708421 0.32323809 0.234457768 0.239118983 0.30865846 0.40878845 0.37365492 0.4112045 0.013768875 -0.0221437 -0.046338475 -0.215338 0.14694375 0.6650845 0.31589025 0.18589325 0.2369715 0.295624 0.56135675 0.00642849750000001 -0.327097875 -0.31164655 -0.297111875 -0.49267375 -0.599858025 0.922099849999999 0.4805632 0.390072325 0.5901462 0.75555495 0.897814125 0.425910603 "SVNP" 0.316227766016838 100 0.5 5
0.48810832805 0.78602659 0.260413188 0.18873093726 0.330946988 0.318240954 0.09023947446 0.0911083582 -0.02622032677 0.0912774472 -0.0866781063 0.1665916759 0.33234938 0.2452176618 0.3038995 0.26011789 0.70696717 0.223760908 0.01257058 -0.0510885 -0.22476025 -0.052966475 -0.31908975 0.0681732 0.1960765 0.26056775 0.1879775 0.250729 0.0953981 0.262669 -0.234448175 -0.346179475 -0.548780475 -0.3364412 -0.715490775 -0.168732525 0.356822374999999 0.468513949999999 0.375312 0.440174825 0.640332075 0.457104725 0.145134211 "SVNP" 0.316227766016838 100 0.2 1
0.63192886 0.88234772 0.2548339795 0.173613162 0.336860691 0.252881078 0.2094489206 -0.04101843117 -0.1289912832 -0.0345097127 -0.0522531056 0.2098574238 0.267081388 0.431043275 0.31077726 0.23339529 0.40605236 0.279518393 0.131748 -0.20198775 -0.25275625 -0.18408625 -0.21912225 0.05156965 0.305111 0.131849 -0.003908945 0.13836925 0.14527475 0.3856105 -0.128683475 -0.509375525 -0.6340286 -0.477912925 -0.562837025 -0.3488676 0.523656075 0.4232086 0.2831768 0.4210991 0.402156424999999 0.621051025 0.4105836058 "SVNP" 0.316227766016838 100 0.2 2
0.593528579 0.90098162 0.2069223298 0.15826542409 0.50820503 0.187659413 0.260371176 -0.000827874000000002 -0.11491542905 0.1302498228 -0.0255482157 0.17972558615 0.209904788 0.22379210537 0.43222503 0.36662441 0.28761673 0.26681265 0.18056375 -0.24432975 -0.21082325 -0.031679175 -0.26034525 0.029616875 0.32791475 0.230299 0.00365337125 0.2664785 0.22926625 0.3045365 0.0706360625 -0.569099125 -0.4550207 -0.2537986 -0.50795985 -0.193816975 0.525960675 0.52019735 0.16969255 0.55530615 0.541909225 0.526103124999999 0.3353995332 "SVNP" 0.316227766016838 100 0.2 3
0.709827253 0.8880163 0.36693743405 0.333480068 0.59595711 0.1378354621 0.196372772 0.03097216397 0.0565757045 -0.0315158554 -0.0235934486 0.294158579 0.33635248 0.273573049 0.28154249 0.31579796 0.285781745 0.33212497 0.10760175 -0.12989075 -0.00219915 -0.1893665 -0.1171805 0.19619625 0.3201125 0.164839 0.123684 0.11321775 0.093778225 0.3760305 -0.265750125 -0.462692625 -0.189191475 -0.45627695 -0.57890145 0.00393635750000001 0.438361075 0.4938882 0.24416545 0.3939762 0.4563962 0.620567375 0.507571158 "SVNP" 0.316227766016838 100 0.2 4
0.485449194 0.57766959516 0.06768440135 0.2177228466 0.2867753761 -0.0015648344 0.06526538971 0.0618378472 0.1093276686 0.020194294 0.1646327835 0.14317597981 0.298322899 0.48939898 0.36308462 0.30840816 0.255052707 0.3651575 -0.040721275 -0.151884 0.02122385 -0.1482895 -0.0466639 -0.032883325 0.2004695 0.27849975 0.19016725 0.17757 0.40067625 0.35665925 -0.34179795 -0.393865775 -0.178965125 -0.424320925 -0.39323255 -0.41989755 0.344551725 0.5101016 0.410063374999999 0.507546275 0.592915475 0.559405075 0.3607781694 "SVNP" 0.316227766016838 100 0.2 5
0.46725576 0.47520887 0.353909603 0.486474256 0.2066310206 0.15687482 0.1073363311 0.0399970376 0.0199446448 0.0025043341 -0.0074853301 0.14509153 0.35232227 0.41994782 0.36523669 0.220138446 0.44991983 0.281441 -0.0068253575 -0.021727875 -0.04272155 -0.0671282 -0.068775475 0.011833215 0.2191585 0.098336825 0.090151125 0.0686603 0.049708375 0.25168875 -0.187969375 -0.155932225 -0.1706812 -0.17463655 -0.2574038 -0.0702005775 0.399185975 0.26889385 0.205988325 0.17186955 0.19235895 0.413392825 0.766169513 "SVNP" 0.1 200 0.5 1
0.50501599 0.71872576 0.48109161 0.44839587 0.44497805 0.2299853513 0.1569202151 -0.02767235606 -0.0328375588 0.0002897327 -0.003384962079 0.0959725481 0.32760235 0.32223737 0.42998479 0.30252753 0.40441518 0.29978312 0.0168418 -0.088781875 -0.08577225 -0.05308965 -0.065814425 0.0127387025 0.3132385 0.0289816 0.01944735 0.0540645 0.063045275 0.179023 -0.1043550475 -0.214769225 -0.1932054 -0.186591475 -0.1737917 -0.12401005 0.44548075 0.177087875 0.159658925 0.140188275 0.1808392 0.336899375 0.80451063 "SVNP" 0.1 200 0.5 2
0.40550384 0.7757849 0.260577992 0.1587771145 0.6454464 0.1984794 0.43202174 -0.0324180814 -0.02574608701 0.01538716184 -0.0241436389 0.31665497 0.41750986 0.152708152 0.45133312 0.37235478 0.1408955 0.39183827 0.38673425 -0.09692515 -0.062346625 -0.0239255 -0.08064175 0.2843005 0.47530675 0.028096475 0.01734005 0.0526154 0.031855 0.3664655 0.3228802 -0.197093 -0.136206225 -0.0969607475 -0.1659516 0.19378615 0.55605775 0.1393668 0.0819591699999999 0.140043275 0.177684825 0.441186975 0.294676501 "SVNP" 0.1 200 0.5 3
0.49673676 0.71767293 0.344762654 0.377624411 0.357050403 0.2123048764 0.26043397588 -0.00831396355 -0.0563517124 -0.02307179624 -0.0184973195 0.2360695353 0.2664377 0.211418435 0.40613381 0.33083452 0.44926868 0.33039206 0.12968625 -0.068733825 -0.10830675 -0.087925 -0.0783157 0.13595925 0.39704575 0.0535323 -0.001231205 0.04878765 0.04004545 0.34949925 -0.06358525 -0.195695425 -0.237724825 -0.178864175 -0.2090205 -0.150638475 0.52107225 0.1962161 0.10915645 0.12718945 0.172925749999999 0.467484625 0.643461675 "SVNP" 0.1 200 0.5 4
0.44744769 0.90854746 0.33035104 0.219026275 0.49991143 0.36293438 0.37245378 -0.04576347593 -0.0514544011 0.02853622108 -0.0765894153 0.31462564 0.40118371 0.1794875688 0.43200614 0.34307103 0.22570989 0.2664528 0.3381755 -0.10896425 -0.095340475 -0.0106007425 -0.125031 0.26822075 0.4200625 0.01833565 -0.005973775 0.07627815 -0.014621475 0.35600725 0.235708325 -0.205773375 -0.17411775 -0.09628704 -0.2436738 0.16970675 0.477005225 0.0837440474999999 0.0568321249999999 0.138980775 0.0934366449999998 0.457560275 0.41862478 "SVNP" 0.1 200 0.5 5
0.44385484 0.85606948 0.29193979 0.1394716104 0.42762195 0.33457009 0.1469174267 0.057281500668 -0.0694079529 -0.0428485605 -0.07565134042 0.221116694 0.30615273 0.2397727983 0.32528953 0.27876128 0.35939403 0.31437426 0.0963374 -0.003891675 -0.1190335 -0.09852485 -0.14658825 0.1757605 0.1986015 0.124388 -0.0177496 0.006435195 -0.004828655 0.26171475 0.036010645 -0.089642425 -0.248478975 -0.1663785 -0.241716025 0.1003313575 0.25817655 0.203914625 0.0461887224999999 0.155576775 0.1291524 0.360024825 0.54379125 "SVNP" 0.1 200 0.2 1
0.50851771 0.6442502 0.32469641 0.13951653271 0.37229398 0.2023355189 0.0849905272 0.00479953782 -0.0590185834 -0.0286167086 -0.00463983485 0.0838132105 0.37206411 0.36563652 0.26576489 0.32039621 0.31066368 0.25203586 0.04187345 -0.0600407 -0.10470875 -0.08798745 -0.058032025 0.0372009 0.13050975 0.05848865 -0.0131983 0.030794025 0.04453755 0.1344235 -0.05316863 -0.148715025 -0.2145491 -0.189256 -0.141016075 -0.0594747025 0.21608785 0.162712025 0.0698734325 0.132486925 0.135309725 0.2220269 0.56345616 "SVNP" 0.1 200 0.2 2
0.46821345 0.75378049 0.34136626 0.08670211763 0.353849 0.27123824 0.208186144 0.01523517678 -7.50000999999983e-06 -0.02498004702 0.00349615851 0.084028681 0.27204029 0.208147869 0.37143546 0.34203473 0.289955721 0.258032175 0.17193175 -0.034889725 -0.04253045 -0.077962775 -0.066480475 0.0385189 0.24751975 0.0656439 0.0337709 0.028875725 0.0603144 0.16051725 0.10558565 -0.171215025 -0.13795195 -0.15292795 -0.16726925 -0.18642315 0.302626525 0.16935255 0.121440625 0.1299269 0.16042955 0.2177022 0.2750887265 "SVNP" 0.1 200 0.2 3
0.5453611 0.87995378 0.36617665 0.2322157475 0.43637236 0.34233166 0.1184719923 -0.000105424875 -0.01737460948 -0.07150199336 -0.01960469353 0.160763785 0.33038026 0.175017915 0.31657288 0.33008488 0.36605594 0.27555382 0.0689876 -0.058420225 -0.0526772 -0.14121225 -0.078557975 0.1190615 0.18001475 0.06345175 0.0334068 -0.000704494 0.048244725 0.198634 -0.0499146475 -0.1673379 -0.201824975 -0.242848925 -0.176370625 0.0568973 0.2340264 0.149954775 0.0896986799999999 0.0611160925 0.11725235 0.26479045 0.546088728 "SVNP" 0.1 200 0.2 4
0.49170524 0.872901 0.29909331 0.0681648862 0.36615479 0.21833247 0.1254237897 0.0200045487 -0.03254904042 0.013032129 -0.014538997 0.0845059731 0.35654033 0.263648394 0.3084584 0.30089381 0.210805542 0.29258426 0.10562075 -0.033897675 -0.07251125 -0.046241625 -0.06843645 0.028493925 0.1614815 0.083179825 0.01755615 0.065145225 0.0324864 0.15924475 0.02738775 -0.193852575 -0.17170095 -0.12894435 -0.176120175 -0.1543681 0.205175575 0.197693925 0.0943179975 0.16211935 0.1681753 0.221036675 0.37358459 "SVNP" 0.1 200 0.2 5
0.47997931 0.61986983 0.59772913 0.61447835 0.45753137 0.185646307 -2.90613140000001e-05 0.0019670532 -0.0029288284667 -0.002953991504 -0.000840575247 0.008447769818 0.3278198 0.39054483 0.33238025 0.25077193 0.34798061 0.26912138 -0.0174211 -0.014833375 -0.01703065 -0.02540825 -0.020043975 -0.01291195 0.0221323 0.018694125 0.0159138 0.0137416 0.016782425 0.028332075 -0.0606412325 -0.0543151 -0.071942985 -0.0532968725 -0.04646043 -0.05826823 0.0594311 0.0537910575 0.0452404974999999 0.05135007 0.0618008949999998 0.06888631 0.93921536 "SVNP" 0.0316227766016838 200 0.5 1
0.4657765 0.64188982 0.57875322 0.50875278 0.41764746 0.232214624 0.00865914629 -0.00275404242 -0.00050369766 0.0007411383 0.00350679138 0.00782682672 0.31959701 0.26561861 0.38269606 0.31576488 0.33823197 0.36230308 -0.0091027725 -0.025842025 -0.0201023 -0.024319175 -0.020432875 -0.0117602 0.028397775 0.02074655 0.017835125 0.0250494 0.022172575 0.026825625 -0.05117901 -0.0467130575 -0.0701260475 -0.0694775125 -0.0393636775 -0.047831255 0.0579389975 0.053194205 0.0580427974999999 0.06563118 0.055683135 0.0581877725 0.97494701 "SVNP" 0.0316227766016838 200 0.5 2
