"mainEstMean_1" "mainEstMean_2" "mainEstMean_3" "mainEstMean_4" "mainEstMean_5" "mainEstMean_6" "mainEstMed_1" "mainEstMed_2" "mainEstMed_3" "mainEstMed_4" "mainEstMed_5" "mainEstMed_6" "mainEstVar_1" "mainEstVar_2" "mainEstVar_3" "mainEstVar_4" "mainEstVar_5" "mainEstVar_6" "biasMainMean_1" "biasMainMean_2" "biasMainMean_3" "biasMainMean_4" "biasMainMean_5" "biasMainMean_6" "biasMainMed_1" "biasMainMed_2" "biasMainMed_3" "biasMainMed_4" "biasMainMed_5" "biasMainMed_6" "crossEstMean_1" "crossEstMean_2" "crossEstMean_3" "crossEstMean_4" "crossEstMean_5" "crossEstMean_6" "crossEstMed_1" "crossEstMed_2" "crossEstMed_3" "crossEstMed_4" "crossEstMed_5" "crossEstMed_6" "crossEstVar_1" "crossEstVar_2" "crossEstVar_3" "crossEstVar_4" "crossEstVar_5" "crossEstVar_6" "biasCrossMean_1" "biasCrossMean_2" "biasCrossMean_3" "biasCrossMean_4" "biasCrossMean_5" "biasCrossMean_6" "biasCrossMed_1" "biasCrossMed_2" "biasCrossMed_3" "biasCrossMed_4" "biasCrossMed_5" "biasCrossMed_6" "thetaEstMean_1" "thetaEstMean_2" "thetaEstMean_3" "thetaEstMean_4" "thetaEstMean_5" "thetaEstMean_6" "thetaEstMed_1" "thetaEstMed_2" "thetaEstMed_3" "thetaEstMed_4" "thetaEstMed_5" "thetaEstMed_6" "thetaEstVar_1" "thetaEstVar_2" "thetaEstVar_3" "thetaEstVar_4" "thetaEstVar_5" "thetaEstVar_6" "biasThetaMean_1" "biasThetaMean_2" "biasThetaMean_3" "biasThetaMean_4" "biasThetaMean_5" "biasThetaMean_6" "biasThetaMed_1" "biasThetaMed_2" "biasThetaMed_3" "biasThetaMed_4" "biasThetaMed_5" "biasThetaMed_6" "2.5%_1" "2.5%_2" "2.5%_3" "2.5%_4" "2.5%_5" "2.5%_6" "97.5%_1" "97.5%_2" "97.5%_3" "97.5%_4" "97.5%_5" "97.5%_6" "5%_1" "5%_2" "5%_3" "5%_4" "5%_5" "5%_6" "95%_1" "95%_2" "95%_3" "95%_4" "95%_5" "95%_6" "10%_1" "10%_2" "10%_3" "10%_4" "10%_5" "10%_6" "90%_1" "90%_2" "90%_3" "90%_4" "90%_5" "90%_6" "isZeroTres0.10Mean_1" "isZeroTres0.10Mean_2" "isZeroTres0.10Mean_3" "isZeroTres0.10Mean_4" "isZeroTres0.10Mean_5" "isZeroTres0.10Mean_6" "isZeroTres0.10Med_1" "isZeroTres0.10Med_2" "isZeroTres0.10Med_3" "isZeroTres0.10Med_4" "isZeroTres0.10Med_5" "isZeroTres0.10Med_6" "isZeroTres0.15Mean_1" "isZeroTres0.15Mean_2" "isZeroTres0.15Mean_3" "isZeroTres0.15Mean_4" "isZeroTres0.15Mean_5" "isZeroTres0.15Mean_6" "isZeroTres0.15Med_1" "isZeroTres0.15Med_2" "isZeroTres0.15Med_3" "isZeroTres0.15Med_4" "isZeroTres0.15Med_5" "isZeroTres0.15Med_6" "isZeroTres0.05Mean_1" "isZeroTres0.05Mean_2" "isZeroTres0.05Mean_3" "isZeroTres0.05Mean_4" "isZeroTres0.05Mean_5" "isZeroTres0.05Mean_6" "isZeroTres0.05Med_1" "isZeroTres0.05Med_2" "isZeroTres0.05Med_3" "isZeroTres0.05Med_4" "isZeroTres0.05Med_5" "isZeroTres0.05Med_6" "isZeroTres0Mean_1" "isZeroTres0Mean_2" "isZeroTres0Mean_3" "isZeroTres0Mean_4" "isZeroTres0Mean_5" "isZeroTres0Mean_6" "isZeroTres0Med_1" "isZeroTres0Med_2" "isZeroTres0Med_3" "isZeroTres0Med_4" "isZeroTres0Med_5" "isZeroTres0Med_6" "isZero95CI_1" "isZero95CI_2" "isZero95CI_3" "isZero95CI_4" "isZero95CI_5" "isZero95CI_6" "isZero90CI_1" "isZero90CI_2" "isZero90CI_3" "isZero90CI_4" "isZero90CI_5" "isZero90CI_6" "isZero80CI_1" "isZero80CI_2" "isZero80CI_3" "isZero80CI_4" "isZero80CI_5" "isZero80CI_6" "factCorrEstMean" "factCorrEstMed" "factCorrEstVar" "biasFactCorrMean" "biasFactCorrMed" "mseFactCorrMean" "prior" "sigma" "N" "cross" "iteration" "pos"
0.54242753 0.664457309875 0.555953902625 0.61270830325 0.3552175593375 0.153414710650905 0.5416835 0.6636015 0.5534905 0.6098685 0.354459 0.1536865 0.00977986489144153 0.00932208587384858 0.0106936376704584 0.00921347990113168 0.00834821196658554 0.00768953200619542 0.04242753 0.085542690125 0.305953902625 0.51270830325 0.1447824406625 0.096585289349095 0.0416835 0.0863985 0.3034905 0.5098685 0.145541 0.0963135 0.003214966807565 -6.509030545375e-05 0.001790818032285 -0.00092566782699625 -0.00050481453806875 0.00516204191445375 0.003065995 0.000296028 0.001587735 -0.0008797815 0.0001068925 0.005024975 0.000984967550614001 0.0010054851692645 0.0010217846918062 0.000974102838770986 0.000971210167320811 0.00101419347855604 0.407401666375 0.907401666375 0.907401666375 0.907401666375 0.907401666375 0.407401666375 0.424993 0.924993 0.924993 0.924993 0.924993 0.424993 0.429968944875 0.3060328677375 0.4529866004375 0.26443591532125 0.419850512625 0.389820863375 0.422015 0.3001615 0.4487115 0.2651355 0.4154755 0.3848815 0.00681558327809935 0.00643857218765128 0.00887233809326491 0.00694071010632271 0.00503924453709373 0.00345908971933188 0.129968944875 0.0060328677375 0.1529866004375 0.03556408467875 0.119850512625 0.089820863375 0.122015 0.000161499999999981 0.1487115 0.0348645 0.1154755 0.0848815 -0.05925121 -0.0621907475 -0.06123381 -0.0623202725 -0.06026885 -0.059020075 0.0637731725 0.0619220075 0.063759225 0.0602259849999999 0.0603636025 0.06722232 -0.04725463 -0.05211615 -0.05102727 -0.052740775 -0.051624015 -0.047526095 0.05499156 0.0523841699999999 0.0545280749999999 0.050478445 0.0501629299999999 0.05605889 -0.03684404 -0.04136667 -0.03915875 -0.04068152 -0.04079563 -0.03475607 0.04336021 0.04047503 0.04278783 0.03910329 0.03890881 0.04516411 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0.907401666375 0.924993 0.00565538114237337 0.407401666375 0.424993 0.0056681360428323 "SVNP" 0.0316227766016838 100 0.5 1 9
0.44573714975 0.63781961275 0.719833533125 0.60109941725 0.4240267771125 0.2977115072625 0.443992 0.6380875 0.7201465 0.6020185 0.421869 0.29852 0.00725137514277667 0.0111590065000628 0.0102359779733146 0.00887983228638295 0.00905860891636982 0.00564052084010987 0.05426285025 0.11218038725 0.469833533125 0.50109941725 0.0759732228875 0.0477115072625 0.056008 0.1119125 0.4701465 0.5020185 0.078131 0.04852 0.00157901629408287 0.0012427737926375 0.00121414976989875 0.0009601121693625 -3.944994506e-05 0.0020044076438375 0.00164402 0.001110855 0.001180535 0.00118182 0.000305817 0.002245645 0.00106786988549297 0.000994271369250571 0.000976545814254473 0.000978974226715338 0.000965782899546254 0.000998273884027967 0.459820005125 0.959820005125 0.959820005125 0.959820005125 0.959820005125 0.459820005125 0.471373 0.971373 0.971373 0.971373 0.971373 0.471373 0.346510930875 0.552703057 0.3498171479375 0.3385036026875 0.468922469 0.295951237625 0.342226 0.543696 0.346292 0.3333465 0.461316 0.291969 0.00360245884793184 0.0108592228241685 0.00885400609939465 0.00596091044758367 0.0064137206916985 0.0022592937850988 0.046510930875 0.252703057 0.0498171479375 0.0385036026875 0.168922469 0.00404876237500001 0.042226 0.243696 0.046292 0.0333465 0.161316 0.00803099999999995 -0.063780315 -0.0598525025 -0.060043475 -0.05991877 -0.0611939525 -0.059976715 0.0650471899999999 0.063396535 0.063002045 0.0624736825 0.0628876475 0.06416198 -0.052380095 -0.050639385 -0.049718465 -0.05037477 -0.051290055 -0.04992271 0.055941825 0.05348 0.05314442 0.05245864 0.051161085 0.054176395 -0.04064057 -0.03917392 -0.03842457 -0.039615 -0.0396851 -0.03898337 0.04304417 0.04222964 0.04141798 0.04112992 0.03979843 0.0422336 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0.959820005125 0.971373 0.00142836117946728 0.459820005125 0.471373 0.0014315826430972 "SVNP" 0.0316227766016838 100 0.5 2 9
0.515708615375 0.77373112475 0.3459573821625 0.30062931196125 0.31123781177375 0.343984842995 0.5128565 0.771742 0.3432185 0.2998945 0.3096305 0.3432675 0.00709650095319209 0.0137879895997157 0.0055180929828539 0.00856159472000601 0.0107636979089416 0.00936300886190003 0.015708615375 0.0237311247500001 0.0959573821625 0.20062931196125 0.18876218822625 0.093984842995 0.0128565 0.0217419999999999 0.0932185 0.1998945 0.1903695 0.0932675 0.00517319116689875 -0.000296605582625 0.002590131414825 0.0038607485695 -0.00184397673077 0.0031805428101345 0.005524655 1.782615e-06 0.002610505 0.004055625 -0.001317525 0.003125665 0.00102108117994682 0.000972166715240236 0.00103151363403585 0.000941642388539934 0.00100358608626261 0.000960470998692943 0.51277446655 0.71277446655 0.71277446655 0.71277446655 0.71277446655 0.51277446655 0.527173 0.727173 0.727173 0.727173 0.727173 0.527173 0.257689587025 0.4776927174875 0.270202957 0.336376730775 0.4158724083125 0.294283731875 0.2552685 0.4737805 0.2663945 0.333095 0.4111935 0.292263 0.00377886436578394 0.0164589337744852 0.00223559925527056 0.00384824512539577 0.00582750752746481 0.00380620282229147 0.042310412975 0.1776927174875 0.029797043 0.036376730775 0.1158724083125 0.00571626812499998 0.0447315 0.1737805 0.0336055 0.033095 0.1111935 0.00773699999999999 -0.0567459075 -0.0619441825 -0.0596496725 -0.0561586125 -0.06488349 -0.05711829 0.0684820924999999 0.0597903775 0.065726475 0.06276203 0.060239725 0.06390723 -0.047162375 -0.050918745 -0.050253635 -0.047218225 -0.054126375 -0.047901465 0.05833609 0.050963055 0.0559448 0.0542251 0.05027678 0.053380265 -0.03605141 -0.03988741 -0.03905928 -0.03572768 -0.0422558 -0.03660737 0.0460682 0.04021086 0.04380519 0.04319696 0.03810834 0.04279445 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0.71277446655 0.727173 0.0225079517073548 0.21277446655 0.227173 0.0225587151619009 "SVNP" 0.0316227766016838 100 0.2 1 3
0.51680866375 0.8752301185 0.475273853375 0.244409030812625 0.29720563308875 0.31369781428125 0.514888 0.874848 0.4722855 0.2430685 0.297512 0.3154075 0.00604975714611495 0.0110043358615617 0.00771888151108551 0.00943064320538949 0.015281772028215 0.0120351094039878 0.01680866375 0.1252301185 0.225273853375 0.144409030812625 0.20279436691125 0.06369781428125 0.014888 0.124848 0.2222855 0.1430685 0.202488 0.0654075 0.00837969395242625 -0.0013242239855225 0.0035149677545315 -0.00470261541826125 -0.00603356820920375 0.0199706664546587 0.008624125 -0.00126279 0.00334798 -0.004604505 -0.00578351 0.0204821 0.000999447270045193 0.000953796307642695 0.000982263507717884 0.000947372218334182 0.000989558126259062 0.00108842263529772 0.412235869305375 0.612235869305375 0.612235869305375 0.612235869305375 0.612235869305375 0.412235869305375 0.422587 0.622587 0.622587 0.622587 0.622587 0.422587 0.283420744625 0.27178891438375 0.391526201375 0.339735265325 0.4778525787625 0.24853748705875 0.280024 0.267415 0.3868745 0.3360135 0.4733675 0.249409 0.00302609757986464 0.0132392533120185 0.00500146405880517 0.00370987017937572 0.00767138774617656 0.00365570958454833 0.016579255375 0.02821108561625 0.091526201375 0.039735265325 0.1778525787625 0.05146251294125 0.019976 0.032585 0.0868745 0.0360135 0.1733675 0.050591 -0.0542888475 -0.0619545325 -0.0578671775 -0.06492447 -0.0668849975 -0.044831785 0.0700432675 0.0601226675 0.0651503775 0.0556366275 0.05634598 0.083631575 -0.043280795 -0.05222495 -0.04799784 -0.0550218 -0.057591415 -0.034458655 0.06032222 0.0494960149999999 0.05572318 0.04636782 0.046113465 0.0745148749999999 -0.03216231 -0.04057056 -0.03627642 -0.04359601 -0.04641059 -0.02272775 0.04820793 0.03812977 0.04398745 0.03509049 0.03453467 0.0624446 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0.612235869305375 0.622587 0.0342098006950583 0.112235869305375 0.122587 0.0342869559904488 "SVNP" 0.0316227766016838 100 0.2 2 3
0.568481172375 0.78291390325 0.6134541835 0.6868904013625 0.260405955221625 0.228640003665588 0.5683845 0.781326 0.613921 0.6850055 0.258381 0.229062 0.0158530991712938 0.01928617065261 0.0170966907234858 0.0221474962722764 0.0189184939345929 0.0134641960126517 0.068481172375 0.03291390325 0.3634541835 0.5868904013625 0.239594044778375 0.0213599963344125 0.0683845000000001 0.031326 0.363921 0.5850055 0.241619 0.020938 0.020218043298375 0.0429504524852063 -0.012706911548175 0.0053101364612925 0.00740912641616 0.0202845666835 0.01893855 0.04612535 -0.0130989 0.006180385 0.00719757 0.02036725 0.0101414670890913 0.01064243183381 0.00912904874837346 0.00938062121759632 0.00986584290759181 0.00972536111506119 0.391607546875 0.891607546875 0.891607546875 0.891607546875 0.891607546875 0.391607546875 0.4132995 0.9132995 0.9132995 0.9132995 0.9132995 0.4132995 0.382167992 0.39849001875 0.400874943125 0.39881282199125 0.420459496375 0.28932078275 0.376225 0.3937205 0.394569 0.4007465 0.4153205 0.2857505 0.00494017997350287 0.00919844873289751 0.00637840107038369 0.013229819617535 0.00457308116935866 0.00209745525935147 0.082167992 0.09849001875 0.100874943125 0.09881282199125 0.120459496375 0.01067921725 0.076225 0.0937205 0.094569 0.1007465 0.1153205 0.0142495 -0.176899675 -0.16217445 -0.202667875 -0.185766375 -0.184831775 -0.173704775 0.21810945 0.240657625 0.17470695 0.197741925 0.2017511 0.214753625 -0.14615695 -0.1289766 -0.16919915 -0.15288155 -0.15479455 -0.14041865 0.188513 0.2075078 0.1432236 0.1612791 0.1738928 0.1831012 -0.1081443 -0.09074713 -0.1339176 -0.118584 -0.1198131 -0.1049463 0.1490698 0.1727016 0.1093345 0.1281341 0.1365729 0.1464046 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0.891607546875 0.9132995 0.00810295090600705 0.391607546875 0.4132995 0.00812122594877214 "SVNP" 0.1 100 0.5 1 8
0.4484809388625 0.7999858135 0.56802203525 0.603767176227875 0.39597960699445 0.252730434143375 0.446123 0.7995425 0.5663655 0.612633 0.397562 0.253528 0.0133164042493827 0.0185120676260352 0.0192949448167534 0.0267137878042624 0.0212153414556501 0.0153737386626297 0.0515190611375 0.0499858135 0.31802203525 0.503767176227875 0.10402039300555 0.00273043414337498 0.053877 0.0495425 0.3163655 0.512633 0.102438 0.00352799999999998 0.0597970402547 0.0102157207058687 -0.0350151902645612 -0.0152780364866625 0.0128868764268688 0.0394663053779237 0.0528675 0.009871575 -0.0346796 -0.0153422 0.0138589 0.0392465 0.0142662456718453 0.0102064927233156 0.00947954418733546 0.00912211060337265 0.0100445346139767 0.0110038188343293 0.381555925 0.881555925 0.881555925 0.881555925 0.881555925 0.381555925 0.4135345 0.9135345 0.9135345 0.9135345 0.9135345 0.4135345 0.302609739875 0.2972554320175 0.509549728125 0.29292536087875 0.4090820614125 0.304212573775 0.2985795 0.293059 0.502242 0.2911215 0.4087465 0.3015275 0.00270015946886582 0.00838835530538985 0.00864134453558766 0.00654110967294218 0.00713110245069938 0.00271768246203694 0.00260973987500002 0.0027445679825 0.209549728125 0.00707463912125 0.1090820614125 0.00421257377500001 0.00142049999999999 0.00694099999999997 0.202242 0.00887849999999996 0.1087465 0.00152750000000001 -0.158618275 -0.18687685 -0.221327175 -0.20402085 -0.188152925 -0.166876625 0.314337175 0.21029625 0.157281475 0.169613475 0.2103636 0.2448593 -0.1229061 -0.1545857 -0.19298205 -0.1730873 -0.15110305 -0.13219005 0.26799775 0.17732415 0.1264461 0.14154325 0.1784846 0.21396025 -0.08572358 -0.1175641 -0.1595668 -0.1388946 -0.1142091 -0.09396236 0.2176581 0.1402856 0.08773078 0.1084042 0.1409529 0.1753175 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0.881555925 0.9135345 0.0133108969960086 0.381555925 0.4135345 0.0133409178136916 "SVNP" 0.1 100 0.5 2 8
0.3792468805625 0.58445985625 0.442111446275 0.27098244892375 0.48613654727875 0.233784974366 0.379823 0.583692 0.439988 0.264191 0.496368 0.2366615 0.0123984128571357 0.0173523378125874 0.014193348612407 0.0165745931785524 0.0410374339293575 0.01692963412977 0.1207531194375 0.16554014375 0.192111446275 0.17098244892375 0.01386345272125 0.016215025634 0.120177 0.166308 0.189988 0.164191 0.00363199999999997 0.0133385 0.051284138856465 0.0135759826669875 -0.0162997542344638 -0.002011848722565 0.01100585446365 0.0225226409396087 0.0547106 0.0142231 -0.01451555 -0.0018187 0.0123655 0.0247969 0.00932149341396802 0.00942584030540204 0.00759906165242213 0.00828870753489668 0.00923899494929344 0.00851222387564238 0.48240436551375 0.68240436551375 0.68240436551375 0.68240436551375 0.68240436551375 0.48240436551375 0.5307535 0.7307535 0.7307535 0.7307535 0.7307535 0.5307535 0.327387265275 0.3330560359875 0.2903663986 0.34609813625 0.39382317882 0.2899862716875 0.3229695 0.33206 0.288316 0.342581 0.4015505 0.2877335 0.00379109356919562 0.00821061343977029 0.00413055054482383 0.0041076646432741 0.0143275163354989 0.00264786671684342 0.027387265275 0.0330560359875 0.00963360139999997 0.04609813625 0.09382317882 0.0100137283125 0.0229695 0.03206 0.011684 0.042581 0.1015505 0.0122665 -0.1487828 -0.176381775 -0.1895574 -0.17931915 -0.176109 -0.1639501 0.228972925 0.200835975 0.1516565 0.175531625 0.196236125 0.201279725 -0.1145597 -0.1477091 -0.1629794 -0.15197355 -0.14629685 -0.1323444 0.20332105 0.1745348 0.1225236 0.14919135 0.16744835 0.172882 -0.07563482 -0.1112886 -0.1302311 -0.1203602 -0.112565 -0.09819677 0.1713669 0.137999 0.09410583 0.1129106 0.1340725 0.137519 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0.68240436551375 0.7307535 0.0616556599341508 0.18240436551375 0.2307535 0.0617947154257953 "SVNP" 0.1 100 0.2 1 2
0.50860363475 0.75692690475 0.25069677841875 0.228062780368512 0.408901228904875 0.201922773681275 0.5059035 0.7578805 0.2478425 0.212683 0.420798 0.212935 0.0116593402509857 0.0169699014202092 0.00858922951107406 0.0167933096065142 0.0515866866104476 0.0258540884264778 0.00860363475000003 0.00692690475000002 0.000696778418749988 0.128062780368512 0.091098771095125 0.048077226318725 0.00590350000000006 0.00788049999999996 0.00215750000000001 0.112683 0.079202 0.037065 0.103675849399162 -0.0389467538144125 0.0620352030688363 -0.0051355806017425 -0.00735766442491625 0.100514080485162 0.1133005 -0.0386533 0.0670139 -0.004270575 -0.00708003 0.105508 0.0091016903971926 0.00854957539144971 0.00740384363996208 0.00810912067494282 0.00890292493603361 0.00805058314766781 0.29035466288625 0.49035466288625 0.49035466288625 0.49035466288625 0.49035466288625 0.29035466288625 0.332181 0.532181 0.532181 0.532181 0.532181 0.332181 0.3208995861125 0.31908526272125 0.29437474325 0.23939523545625 0.4525611494725 0.2709720677 0.320237 0.3199755 0.2898155 0.2411685 0.4701645 0.271235 0.0059050944574994 0.0164242048061112 0.00256356758957528 0.00328232186370836 0.0226836771496036 0.00320867417517702 0.0208995861125 0.01908526272125 0.00562525674999997 0.06060476454375 0.1525611494725 0.0290279323 0.020237 0.0199755 0.0101845 0.0588315 0.1701645 0.028765 -0.099744 -0.220208375 -0.12177795 -0.1808544 -0.195998075 -0.0936537775 0.26707895 0.14060385 0.2209231 0.171790075 0.178599 0.264245125 -0.06916203 -0.19222585 -0.087178745 -0.1530862 -0.1623286 -0.05699637 0.24477125 0.11380575 0.19457185 0.14463725 0.1474022 0.2376437 -0.02510725 -0.1582437 -0.04877836 -0.121489 -0.1277728 -0.01411722 0.2164001 0.07949306 0.1679025 0.1092746 0.1135002 0.2084621 1 0 0 0 0 1 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 1 1 0 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0.49035466288625 0.532181 0.089969756520077 0.00964533711374999 0.032181 0.0901726703926947 "SVNP" 0.1 100 0.2 2 2
0.50209560575 0.68776793725 0.288259028875 0.2320573567775 0.398700534225 0.23357336130125 0.5015105 0.686234 0.2870125 0.2315265 0.39485 0.2328435 0.00380728586014033 0.00616033750858164 0.00336768170143384 0.00470393134766635 0.00764591353966247 0.00430625319251034 0.00209560575000001 0.06223206275 0.038259028875 0.1320573567775 0.101299465775 0.01642663869875 0.00151049999999997 0.063766 0.0370125 0.1315265 0.10515 0.0171565 0.0149859501411237 0.00344748993174375 -0.00840641996256 -0.00880254518261975 -0.00155460560091887 0.0247916817813975 0.01495915 0.0037873 -0.008179775 -0.00877946 -0.00159357 0.0254926 0.00102977281336061 0.000980535317286892 0.000916664504277433 0.00098701057929862 0.00096075256645569 0.00102977013549018 0.4973616825 0.6973616825 0.6973616825 0.6973616825 0.6973616825 0.4973616825 0.503964 0.703964 0.703964 0.703964 0.703964 0.503964 0.230385401325 0.3904161833625 0.308049849 0.290506153625 0.3791693011875 0.29714369075 0.229846 0.3905685 0.306104 0.2889045 0.382223 0.296444 0.00175585992460277 0.00571818282503046 0.00127034597929436 0.00126061519934419 0.00457285007510744 0.00135014413167682 0.069614598675 0.0904161833625 0.008049849 0.009493846375 0.0791693011875 0.00285630924999997 0.070154 0.0905685 0.006104 0.0110955 0.082223 0.00355599999999995 -0.0490915325 -0.0571958975 -0.067701265 -0.0700965 -0.061446465 -0.03939707 0.076976815 0.0641280925 0.0502534325 0.0531846874999999 0.059126855 0.086863995 -0.03856933 -0.04881737 -0.057858815 -0.060084375 -0.051819035 -0.029061955 0.06786612 0.0545649549999999 0.041092745 0.04364416 0.050034615 0.076357175 -0.0266417 -0.03745599 -0.04724881 -0.04922606 -0.04087726 -0.01646407 0.05578396 0.04308349 0.03061118 0.03165727 0.03823721 0.06560391 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0.6973616825 0.703964 0.016380210920502 0.1973616825 0.203964 0.0164171541352081 "SVNP" 0.0316227766016838 200 0.2 1 6
0.590231897125 0.71784819425 0.368480723625 0.28251233028375 0.400714776525 0.161304280708171 0.5887325 0.7169405 0.367657 0.2854735 0.3946425 0.1608805 0.00431737750182452 0.00605777452200352 0.00338780129879059 0.00586594821413009 0.0091793830193662 0.0064657936226042 0.090231897125 0.03215180575 0.118480723625 0.18251233028375 0.099285223475 0.0886957192918288 0.0887325 0.0330595 0.117657 0.1854735 0.1053575 0.0891195 0.0152491639855349 0.0029031020055225 -0.0138195848032324 0.00279149204796625 -0.0056296533393235 0.01203190919331 0.0148622 0.003032705 -0.01401805 0.002611625 -0.00577758 0.01213855 0.00120006151849236 0.000988379065047245 0.000980004194429722 0.000966693276565999 0.00102219979603807 0.00108204101066059 0.59112672375 0.79112672375 0.79112672375 0.79112672375 0.79112672375 0.59112672375 0.609544 0.809544 0.809544 0.809544 0.809544 0.609544 0.281718944575 0.436918503375 0.287613588 0.321246105375 0.418129210575 0.413808637875 0.2810255 0.435519 0.285386 0.3192155 0.4243745 0.410843 0.00258505105240978 0.00573736149455231 0.00123802198518365 0.00171296090030256 0.00597502374927025 0.0021352207948461 0.018281055425 0.136918503375 0.012386412 0.021246105375 0.118129210575 0.113808637875 0.0189745 0.135519 0.014614 0.0192155 0.1243745 0.110843 -0.0514111975 -0.060285645 -0.0749672275 -0.058576725 -0.06992096 -0.05227109 0.0837642975 0.065006885 0.0463086225 0.0630886275 0.0566930749999999 0.0758392 -0.041595425 -0.04926013 -0.064821725 -0.048593065 -0.058074575 -0.042301155 0.07116641 0.05359049 0.0377709999999999 0.053709815 0.0471311449999999 0.066236855 -0.02889086 -0.03796054 -0.0537377 -0.03696031 -0.04671712 -0.03078584 0.05974418 0.04246891 0.02623536 0.04217105 0.03539956 0.05431562 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0.79112672375 0.809544 0.0178951195011643 0.29112672375 0.309544 0.0179354793747417 "SVNP" 0.0316227766016838 200 0.2 2 6
