"lambdaMainC[1]" "lambdaMainC[2]" "lambdaMainC[3]" "lambdaMainC[4]" "lambdaMainC[5]" "lambdaMainC[6]" "lambdaCrossC[1]" "lambdaCrossC[2]" "lambdaCrossC[3]" "lambdaCrossC[4]" "lambdaCrossC[5]" "lambdaCrossC[6]" "PsiC[1,2]" "theta[1]" "theta[2]" "theta[3]" "theta[4]" "theta[5]" "theta[6]" "parameter" "maxTree" "sumDiv" "prior" "sigma" "N" "iteration"
100.795555848986 87.7310446252805 42.0979341377127 50.0985855482664 25.338748908096 42.2815247802112 49.54284425987 122.847140002605 120.50030168052 127.700663742407 72.0667869620151 40.5818168019779 31.3283573321889 114.100886068968 36.0377118730685 88.0285487804749 90.615642578733 29.5795579896152 120.311007976527 "n_eff" 6 0 "SVNP" 0.1 100 1
0.981313518052707 0.984760567323276 1.01022874935972 1.01671299782468 1.04453739392586 1.01582290793363 1.00712069051324 0.986639691292268 1.0147032244091 0.980073124724725 1.00145727588782 1.05891216954303 1.00943833335717 0.986175265981398 1.00702108717164 0.987575774307953 0.996020813090495 1.02240055788767 0.990607373129324 "Rhat" 6 0 "SVNP" 0.1 100 1
105.786030631106 44.4424232604273 89.2909401594625 24.8459608940319 71.7605753914473 97.7382927879313 27.5629733492461 118.656897423158 44.1049715457261 71.4203937323824 71.4926886268362 42.3383090112768 21.9686480702818 27.4346917788857 38.0551521457953 77.851265783201 108.72902514129 48.9386431552281 72.8550302166422 "n_eff" 6 0 "SVNP" 0.1 100 2
0.999442731211984 1.01226101339522 1.02527634030414 1.0593772335761 1.00971711645831 1.00808631560783 1.04677357352691 0.989888354958233 1.03483028183284 1.00669203765269 1.00937514951684 1.02787364155693 1.06797933036212 1.05525573979998 1.03116336409669 0.994026871761799 1.02572540694478 1.00881134539484 0.989649503160241 "Rhat" 6 0 "SVNP" 0.1 100 2
92.4543384175791 73.064320172143 123.208714681846 69.5263106939148 83.7455979314818 111.877473412295 65.4862568456871 76.9917546464685 121.039459398833 116.73747975863 177.406029636929 55.7687300733748 20.3189378945246 113.820753111743 53.1083151555345 122.698130562886 48.1690446565377 58.8779360094638 58.8560591808682 "n_eff" 6 0 "SVNP" 0.1 100 3
1.03705212916563 1.02167139956201 0.991547380443712 0.996907285292089 0.986578523217714 0.988129609153477 0.995359184076572 0.992562934672004 0.995226888318669 1.00696188154426 0.999741717985034 1.0022152501783 0.997565995685107 0.995979864020797 1.03998428293609 1.00795424531071 1.01998770490307 0.980413998851388 1.00947697883152 "Rhat" 6 0 "SVNP" 0.1 100 3
51.6035350835486 65.6908818527644 78.7010525139064 87.6309077891817 56.8620542218821 200 141.746944046015 42.4990269470706 200 62.7562179405519 121.149258279054 79.7387448452234 54.6817490065605 122.171936562652 40.0226549930049 86.7141976962426 59.3452707176661 147.269505404154 200 "n_eff" 6 0 "SVNP" 0.1 100 4
1.01048908469467 0.997353976028451 0.999304344133045 0.994078793912339 1.00183804926143 0.980304218760935 0.984201491894452 1.01324456862962 0.990136464959099 1.01103644701302 0.990052846820325 0.992478682550208 0.998071874323817 0.991385794262203 1.01996895702421 0.997231569483815 1.00076390128642 0.990153904166058 0.983057124774928 "Rhat" 6 0 "SVNP" 0.1 100 4
26.3773935459446 52.2438927995552 200 30.0235757255014 47.1854915450826 64.8154517053368 36.4309064914413 66.9276277835371 99.8290784187212 71.4868684235962 113.381156678562 81.642525023405 74.3234769959662 28.5366965967938 53.1180077992586 128.43827599904 46.4693636652237 45.5448325111896 73.4215304198471 "n_eff" 6 0 "SVNP" 0.1 100 5
1.04907206178562 1.03615878697098 0.986885624820799 1.04672041471363 1.06614990221538 0.98268352072028 1.01147409974511 0.997907912773374 0.982868305221895 1.02354648364467 0.984682161374208 0.986447288494375 1.05270253193834 1.06621904288902 1.02129251808505 0.995744331232044 1.04312613115975 0.997181819438333 1.01892581833407 "Rhat" 6 0 "SVNP" 0.1 100 5
69.8930934033633 54.1551623169865 12.4922828344759 57.1733939775615 55.0216386160439 51.7359593549055 85.1464756364695 11.0562207299319 8.01824046624864 113.048268926309 43.6150711918314 74.7132106518689 56.0118279658603 107.019293906698 88.4756637169778 18.5632135708054 124.489864257938 22.9115625972208 132.709625299417 "n_eff" 7 0 "SVNP" 0.316227766016838 100 1
0.997882918697804 1.01217460527323 1.03379477393676 0.984432955387701 0.984769762969603 0.99676676848652 1.00320072115047 1.07569116234892 1.10475348400785 0.999984863026423 1.00842479585678 0.982319064213206 0.997039778512677 0.997161946013934 1.00992967199579 1.13441826152876 1.01271401521021 1.07837406778838 0.985979435801436 "Rhat" 7 0 "SVNP" 0.316227766016838 100 1
43.3336625035809 66.4817636311178 45.1109886130268 72.2291988244166 48.9444619314995 67.3990474407655 77.6822710803673 42.6826249186248 36.2587876552403 35.6416365651912 39.1799754305393 57.6708077349274 46.8428028645823 40.9326182593169 58.5143288789017 105.570539214679 99.0034924535191 94.3187538035617 87.7135608822299 "n_eff" 6 0 "SVNP" 0.316227766016838 100 2
0.984845275164887 0.985540858919202 1.01735118531366 1.00376917661363 1.01997168653536 1.00990646009376 1.02938742108786 1.0400672734251 1.05239493854676 1.00212910451177 1.01110445230544 1.03306572909803 1.01542461951006 0.991558552840504 0.988639453839417 0.993709327729683 1.01447403582765 0.996377367655809 0.991256826741944 "Rhat" 6 0 "SVNP" 0.316227766016838 100 2
61.7997590438603 77.6131192648736 54.6239567932698 68.8962049073833 82.9958605144403 53.1132072495371 69.6048293158072 60.8804134523477 81.6069611504386 50.0602180128677 65.4602916776422 75.1533778732708 60.7486547697998 26.1465784003947 52.0118106985613 158.514365485716 172.311434618508 114.94014408657 97.3210706222087 "n_eff" 6 0 "SVNP" 0.316227766016838 100 3
0.997578551143599 1.02158419257359 0.9879894437204 0.992836904708819 0.981369535277812 1.00232924843334 1.00737611661624 1.00519446017734 1.0118710820147 1.00320922619679 1.02249442343402 0.992134659447835 1.02296507603835 1.03334955548692 1.01399065208373 1.00313645451369 0.990267516410199 0.982790212496922 0.992971655018667 "Rhat" 6 0 "SVNP" 0.316227766016838 100 3
27.9361318660758 34.5192179509582 38.1551237082521 112.680879419983 41.0573438997253 154.36745063747 45.1599774470614 24.2273526011425 35.7910007149932 60.0074965469111 72.7315231155692 53.7370504802236 33.3851252951819 24.7566364328822 15.8958635988357 86.173907410588 200 61.6179930196164 63.688616905686 "n_eff" 7 0 "SVNP" 0.316227766016838 100 4
1.02419520641781 1.00938140894108 1.08152397966221 1.03940407904388 1.1014531036852 0.992667707483134 1.07014152035048 1.15750447057915 1.02245208114521 0.98699783068913 0.985708304664428 1.04803943334904 1.08668680992636 1.02073449785967 1.13197056751513 1.02464557088899 0.992045582336847 1.05251741021937 1.03045599758037 "Rhat" 7 0 "SVNP" 0.316227766016838 100 4
140.569145905543 64.7374019270016 40.2790244169347 67.6105296922624 61.436314953016 110.170269823173 75.8316272970569 33.3444797482278 26.09649328609 64.4788067996303 30.6100842130029 49.4941377733632 54.9058392123413 168.866861441631 32.2002013942413 83.8489406538924 200 136.475434213286 134.535967770098 "n_eff" 7 0 "SVNP" 0.316227766016838 100 5
1.00580241128967 1.00998974874037 1.08024355213759 1.0191597737578 1.01583091809128 0.99918658400869 1.02178772152219 1.10567757900308 1.07156244255913 1.01135861088308 1.05834729199755 1.06039199600919 1.09287574124776 0.988305747116771 0.996542972206296 1.00825684695617 0.982417526553666 0.99365872118873 1.0037763233819 "Rhat" 7 0 "SVNP" 0.316227766016838 100 5
169.595348952342 157.476063644597 138.272098999841 102.959897860871 64.2198337884376 77.9435338183117 117.207293839547 115.267400469462 94.6289275489643 95.9977967821554 145.377925652607 85.2903336980001 9.20694033933234 84.3681215059373 68.0252932748936 102.257150338857 111.915661476809 17.8320426103535 112.920831658672 "n_eff" 6 0 "SVNP" 0.0316227766016838 100 1
0.986163632322572 0.997209655540461 0.987318222812589 1.00755492511469 1.03867283765287 0.995820844076379 1.0007986078666 0.993309776188208 0.986761687282692 0.983257041126243 1.00547046738577 1.01807448093863 1.37406049344119 0.998159865159063 0.997748218611043 0.984196076698675 1.02009838240824 1.20882236621218 1.02099585339474 "Rhat" 6 0 "SVNP" 0.0316227766016838 100 1
89.2963079280471 114.134820308467 58.8793949135847 117.153785821722 92.9638667996927 65.5091741654761 114.282127464162 139.270760056272 119.570609619394 83.1336844849956 78.1187774129731 98.2299519180716 1.29427572835372 84.9388602213383 79.4800758357619 36.5239949427316 67.4690216115873 73.9978646786676 179.86908829816 "n_eff" 7 0 "SVNP" 0.0316227766016838 100 2
0.988897208182759 1.01599388646359 1.0488959356925 1.00349051431036 1.01293175236116 1.02686063193886 0.992415271557344 0.986565042690352 0.980866602887673 0.983869393956646 0.984078624398778 0.989785919387323 2.06915833830629 1.00947200327574 1.0038752322977 1.0378729404216 1.03716560514522 1.02071138101786 0.982939765418749 "Rhat" 7 0 "SVNP" 0.0316227766016838 100 2
107.037514268498 91.4535045651109 105.592698107862 14.6579614087695 117.758883326422 79.5436862565101 37.8708813031658 93.2140665521464 80.9925969707739 132.510387822949 104.183327170016 139.806187880589 13.3102078086465 75.2542726225357 52.8623143131449 71.3726813286221 115.612396958756 12.4789514600398 133.567279714448 "n_eff" 7 0 "SVNP" 0.0316227766016838 100 3
1.00673768536581 0.987207198577975 0.992124301788817 1.20200257050023 0.998444170249788 1.02034641187405 1.08613409084066 1.01755023180639 1.01688906093897 0.987180994899735 0.982912813308502 0.985110151692094 1.18569206208724 1.01383324617995 0.990159899960667 0.996725619902748 1.01630051912836 1.20060549159779 1.00657096622407 "Rhat" 7 0 "SVNP" 0.0316227766016838 100 3
176.754340960093 68.5540810448879 115.255452589965 78.1578307503176 65.1180800264091 197.987965688875 52.1850001863066 98.3237419495653 38.5560999790087 200 136.141654021397 104.185826234604 44.4817014698417 99.4476498385006 27.8343953942925 101.639287672295 98.0017643582378 23.4336610465734 125.675147414453 "n_eff" 6 0 "SVNP" 0.0316227766016838 100 4
1.00966436465243 1.00664742709547 1.03951177184761 1.00669843363119 1.07739250391434 0.984933864785048 1.03572651676782 0.997638183435168 1.06861887729374 1.00279198975599 1.00442167059094 1.06575851637319 1.04884765335518 0.98910949358488 1.15196546615136 1.00559484214323 1.00835823359183 1.13198320292823 0.994501383906986 "Rhat" 6 0 "SVNP" 0.0316227766016838 100 4
