"lambdaMainC[1]" "lambdaMainC[2]" "lambdaMainC[3]" "lambdaMainC[4]" "lambdaMainC[5]" "lambdaMainC[6]" "lambdaCrossC[1]" "lambdaCrossC[2]" "lambdaCrossC[3]" "lambdaCrossC[4]" "lambdaCrossC[5]" "lambdaCrossC[6]" "PsiC[1,2]" "theta[1]" "theta[2]" "theta[3]" "theta[4]" "theta[5]" "theta[6]" "parameter" "maxTree" "sumDiv" "prior" "scaleGlobal" "scaleLocal" "dfGlobal" "dfLocal" "nu" "scaleSlab" "N" "cross" "iteration"
116.465789057446 124.862606906836 46.668428464151 90.6251817794872 50.2410859857181 91.5931545921468 84.8815030076066 47.893088241536 77.0605886613332 100.644800499018 124.524532299793 50.7913130460332 86.0197824063726 57.1356520968113 64.8670034548936 117.855445760859 98.3952621310491 60.9067616640893 90.7658974975971 "n_eff" 7 0 "RHSP" 1 0.1 3 1 1 0.1 100 0.2 1
0.991507796231325 1.00367806073516 0.986791967109377 1.00219169530393 1.01321624736148 1.03017393293222 1.00533440877333 1.01425155664272 1.04790998193442 0.988896147561549 0.984959454199795 0.985712586733512 1.03287430781805 0.989736473949099 1.00416951853385 0.993412417250827 1.01598102416691 0.99921267954058 0.986187932537967 "Rhat" 7 0 "RHSP" 1 0.1 3 1 1 0.1 100 0.2 1
81.4846378880409 93.9086962560307 76.4340507041939 80.4391145229459 75.7951459905907 97.580799633142 67.7274543269627 106.194967334018 108.657960455102 68.7785501914281 134.156603482105 129.978352611962 76.1939310565902 79.0363578694669 122.992937123825 102.341804522947 67.1522713634864 65.4914751843647 160.212981745902 "n_eff" 7 0 "RHSP" 1 0.1 3 1 1 0.1 100 0.2 2
0.986666297499613 0.98193144315987 1.02592360307907 1.01075601263954 1.01194156367414 0.989767222467614 1.00655032376116 0.992273225654111 0.981498026029323 0.998879745419922 0.98394878585618 1.0160672022891 0.983921774754168 0.989970443151599 0.980049577449195 0.998960544865667 0.992695384391741 1.03959835853166 0.987796878785958 "Rhat" 7 0 "RHSP" 1 0.1 3 1 1 0.1 100 0.2 2
73.3345049309975 149.779669174066 107.305281945752 34.9714372306556 90.1192425236643 73.108557815947 32.8896488267675 92.7954836098682 98.5353483050896 66.374862109283 108.088100977013 69.0916388259646 43.8822317232676 101.436122981684 146.856713060148 105.698666857025 56.5243857984082 42.2852043537646 43.8714070370997 "n_eff" 7 0 "RHSP" 0.1 1 1 1 1 0.1 100 0.2 1
1.01634432863196 1.0025625867111 0.992110738357587 1.01070954404417 1.01239967255307 1.0138304843084 1.01087664345435 0.982880607199145 0.982774875197384 0.993410166088911 1.004443780127 0.988268786176737 1.02226017984151 0.982102469829515 0.993790210913292 0.985611411611747 1.05269711693386 1.0111831675954 1.01213194702599 "Rhat" 7 0 "RHSP" 0.1 1 1 1 1 0.1 100 0.2 1
91.9092163906457 92.8916600545862 75.1903847614613 47.8067127503426 62.043922400802 49.7337462197518 24.2663644972566 76.1085177284567 74.800195284664 82.2097899515788 80.4189938705111 38.8312712839268 25.5879917602752 111.562553225336 119.025622204175 116.937806626783 102.489317914897 67.3361148789523 79.2943723443443 "n_eff" 7 0 "RHSP" 0.1 1 1 1 1 0.1 100 0.2 2
0.982447945106095 0.990081578245574 1.01055649453883 1.05680999701104 1.00106469505064 1.00029625054278 1.09006430676808 0.980603243446797 0.99297916594441 1.01977013464669 1.01666847947825 1.02738370637021 1.0434146078933 0.98488952870432 0.991308102969559 1.00316866247851 1.00401638661219 1.02962047530475 0.989446982185768 "Rhat" 7 0 "RHSP" 0.1 1 1 1 1 0.1 100 0.2 2
85.9472221075661 75.4812786360571 83.8049098624098 77.7493003216084 82.6005006926071 128.274730765512 164.836167250918 83.3722376455696 131.179585407891 97.4597300375326 71.2326582081517 99.5062643784666 99.4383017069156 78.4814035447261 79.1005106897737 63.8006227299171 130.948799663254 166.446320659614 112.518287363956 "n_eff" 7 0 "RHSP" 1 1 1 1 1 0.1 100 0.2 1
0.994299354568014 0.986950714033658 0.996844392739115 0.996597685683864 0.982026759349833 0.985545616026425 0.983912638420252 0.995312236661966 1.00430527911537 0.98683791908685 1.01115381287273 1.00574942901461 0.989331042809925 0.995922525091165 1.009043767002 0.983671037245759 0.992852774680531 0.989871735864526 0.99823608861352 "Rhat" 7 0 "RHSP" 1 1 1 1 1 0.1 100 0.2 1
92.5216451857765 147.087163795109 89.1276948041297 69.2750406799233 111.38018488416 68.2263429051638 48.2948629589793 28.1139941334231 44.7754242574464 80.3370955941971 68.7509472900414 77.8305913721033 96.9221517450048 91.2367862612398 96.4552362906004 94.1650995973833 93.9123234143548 82.879796662671 81.6300814434081 "n_eff" 8 0 "RHSP" 1 1 1 1 1 0.1 100 0.2 2
1.01025767931418 0.994241731209207 0.999480696456979 1.04611261512024 1.00341264342859 1.00692068619207 1.03556700622267 1.06505318843746 1.01219835725454 1.00165974869889 1.01238563133757 1.01486966172936 0.991321187351232 0.984651540224665 0.984460906885764 1.0040837888723 1.01611166918103 1.00344737753407 0.99883522893433 "Rhat" 8 0 "RHSP" 1 1 1 1 1 0.1 100 0.2 2
