"lambdaMainC[1]" "lambdaMainC[2]" "lambdaMainC[3]" "lambdaMainC[4]" "lambdaMainC[5]" "lambdaMainC[6]" "lambdaCrossC[1]" "lambdaCrossC[2]" "lambdaCrossC[3]" "lambdaCrossC[4]" "lambdaCrossC[5]" "lambdaCrossC[6]" "PsiC[1,2]" "theta[1]" "theta[2]" "theta[3]" "theta[4]" "theta[5]" "theta[6]" "parameter" "maxTree" "sumDiv" "prior" "sigma" "N" "cross" "iteration"
59.1324125799852 183.891269963072 110.068404351495 22.8211593837267 75.4797693815174 21.6301023623128 12.2374068485852 96.7380982231339 94.2728592613811 59.9495167173334 164.03982815719 62.0501092192276 10.3268009243094 43.9558026045223 97.4375410822034 92.5921791398416 33.5876099589837 70.0869288159173 28.7960555962938 "n_eff" 6 0 "SVNP" 0.1 100 0.5 1
1.04882266676924 0.99100616773614 0.988547740017307 1.08051241333849 0.980974413767588 1.08625664523641 1.18488293569222 1.02607619178843 1.00248058463888 1.06462017130137 0.986449757235361 1.00661430977064 1.25867965035674 1.04496981201664 1.01376294312184 0.994582714204498 1.00208250452228 0.990958385281693 1.07133390920718 "Rhat" 6 0 "SVNP" 0.1 100 0.5 1
128.575923330145 199.457285701119 75.7415599040864 72.7807660848643 97.7404231547701 70.7152361370119 92.3450957992438 129.438320915999 72.8855683391171 95.0190051150506 78.9496516883753 60.3931738497758 17.2180056526199 41.8221754460293 96.3835475483505 105.578135337597 38.6496081011729 172.751299694028 160.610958010422 "n_eff" 6 0 "SVNP" 0.1 100 0.5 2
0.988577386121078 0.997006910105083 1.0047872279565 0.981379556479793 0.99667605303629 1.0181335102593 0.991056689366294 0.993498186718194 1.01751517293366 0.987033893198136 1.02659306993593 1.00242756102456 1.16288056830402 1.03112159279931 0.9890572275164 0.991572753563035 1.04083572743176 1.00485687138585 1.00772855055457 "Rhat" 6 0 "SVNP" 0.1 100 0.5 2
61.7703334965057 102.987720430311 52.6147608465039 33.6802349382635 96.098088497752 96.9087296746015 31.0584036894655 104.690860070472 99.3640140929931 114.225017248304 140.738702971371 62.9635004514373 12.2188781791774 11.3218550686242 67.0606002261686 32.7337380609365 26.2432509791503 35.5076280864257 86.6451506839455 "n_eff" 6 0 "SVNP" 0.1 100 0.5 3
1.01153125384367 1.00048890314847 1.02206144848621 0.99896102095687 1.00709334562666 1.00948733852725 1.04832242957738 0.991477251164507 1.03927853416707 0.984324276325813 1.0021415807963 0.99876035600137 1.28446268954954 1.10012415675891 1.00288378410363 1.03748821316944 1.03088066902755 1.06028437921889 0.990504734054054 "Rhat" 6 0 "SVNP" 0.1 100 0.5 3
118.166300166611 88.1171246579652 26.9871584727676 29.6724120441931 76.0307799141159 146.512314874706 15.8803139171632 70.6133580570659 102.260291707088 128.499660746044 114.575638859499 28.3898313052037 17.5402351658414 74.2712049465336 52.612877358212 77.8975492359176 53.1025954636017 34.5922547370741 181.000214491488 "n_eff" 6 0 "SVNP" 0.1 100 0.5 4
0.983255477039015 1.00081860324172 1.05764605596597 1.0848879690549 0.988715009658281 1.00990336293798 1.12232881844489 0.999155148324158 0.997526887167414 0.98400172333097 0.992564899570118 1.05597944595425 1.18436720905954 1.02159609898761 0.989498474738254 1.01501282502689 1.0215243286155 1.06064748629162 0.991973320365415 "Rhat" 6 0 "SVNP" 0.1 100 0.5 4
131.315811708037 164.405507489081 70.847638425322 166.806705300868 200 101.788639382898 164.651217029235 200 60.1172223056292 133.198156653068 200 91.9020161126885 19.5297119146121 139.42078332767 124.869791064881 66.5571854624648 57.5155649988644 200 113.591839158618 "n_eff" 6 0 "SVNP" 0.1 100 0.5 5
0.996685573570109 0.985332846466852 1.00326211540404 0.982265852248452 0.980970893102325 1.00396955987525 0.986869154722064 0.98497724106504 1.01513651190012 0.988693302750093 0.992779555518321 1.03111033512649 1.06875460218287 0.983509107957653 0.984587869035527 0.998249833913626 0.999852923888319 0.994098355780928 1.00639208456653 "Rhat" 6 0 "SVNP" 0.1 100 0.5 5
110.841586222286 41.0848655778793 96.0599653946584 33.3227780093757 29.5238074991317 61.4868223357496 20.4956507866765 118.803119160626 78.9286031847855 79.9630813206151 111.755600656258 102.13969416169 13.4052423195388 62.2164513204233 29.6588505581443 182.736671440853 87.5612445694118 12.5474045132902 167.087532638047 "n_eff" 6 0 "SVNP" 0.1 100 0.2 1
0.987569516609378 1.03732777672309 0.990624090606803 1.05008747652483 1.06633781667369 0.990104890573638 1.06416099067623 0.988753328004268 1.00229049363073 0.985078995986898 0.98724895726108 1.00278528083198 1.13555987937783 1.03021572658427 1.06856104605002 0.997120722395714 1.01681426830307 1.167332331148 0.997433051822253 "Rhat" 6 0 "SVNP" 0.1 100 0.2 1
105.963670182846 93.9620452122663 150.352851657526 25.1597925651476 62.4385945101363 105.261835764975 33.2598046332434 77.3025014541246 76.7545427712855 75.2097666470863 165.90832222745 119.607681962219 7.74281900182823 68.9044792468659 38.404107996068 109.612679419529 54.7980711089567 15.0599770616716 112.082905724706 "n_eff" 6 0 "SVNP" 0.1 100 0.2 2
0.984488484842191 0.986532608695717 1.0009871567428 1.07065716902729 0.996055624666456 1.02195080118077 1.00805159980722 0.983399129052718 1.01956178077894 1.01489393721042 0.980987977334476 0.993681720153891 1.12106576046978 0.983960068989056 1.0241438331898 1.04644862357381 1.02223855833499 1.06529777739754 1.00963124537636 "Rhat" 6 0 "SVNP" 0.1 100 0.2 2
75.2559552963534 34.2096340008816 72.0888635862948 119.367656589592 124.256520238296 34.6499093639055 86.8304717409252 61.0173449682163 77.5365127798922 68.4284446822799 54.6009909121559 98.7144099778297 64.8848004962094 100.647106486208 26.9786048296923 81.079309915982 52.5066501424019 58.8972120476803 8.71029681671022 "n_eff" 6 0 "SVNP" 0.1 100 0.2 3
1.04069933428312 1.02232283907767 0.99447446024074 0.9938405813889 0.998259997110765 1.03076498009056 0.989457898787755 1.0151315404621 0.986145158371694 1.00714160479103 1.00341017885752 0.993196536653676 1.00855455755089 1.00308642428318 1.09629633562676 1.00559064259825 1.03366182398665 0.993112507031159 1.21032670334426 "Rhat" 6 0 "SVNP" 0.1 100 0.2 3
55.6128177294621 45.4923536980123 124.739387862886 19.712003909887 48.240612924774 63.3820287439891 18.5877028089777 103.022623353432 44.0418071676846 123.281090591713 68.6587703861472 78.3367322352658 33.8094782507062 38.0174732564782 27.6394882411732 160.626004096573 79.3980940816776 26.2019268763638 15.4346868026368 "n_eff" 6 0 "SVNP" 0.1 100 0.2 4
0.985648359967876 0.999673048300514 1.0166051214537 1.05119692308872 1.02006586767649 1.00604498774051 1.09628598890664 1.00643893318327 1.00150235652594 1.00536641918199 1.00739365499009 1.03363768845404 1.03094179675468 0.995766226444219 1.01806594696489 0.995937834927389 1.00083514917411 1.09735560919259 1.11014778927124 "Rhat" 6 0 "SVNP" 0.1 100 0.2 4
53.9005605127971 16.8261413453625 127.323249758502 32.6824344291566 103.772709353305 77.1525858770792 19.5671666646097 95.5429373657422 51.1868058383565 85.7206161162085 14.2783063568947 31.2280154114623 6.44879847394975 101.831920672416 18.9757618283422 48.828539662152 30.1453471399218 123.349866885038 32.1840261873023 "n_eff" 6 0 "SVNP" 0.1 100 0.2 5
0.996563085172242 1.04034812090714 0.990904457165908 0.981832086241277 0.988503820760019 1.00515912172935 1.03218113829077 0.997501022171266 1.04180519680618 1.01048111662854 1.06825172700461 1.01973422647872 1.25866669123286 1.00545999709856 1.01024706695544 0.99591941302999 1.00438900205415 0.988387164850537 1.0246656791254 "Rhat" 6 0 "SVNP" 0.1 100 0.2 5
114.882377590933 80.7355678505667 95.793058114076 65.6148017401245 50.2622783111657 108.422781199131 77.770072157807 55.3218198184253 82.8090822950671 126.145386517388 61.7074945210843 97.0102102884066 9.68704871299537 80.8495528060949 72.4685968423914 82.2853074480109 49.4755482962575 87.1999030157307 110.728085666762 "n_eff" 6 0 "SVNP" 0.0316227766016838 100 0.5 1
0.999687907227708 0.980855294527862 1.00301979762011 1.04423385999169 1.03866653490721 0.982890932693298 0.993529026891999 0.998971325322307 1.00796593278666 1.00626865917455 1.0136464442688 1.00954779017657 1.27701861163078 0.99084761737883 0.982658434973172 0.986795798365528 1.0044498518536 0.995062471721753 0.988230140019468 "Rhat" 6 0 "SVNP" 0.0316227766016838 100 0.5 1
176.746959204278 138.984091662446 96.6286049521087 149.003263958023 53.8840472439461 110.987585458134 120.269878316117 100.913538016005 137.439302422313 85.6941503033285 89.6435039961768 130.825771535239 5.32314961959863 66.5152464677535 47.5011528001258 111.162983375426 63.5789533178564 82.5304507413659 110.948838175837 "n_eff" 6 0 "SVNP" 0.0316227766016838 100 0.5 2
0.989947097582492 1.00259785833179 0.997728829164436 0.997550895671786 0.991433703248084 0.983213912959843 0.983697727321326 0.985386110518673 0.997347686485217 0.988655571097704 0.997019298967802 0.984164348690818 1.28421805289904 1.01611985805315 0.996709751987719 0.999988788786927 1.02592565308594 1.00777878536573 0.991684228350262 "Rhat" 6 0 "SVNP" 0.0316227766016838 100 0.5 2
